ra,dec,simbad_name,obsid
359.4615879465,-32.6251176998,NAME_NGC_7793_P13,00031791039
359.4621218558,-32.6229061426,NAME_NGC_7793_P13,00031791039
359.4622775611,-32.6253512605,NAME_NGC_7793_P13,00031791039
359.4626111862,-32.6240051232,NAME_NGC_7793_P13,00031791039
359.4615172389,-32.624478585,NAME_NGC_7793_P13,00031791039
359.4609389474,-32.6247752639,NAME_NGC_7793_P13,00031791040
359.4625482461,-32.6245460125,NAME_NGC_7793_P13,00031791040
359.4621379533,-32.6238941853,NAME_NGC_7793_P13,00031791040
359.4621661522,-32.6235216516,NAME_NGC_7793_P13,00031791041
359.4628873714,-32.6237208835,NAME_NGC_7793_P13,00031791041
359.4617517116,-32.6239595223,NAME_NGC_7793_P13,00031791042
359.4626331171,-32.6247443964,NAME_NGC_7793_P13,00031791042
359.4625969159,-32.6224495345,NAME_NGC_7793_P13,00031791042
359.462091052,-32.6244594122,NAME_NGC_7793_P13,00031791042
359.4618277288,-32.6248180167,NAME_NGC_7793_P13,00031791042
359.4633386224,-32.6250477171,NAME_NGC_7793_P13,00031791043
359.4617089556,-32.6241595296,NAME_NGC_7793_P13,00031791043
359.46245281,-32.6248705862,NAME_NGC_7793_P13,00031791043
359.4623225097,-32.625156168,NAME_NGC_7793_P13,00031791043
359.4636311261,-32.6236291656,NAME_NGC_7793_P13,00031791043
359.4625244317,-32.6249050816,NAME_NGC_7793_P13,00031791044
359.4616835539,-32.6237002033,NAME_NGC_7793_P13,00031791044
359.4627426691,-32.6237923934,NAME_NGC_7793_P13,00031791044
359.4604507798,-32.6241974297,NAME_NGC_7793_P13,00031791045
359.4619119361,-32.6250614048,NAME_NGC_7793_P13,00031791045
359.4618516287,-32.6242177321,NAME_NGC_7793_P13,00031791045
359.4602357553,-32.6240978541,NAME_NGC_7793_P13,00031791045
359.4625190317,-32.6235250938,NAME_NGC_7793_P13,00031791046
359.4599786462,-32.6240110256,NAME_NGC_7793_P13,00031791046
359.4624710857,-32.6242005765,NAME_NGC_7793_P13,00031791046
359.4605186926,-32.6242242911,NAME_NGC_7793_P13,00031791048
359.461890758,-32.6231897323,NAME_NGC_7793_P13,00031791048
359.4607645494,-32.6232463788,NAME_NGC_7793_P13,00031791048
359.4615183553,-32.6227382785,NAME_NGC_7793_P13,00031791049
359.459872024,-32.6248606104,NAME_NGC_7793_P13,00031791049
359.4624387443,-32.6241865655,NAME_NGC_7793_P13,00031791049
359.4611233816,-32.6237491971,NAME_NGC_7793_P13,00031791050
359.4624811304,-32.6248476115,NAME_NGC_7793_P13,00031791051
359.4627345423,-32.6235956102,NAME_NGC_7793_P13,00031791051
359.460795121,-32.6226988261,NAME_NGC_7793_P13,00031791051
359.4613799216,-32.624138037,NAME_NGC_7793_P13,00031791052
359.4622750508,-32.6239633062,NAME_NGC_7793_P13,00031791052
359.461087024,-32.6233495853,NAME_NGC_7793_P13,00031791053
359.4619385284,-32.624137026,NAME_NGC_7793_P13,00031791053
359.4620394588,-32.624018344,NAME_NGC_7793_P13,00031791053
359.4625220706,-32.6224108961,NAME_NGC_7793_P13,00031791055
359.4630683358,-32.6242621516,NAME_NGC_7793_P13,00031791055
359.4609810197,-32.6250518432,NAME_NGC_7793_P13,00031791055
359.4616466589,-32.62313005,NAME_NGC_7793_P13,00031791056
359.4625839713,-32.6245601072,NAME_NGC_7793_P13,00031791056
359.4619445266,-32.623769907,NAME_NGC_7793_P13,00031791056
359.4623479803,-32.6241951252,NAME_NGC_7793_P13,00031791057
359.4608531247,-32.6245629207,NAME_NGC_7793_P13,00031791057
359.463151284,-32.6224264831,NAME_NGC_7793_P13,00031791057
359.4622242279,-32.6255311334,NAME_NGC_7793_P13,00031791057
359.4628761322,-32.6240863994,NAME_NGC_7793_P13,00031791057
359.4625604024,-32.6244031535,NAME_NGC_7793_P13,00031791058
359.4613704498,-32.6236580205,NAME_NGC_7793_P13,00031791058
359.462463781,-32.6230988136,NAME_NGC_7793_P13,00031791059
359.4619264116,-32.6240360416,NAME_NGC_7793_P13,00031791059
359.4635086351,-32.6234761637,NAME_NGC_7793_P13,00031791060
359.4626058804,-32.6245265224,NAME_NGC_7793_P13,00031791060
359.4639235036,-32.6208926906,NAME_NGC_7793_P13,00031791060
359.4623777786,-32.6243828878,NAME_NGC_7793_P13,00031791061
359.4619826109,-32.6239953437,NAME_NGC_7793_P13,00031791061
359.4623009494,-32.6240024775,NAME_NGC_7793_P13,00031791061
359.4632095673,-32.6237946353,NAME_NGC_7793_P13,00031791062
359.4618068981,-32.6248590981,NAME_NGC_7793_P13,00031791062
359.4645872822,-32.6232464289,NAME_NGC_7793_P13,00031791063
359.4627104166,-32.6237373133,NAME_NGC_7793_P13,00031791063
359.4616616802,-32.6245028804,NAME_NGC_7793_P13,00031791064
359.4633271841,-32.6229314095,NAME_NGC_7793_P13,00031791064
359.4619710309,-32.6244142226,NAME_NGC_7793_P13,00031791065
359.4621375758,-32.6250363285,NAME_NGC_7793_P13,00031791065
359.4625035657,-32.6235420835,NAME_NGC_7793_P13,00031791065
359.4617650308,-32.6241417894,NAME_NGC_7793_P13,00031791086
359.4613540959,-32.6249272657,NAME_NGC_7793_P13,00031791108
359.5329692129,-32.6437464494,NAME_NGC_7793_P13,00031791109
359.4609839363,-32.6230349649,NAME_NGC_7793_P13,00031791144
359.4618826498,-32.6244794284,NAME_NGC_7793_P13,00031791145
359.4619507052,-32.6241860001,NAME_NGC_7793_P13,00031791146
359.4619615784,-32.6263005914,NAME_NGC_7793_P13,00033549001
359.4616065529,-32.6237736121,NAME_NGC_7793_P13,00033549001
359.4620185602,-32.6229583415,NAME_NGC_7793_P13,00033549001
359.4611296066,-32.6229391968,NAME_NGC_7793_P13,00033549002
359.4622123121,-32.6235740072,NAME_NGC_7793_P13,00033549002
359.4620731209,-32.6243951872,NAME_NGC_7793_P13,00033549002
359.462490278,-32.6247839262,NAME_NGC_7793_P13,00033549003
359.4610646518,-32.622899736,NAME_NGC_7793_P13,00033549003
359.4625173724,-32.6241239084,NAME_NGC_7793_P13,00033549003
359.462509595,-32.623291858,NAME_NGC_7793_P13,00033549003
359.4618553171,-32.6236564477,NAME_NGC_7793_P13,00033549004
359.4629108832,-32.6243423243,NAME_NGC_7793_P13,00033549004
359.461399915,-32.6246056958,NAME_NGC_7793_P13,00033549004
359.4624805288,-32.6238845545,NAME_NGC_7793_P13,00033549005
359.4612402282,-32.6231790845,NAME_NGC_7793_P13,00033549005
359.4605932187,-32.6245261627,NAME_NGC_7793_P13,00033549005
359.4622207786,-32.6237554016,NAME_NGC_7793_P13,00033549006
359.4615916452,-32.6250147585,NAME_NGC_7793_P13,00033549006
359.4607024993,-32.624292827,NAME_NGC_7793_P13,00081944001
359.4628780083,-32.6241194967,NAME_NGC_7793_P13,00081944001
359.4620374774,-32.6249906191,NAME_NGC_7793_P13,00081944001
359.4628224749,-32.6242838514,NAME_NGC_7793_P13,00088020001
359.463629029,-32.6230892218,NAME_NGC_7793_P13,00088020001
359.4611089899,-32.6249548556,NAME_NGC_7793_P13,00088020002
359.4620006404,-32.6242584907,NAME_NGC_7793_P13,00088020002
359.4625429327,-32.6226845912,NAME_NGC_7793_P13,00088146001
359.4617368086,-32.624614254,NAME_NGC_7793_P13,00088146002
359.4618744659,-32.6243043261,NAME_NGC_7793_P13,00088146003
359.4622080703,-32.6236456111,NAME_NGC_7793_P13,00088146003
359.4625620084,-32.6240747348,NAME_NGC_7793_P13,00088606001
359.4600601989,-32.6241827296,NAME_NGC_7793_P13,00088713001
359.4603392894,-32.6221425336,NAME_NGC_7793_P13,00091356011
359.509635327,-32.663418778,NAME_NGC_7793_P13,00092402001
359.4625471402,-32.6227630608,NAME_NGC_7793_P13,00092402001
359.4616710089,-32.6238147022,NAME_NGC_7793_P13,00092402002
359.4625552585,-32.6238516719,NAME_NGC_7793_P13,00092402003
359.4614637828,-32.6244796519,NAME_NGC_7793_P13,00092402004
359.4626157198,-32.6240820458,NAME_NGC_7793_P13,00092402005
359.4621769529,-32.6230364585,NAME_NGC_7793_P13,00092402006
359.4620513331,-32.6237357313,NAME_NGC_7793_P13,00092402007
359.462472325,-32.6238867343,NAME_NGC_7793_P13,00092402008
359.4615165658,-32.6245654176,NAME_NGC_7793_P13,00092402010
359.4619262321,-32.6237500996,NAME_NGC_7793_P13,00092402011
359.4617679947,-32.6236051645,NAME_NGC_7793_P13,00092402012
359.4628344159,-32.6246185524,NAME_NGC_7793_P13,00092402014
359.4621241554,-32.6240293561,NAME_NGC_7793_P13,00093149001
359.4609774744,-32.6233143945,NAME_NGC_7793_P13,00093149001
359.4623841759,-32.6250241923,NAME_NGC_7793_P13,00093149001
359.4602078104,-32.6248998816,NAME_NGC_7793_P13,00093149001
359.4614788519,-32.624045996,NAME_NGC_7793_P13,00093149002
359.4628294389,-32.6239218095,NAME_NGC_7793_P13,00093149002
359.4623212843,-32.6257205593,NAME_NGC_7793_P13,00093149003
359.4608058936,-32.6256201012,NAME_NGC_7793_P13,00093149003
359.4607277272,-32.6248611854,NAME_NGC_7793_P13,00093149004
359.4630318118,-32.6233841702,NAME_NGC_7793_P13,00093149004
359.4617920549,-32.6239470374,NAME_NGC_7793_P13,00093149005
359.4615384969,-32.6248068948,NAME_NGC_7793_P13,00093149005
359.4623116431,-32.6246917173,NAME_NGC_7793_P13,00093149006
359.4626298642,-32.6239903557,NAME_NGC_7793_P13,00093149006
359.4629853223,-32.6241532626,NAME_NGC_7793_P13,00093149007
359.4615055041,-32.6252090665,NAME_NGC_7793_P13,00093149007
359.462558119,-32.623924799,NAME_NGC_7793_P13,00093149007
359.4614769096,-32.624026883,NAME_NGC_7793_P13,00093149008
359.4619760643,-32.6247418347,NAME_NGC_7793_P13,00093149008
359.4628872906,-32.6244432597,NAME_NGC_7793_P13,00093149009
359.4631229755,-32.6233242231,NAME_NGC_7793_P13,00093149009
359.4636047185,-32.6244885191,NAME_NGC_7793_P13,00093149010
359.461077245,-32.6240523656,NAME_NGC_7793_P13,00093149010
359.4623020364,-32.6237095735,NAME_NGC_7793_P13,00093149011
359.4626482304,-32.6242071572,NAME_NGC_7793_P13,00093149011
359.463770713,-32.6239402461,NAME_NGC_7793_P13,00093149011
359.4625004657,-32.6237521142,NAME_NGC_7793_P13,00093149012
359.4621572309,-32.6238918176,NAME_NGC_7793_P13,00093149012
359.4611942538,-32.6240988945,NAME_NGC_7793_P13,00093149013
359.4624874414,-32.6246618307,NAME_NGC_7793_P13,00093149013
359.4619678095,-32.6239609666,NAME_NGC_7793_P13,00093149013
359.4609829091,-32.6219120419,NAME_NGC_7793_P13,00093149014
359.4627505994,-32.6236973722,NAME_NGC_7793_P13,00093149014
359.4629610499,-32.6244475108,NAME_NGC_7793_P13,00093149015
359.4618433362,-32.6237872939,NAME_NGC_7793_P13,00093149015
359.462278804,-32.6235274055,NAME_NGC_7793_P13,00093149016
359.4621170931,-32.6241373987,NAME_NGC_7793_P13,00093149016
359.4620381376,-32.6242637764,NAME_NGC_7793_P13,00093149017
359.4615254311,-32.6242917458,NAME_NGC_7793_P13,00093149017
359.4615989599,-32.6244042038,NAME_NGC_7793_P13,00093149017
359.461647841,-32.6232572073,NAME_NGC_7793_P13,00093149018
359.4622440703,-32.6247298969,NAME_NGC_7793_P13,00093149018
359.4621077179,-32.6243174955,NAME_NGC_7793_P13,00093149019
359.460898449,-32.6248476927,NAME_NGC_7793_P13,00093149019
359.4617647167,-32.6231179662,NAME_NGC_7793_P13,00093149020
359.4614283545,-32.624558164,NAME_NGC_7793_P13,00093149020
359.4623528527,-32.624671069,NAME_NGC_7793_P13,00093149021
359.4622871917,-32.6235784072,NAME_NGC_7793_P13,00093149021
359.4622432658,-32.6241120868,NAME_NGC_7793_P13,00093149021
359.4620287298,-32.6239458352,NAME_NGC_7793_P13,00093149021
359.4620126828,-32.624022674,NAME_NGC_7793_P13,00093149021
359.4633264789,-32.6240097017,NAME_NGC_7793_P13,00093149022
359.4616743987,-32.6247688822,NAME_NGC_7793_P13,00093149022
359.4616117799,-32.623442886,NAME_NGC_7793_P13,00093149022
359.4627017732,-32.6246560398,NAME_NGC_7793_P13,00093149023
359.4620178769,-32.6249826344,NAME_NGC_7793_P13,00093149023
359.4617853469,-32.6252127099,NAME_NGC_7793_P13,00093149023
359.4621085624,-32.6250999019,NAME_NGC_7793_P13,00093149024
359.4620406073,-32.6246115658,NAME_NGC_7793_P13,00093149024
359.4620468061,-32.6247458578,NAME_NGC_7793_P13,00093149024
359.4594906715,-32.623124925,NAME_NGC_7793_P13,00093149025
359.4612503187,-32.6254952533,NAME_NGC_7793_P13,00093149025
359.4620108408,-32.6229166509,NAME_NGC_7793_P13,00093149025
359.4617458753,-32.6247592851,NAME_NGC_7793_P13,00093149026
359.4617201854,-32.6242893919,NAME_NGC_7793_P13,00093149026
359.4624350908,-32.6247128099,NAME_NGC_7793_P13,00093149026
359.4608893224,-32.6249282986,NAME_NGC_7793_P13,00093149027
359.4603787033,-32.6261778103,NAME_NGC_7793_P13,00093149027
359.4614905082,-32.6233498864,NAME_NGC_7793_P13,00093149027
359.4618617996,-32.6234748259,NAME_NGC_7793_P13,00093149028
359.4621716439,-32.6254405298,NAME_NGC_7793_P13,00093149028
359.4613358962,-32.6236078756,NAME_NGC_7793_P13,00093149029
359.4608579682,-32.625381264,NAME_NGC_7793_P13,00093149029
359.4624458212,-32.6238746122,NAME_NGC_7793_P13,00093149030
359.4619552182,-32.622488256,NAME_NGC_7793_P13,00093149030
359.461607746,-32.6241737123,NAME_NGC_7793_P13,00093149031
359.4614208249,-32.6246312761,NAME_NGC_7793_P13,00093149031
359.4613095036,-32.6242961643,NAME_NGC_7793_P13,00093149032
359.4623144061,-32.6231630616,NAME_NGC_7793_P13,00093149032
359.4617295912,-32.6242644092,NAME_NGC_7793_P13,00093149033
359.4614943124,-32.6239689995,NAME_NGC_7793_P13,00093149033
359.4626150324,-32.6229901578,NAME_NGC_7793_P13,00093149033
359.4615884072,-32.6224392738,NAME_NGC_7793_P13,00093228001
359.4623619242,-32.6234097859,NAME_NGC_7793_P13,00093228002
359.4615494149,-32.6232491533,NAME_NGC_7793_P13,00093228003
359.4630655798,-32.6249678025,NAME_NGC_7793_P13,00093228003
359.46214572,-32.6226924279,NAME_NGC_7793_P13,00093228004
359.4620817432,-32.624092502,NAME_NGC_7793_P13,00093228005
359.4627570848,-32.6224340926,NAME_NGC_7793_P13,00093228006
359.4624201774,-32.623685424,NAME_NGC_7793_P13,00093228007
359.4615185716,-32.6246781951,NAME_NGC_7793_P13,00093228008
359.4627082979,-32.6236048443,NAME_NGC_7793_P13,00093228009
359.4626111191,-32.6248169404,NAME_NGC_7793_P13,00093228010
359.4620665716,-32.6246979234,NAME_NGC_7793_P13,00093228011
359.4613058508,-32.6236020503,NAME_NGC_7793_P13,00093228012
359.4629101985,-32.6240126541,NAME_NGC_7793_P13,00093228012
359.462700755,-32.6242695828,NAME_NGC_7793_P13,00093228013
359.4628584663,-32.6256878816,NAME_NGC_7793_P13,00093228014
359.4628572883,-32.624536463,NAME_NGC_7793_P13,00093228015
359.463199446,-32.6245282055,NAME_NGC_7793_P13,00093228016
359.4620880039,-32.6239548317,NAME_NGC_7793_P13,00093228017
359.4625159049,-32.6241276033,NAME_NGC_7793_P13,00093228018
359.4624558488,-32.6238349873,NAME_NGC_7793_P13,00093228020
359.4622662421,-32.6238387175,NAME_NGC_7793_P13,00093228020
359.4650305497,-32.6264859165,NAME_NGC_7793_P13,00093228021
359.4627885169,-32.6241386509,NAME_NGC_7793_P13,00093228021
359.4618075554,-32.6244648136,NAME_NGC_7793_P13,00093228022
359.4622057877,-32.6235901816,NAME_NGC_7793_P13,00093228023
359.4621225617,-32.6237771039,NAME_NGC_7793_P13,00093228024
359.4615822885,-32.623501014,NAME_NGC_7793_P13,00093228024
359.4624094731,-32.6251657365,NAME_NGC_7793_P13,00093228025
359.4618381702,-32.6248365185,NAME_NGC_7793_P13,00093228026
359.4604954588,-32.6233148554,NAME_NGC_7793_P13,00093228026
359.4629489052,-32.6233044007,NAME_NGC_7793_P13,00093228027
359.4620611072,-32.62284005,NAME_NGC_7793_P13,00093228027
359.4599808281,-32.6246839653,NAME_NGC_7793_P13,00093228028
359.4615244989,-32.6256260475,NAME_NGC_7793_P13,00093228028
359.4626243083,-32.6237185973,NAME_NGC_7793_P13,00093228029
359.4618851354,-32.6256007088,NAME_NGC_7793_P13,00093228030
359.4615712181,-32.6251522639,NAME_NGC_7793_P13,00093228031
359.4614467913,-32.6207595607,NAME_NGC_7793_P13,00093228032
359.4626299504,-32.6239020316,NAME_NGC_7793_P13,00093228033
359.4617129863,-32.6251415435,NAME_NGC_7793_P13,00093228034
359.4626826086,-32.6235548007,NAME_NGC_7793_P13,00093228035
359.4631623932,-32.625225847,NAME_NGC_7793_P13,00093228036
359.4626300833,-32.6237635661,NAME_NGC_7793_P13,00093228037
359.4617709075,-32.623790326,NAME_NGC_7793_P13,00093228038
359.4611730064,-32.6239234966,NAME_NGC_7793_P13,00093228039
359.4609132867,-32.6245011673,NAME_NGC_7793_P13,00093228039
359.4611432088,-32.6241565028,NAME_NGC_7793_P13,00093228040
359.4619237397,-32.6237479521,NAME_NGC_7793_P13,00094097001
359.462586934,-32.6239164497,NAME_NGC_7793_P13,00094097002
359.4613296088,-32.6244687497,NAME_NGC_7793_P13,00094097003
359.4612291419,-32.6223270175,NAME_NGC_7793_P13,00094097005
359.4620713496,-32.6226344066,NAME_NGC_7793_P13,00094097006
359.4615702693,-32.6239824769,NAME_NGC_7793_P13,00094097007
359.4632779323,-32.6224525253,NAME_NGC_7793_P13,00094097008
359.4608991957,-32.6254463006,NAME_NGC_7793_P13,00094097009
359.4610155963,-32.6244519059,NAME_NGC_7793_P13,00094097010
359.463006919,-32.6250567141,NAME_NGC_7793_P13,00094097011
359.4615504256,-32.6253671946,NAME_NGC_7793_P13,00094097012
359.4633289218,-32.6247975135,NAME_NGC_7793_P13,00094097013
359.4620786632,-32.6239167448,NAME_NGC_7793_P13,00094097014
359.4636530684,-32.624713336,NAME_NGC_7793_P13,00094097014
359.4628005721,-32.624797038,NAME_NGC_7793_P13,00094097015
359.4631843567,-32.6244085092,NAME_NGC_7793_P13,00094097016
359.4620144375,-32.6243203919,NAME_NGC_7793_P13,00094097017
359.4624007604,-32.6234824983,NAME_NGC_7793_P13,00094097018
359.4619989013,-32.6238817169,NAME_NGC_7793_P13,00094097019
359.4613809686,-32.6249788411,NAME_NGC_7793_P13,00094097019
359.4632103562,-32.6239883724,NAME_NGC_7793_P13,00094097019
359.4624046085,-32.6237076896,NAME_NGC_7793_P13,00094097020
359.461494237,-32.6218368708,NAME_NGC_7793_P13,00094097022
359.4621229692,-32.6243817486,NAME_NGC_7793_P13,00094097023
359.4618703861,-32.6243375579,NAME_NGC_7793_P13,00094097023
359.4612365613,-32.6234863549,NAME_NGC_7793_P13,00094097024
359.461551693,-32.6236666288,NAME_NGC_7793_P13,00094097025
359.4627653956,-32.6238113074,NAME_NGC_7793_P13,00094097026
359.461841642,-32.6248349237,NAME_NGC_7793_P13,00094097027
359.4605462433,-32.6244910278,NAME_NGC_7793_P13,00094097027
359.4619610487,-32.6245432706,NAME_NGC_7793_P13,00094097027
359.4598101725,-32.6222231338,NAME_NGC_7793_P13,00094097028
359.4620406371,-32.6243774993,NAME_NGC_7793_P13,00094097029
359.4620305205,-32.6229822146,NAME_NGC_7793_P13,00094097030
359.460785373,-32.6241615569,NAME_NGC_7793_P13,00094097031
359.4623739299,-32.6238520641,NAME_NGC_7793_P13,00094097032
359.4607919832,-32.623018377,NAME_NGC_7793_P13,00094097032
359.4624386914,-32.6236759015,NAME_NGC_7793_P13,00094097033
359.4607898166,-32.6240123546,NAME_NGC_7793_P13,00094097035
359.4619808177,-32.6244946459,NAME_NGC_7793_P13,00094097036
359.4614353324,-32.6238709181,NAME_NGC_7793_P13,00094097038
359.4607788031,-32.6247673183,NAME_NGC_7793_P13,00094097039
359.4627276717,-32.6248612519,NAME_NGC_7793_P13,00094097040
359.4611904486,-32.6236562802,NAME_NGC_7793_P13,00094097040
359.4619905373,-32.6234427074,NAME_NGC_7793_P13,00094097041
359.4618680791,-32.6246740082,NAME_NGC_7793_P13,00094097042
359.4629460432,-32.6235504129,NAME_NGC_7793_P13,00094097043
359.4617914185,-32.623757516,NAME_NGC_7793_P13,00094097044
359.4622323503,-32.6249520311,NAME_NGC_7793_P13,00094097045
359.461378702,-32.6231049153,NAME_NGC_7793_P13,00094097046
359.4617939237,-32.6239495675,NAME_NGC_7793_P13,00094097047
359.462732334,-32.624014392,NAME_NGC_7793_P13,00094097048
359.4611296171,-32.6236626538,NAME_NGC_7793_P13,00095120001
359.4630697666,-32.622807642,NAME_NGC_7793_P13,00095120002
359.4612534805,-32.6234288792,NAME_NGC_7793_P13,00095120003
359.462419355,-32.6233279287,NAME_NGC_7793_P13,00095120005
359.461398242,-32.6248387529,NAME_NGC_7793_P13,00095120006
359.4614456836,-32.6249823656,NAME_NGC_7793_P13,00095120007
359.4623181844,-32.624089695,NAME_NGC_7793_P13,00095120009
359.4628174945,-32.6251793261,NAME_NGC_7793_P13,00095120010
359.4613129407,-32.6238093902,NAME_NGC_7793_P13,00095120012
359.4621952347,-32.6235774245,NAME_NGC_7793_P13,00095120013
359.4617676339,-32.6247647644,NAME_NGC_7793_P13,00095120014
359.4618208738,-32.6239883891,NAME_NGC_7793_P13,00095120016
359.4634052128,-32.6247675199,NAME_NGC_7793_P13,00095120018
359.4619412254,-32.6249278168,NAME_NGC_7793_P13,00095120019
359.4627244215,-32.6240742024,NAME_NGC_7793_P13,00095120020
359.4625308721,-32.6246914473,NAME_NGC_7793_P13,00095120021
359.4622761992,-32.6234474637,NAME_NGC_7793_P13,00095120029
359.4620952978,-32.6247909038,NAME_NGC_7793_P13,00095120032
359.4623388307,-32.6243015124,NAME_NGC_7793_P13,00095120034
359.4619116921,-32.6230494889,NAME_NGC_7793_P13,00095120039
359.4590920176,-32.6258634667,NAME_NGC_7793_P13,00095120044
359.4621491649,-32.6222566707,NAME_NGC_7793_P13,00014387001
36.8647218409,33.5797469718,NAME_NGC_925_ULX-1,00014387001
36.8654071245,33.579489379,NAME_NGC_925_ULX-1,00014387001
36.8642504228,33.5797462756,NAME_NGC_925_ULX-1,00014387001
36.8636464157,33.5792383405,NAME_NGC_925_ULX-1,00014387002
36.8649965334,33.5793684477,NAME_NGC_925_ULX-1,00014387002
36.8645697013,33.579637295,NAME_NGC_925_ULX-1,00014387002
36.8646821389,33.5786188516,NAME_NGC_925_ULX-1,00014387002
36.8652267045,33.5797811977,NAME_NGC_925_ULX-1,00014387002
36.8638503479,33.5794147067,NAME_NGC_925_ULX-1,00014387002
36.8646037982,33.5796895985,NAME_NGC_925_ULX-1,00014387002
36.8640243778,33.5788608219,NAME_NGC_925_ULX-1,00014387003
36.864345762,33.5778317191,NAME_NGC_925_ULX-1,00014387004
36.8654943686,33.579198302,NAME_NGC_925_ULX-1,00014387005
36.8641074027,33.5790695663,NAME_NGC_925_ULX-1,00014387006
36.8652921495,33.5791822703,NAME_NGC_925_ULX-1,00014387006
36.8660349088,33.5788924885,NAME_NGC_925_ULX-1,00014387007
36.8633593277,33.5801002534,NAME_NGC_925_ULX-1,00014387007
36.8649607417,33.5780260922,NAME_NGC_925_ULX-1,00014387007
36.8642577056,33.5793815211,NAME_NGC_925_ULX-1,00014387008
36.8645514398,33.5794914459,NAME_NGC_925_ULX-1,00014387008
36.8635946404,33.5787598531,NAME_NGC_925_ULX-1,00014387009
36.8647681669,33.5789387709,NAME_NGC_925_ULX-1,00014387010
36.8645938981,33.5795280628,NAME_NGC_925_ULX-1,00014387010
36.8642747019,33.579045078,NAME_NGC_925_ULX-1,00014387011
36.8637834379,33.5798537187,NAME_NGC_925_ULX-1,00014387012
36.8657784603,33.577942292,NAME_NGC_925_ULX-1,00014387012
36.8644883275,33.5791830501,NAME_NGC_925_ULX-1,00014387012
36.8653100776,33.5779156468,NAME_NGC_925_ULX-1,00014387013
36.8642902015,33.5786762571,NAME_NGC_925_ULX-1,00014387014
36.8640020702,33.5786901577,NAME_NGC_925_ULX-1,00014387015
36.8635120823,33.5779716188,NAME_NGC_925_ULX-1,00014387015
36.8621535891,33.5783766564,NAME_NGC_925_ULX-1,00014387016
36.8646520376,33.5782725219,NAME_NGC_925_ULX-1,00014387016
36.8647195392,33.578603635,NAME_NGC_925_ULX-1,00014387017
36.8648459015,33.5781790039,NAME_NGC_925_ULX-1,00014387017
36.8643811071,33.578599029,NAME_NGC_925_ULX-1,00014387018
36.8651535427,33.5783928806,NAME_NGC_925_ULX-1,00014387018
36.8645271857,33.5787795722,NAME_NGC_925_ULX-1,00014387019
36.8643911302,33.5796378563,NAME_NGC_925_ULX-1,00014387019
36.8649878605,33.5787389621,NAME_NGC_925_ULX-1,00014387019
36.8639752383,33.5793743604,NAME_NGC_925_ULX-1,00014387020
36.8631878126,33.5780065982,NAME_NGC_925_ULX-1,00014387021
36.8649210174,33.5778417398,NAME_NGC_925_ULX-1,00014387022
36.8644532075,33.5783074927,NAME_NGC_925_ULX-1,00014387023
36.8643804134,33.578985105,NAME_NGC_925_ULX-1,00014387023
36.8647668886,33.5767856795,NAME_NGC_925_ULX-1,00014387024
36.8647800627,33.5783972723,NAME_NGC_925_ULX-1,00014387024
36.8632377642,33.5791672697,NAME_NGC_925_ULX-1,00014387024
36.8657256268,33.5794103918,NAME_NGC_925_ULX-1,00045596001
36.8641634772,33.5774941173,NAME_NGC_925_ULX-1,00045596001
36.864638867,33.5786655504,NAME_NGC_925_ULX-1,00045596001
36.8638711033,33.5776656152,NAME_NGC_925_ULX-1,00045596001
36.8642207583,33.5792206564,NAME_NGC_925_ULX-1,00045596001
36.8644923873,33.5780952475,NAME_NGC_925_ULX-1,00045596002
36.8642189772,33.5797328471,NAME_NGC_925_ULX-1,00045596003
36.8636135793,33.5789868995,NAME_NGC_925_ULX-1,00045596003
36.8621617852,33.5785530848,NAME_NGC_925_ULX-1,00045596003
36.8646579508,33.5787690933,NAME_NGC_925_ULX-1,00045596003
36.8652932924,33.578575171,NAME_NGC_925_ULX-1,00045596003
36.8647186299,33.579045476,NAME_NGC_925_ULX-1,00045596006
36.8654657541,33.579662359,NAME_NGC_925_ULX-1,00045596007
36.8655905937,33.5793309501,NAME_NGC_925_ULX-1,00045596008
36.8648815118,33.5788983687,NAME_NGC_925_ULX-1,00045596008
36.8643117476,33.5792715609,NAME_NGC_925_ULX-1,00045596008
36.8640678859,33.5786617693,NAME_NGC_925_ULX-1,00045596008
36.8642413755,33.5789550563,NAME_NGC_925_ULX-1,00045596008
36.8650943519,33.5795019179,NAME_NGC_925_ULX-1,00045596008
36.8642049633,33.5789767742,NAME_NGC_925_ULX-1,00045596009
36.8629532881,33.5787596056,NAME_NGC_925_ULX-1,00045596010
36.8646301975,33.579364552,NAME_NGC_925_ULX-1,00045596010
36.8641567677,33.5775430406,NAME_NGC_925_ULX-1,00045596010
36.8663688718,33.5759270179,NAME_NGC_925_ULX-1,00045596010
36.8657146489,33.5783733997,NAME_NGC_925_ULX-1,00045596010
36.8638834676,33.5788746828,NAME_NGC_925_ULX-1,00045596010
36.86391347,33.5786570544,NAME_NGC_925_ULX-1,00045596010
36.8646733705,33.578798662,NAME_NGC_925_ULX-1,00045596011
36.8649465114,33.5788547353,NAME_NGC_925_ULX-1,00045596012
36.8649701492,33.5789340229,NAME_NGC_925_ULX-1,00045596012
36.8647931171,33.5792540909,NAME_NGC_925_ULX-1,00045596012
36.8651691628,33.5783983658,NAME_NGC_925_ULX-1,00045596012
36.8643041823,33.5786639588,NAME_NGC_925_ULX-1,00045596012
