ra,dec,simbad_name,obsid
149.4701898782,69.0628357283,NAME_Holmberg_IX_X-1,00032519020
149.4700848295,69.0631349799,NAME_Holmberg_IX_X-1,00032519020
149.4707094804,69.0641035528,NAME_Holmberg_IX_X-1,00032519020
149.4697477789,69.063533693,NAME_Holmberg_IX_X-1,00032519021
149.470885553,69.0642107878,NAME_Holmberg_IX_X-1,00032519021
149.4709335972,69.0630521714,NAME_Holmberg_IX_X-1,00032519021
149.4724935473,69.0637218098,NAME_Holmberg_IX_X-1,00032519021
149.4704444868,69.0640292008,NAME_Holmberg_IX_X-1,00032519022
149.4730123067,69.0636096797,NAME_Holmberg_IX_X-1,00032519022
149.4730065027,69.0628644904,NAME_Holmberg_IX_X-1,00032519022
149.4714866334,69.0637481632,NAME_Holmberg_IX_X-1,00032519022
149.4717494372,69.0640777059,NAME_Holmberg_IX_X-1,00032519022
149.4723970646,69.0631875789,NAME_Holmberg_IX_X-1,00032519023
149.4720827012,69.0630252056,NAME_Holmberg_IX_X-1,00032519023
149.4714579426,69.0639494938,NAME_Holmberg_IX_X-1,00032519023
149.4728377826,69.0636874867,NAME_Holmberg_IX_X-1,00032519023
149.4740388588,69.064015246,NAME_Holmberg_IX_X-1,00032519023
149.4709187432,69.0633493617,NAME_Holmberg_IX_X-1,00032519024
149.471117294,69.0632879883,NAME_Holmberg_IX_X-1,00032519024
149.4706381633,69.0632349543,NAME_Holmberg_IX_X-1,00032519024
149.4737084163,69.0635317755,NAME_Holmberg_IX_X-1,00032519025
149.4729550017,69.0631428442,NAME_Holmberg_IX_X-1,00032519025
149.4738792707,69.0635087479,NAME_Holmberg_IX_X-1,00032519026
149.4710159795,69.0630498266,NAME_Holmberg_IX_X-1,00032519026
149.4702731398,69.0633652382,NAME_Holmberg_IX_X-1,00032519027
149.4713840084,69.0635036341,NAME_Holmberg_IX_X-1,00032519028
149.473704547,69.0630257032,NAME_Holmberg_IX_X-1,00032519029
149.4746775546,69.0630140476,NAME_Holmberg_IX_X-1,00032519029
149.4726255289,69.0627812961,NAME_Holmberg_IX_X-1,00032519029
149.4745385315,69.0622824671,NAME_Holmberg_IX_X-1,00032519030
149.4735229291,69.0636349832,NAME_Holmberg_IX_X-1,00032519031
149.471536076,69.0632895286,NAME_Holmberg_IX_X-1,00032519032
149.4706193893,69.0634226716,NAME_Holmberg_IX_X-1,00032519033
149.4707665113,69.0639904006,NAME_Holmberg_IX_X-1,00032519034
149.4754809913,69.0638739025,NAME_Holmberg_IX_X-1,00032519034
149.4744683664,69.063398737,NAME_Holmberg_IX_X-1,00032519035
149.4741403567,69.0639734653,NAME_Holmberg_IX_X-1,00032519036
149.4739512543,69.063948908,NAME_Holmberg_IX_X-1,00032519037
149.4704653019,69.0627416722,NAME_Holmberg_IX_X-1,00032519038
149.4723418488,69.0639571175,NAME_Holmberg_IX_X-1,00032519039
149.4715114008,69.0633294391,NAME_Holmberg_IX_X-1,00032519039
149.4707600735,69.0635240609,NAME_Holmberg_IX_X-1,00032519039
149.4706870796,69.0635232225,NAME_Holmberg_IX_X-1,00032519040
149.4711277199,69.0634498011,NAME_Holmberg_IX_X-1,00032519040
149.4734301959,69.0641839833,NAME_Holmberg_IX_X-1,00032519041
149.4714870061,69.0632277904,NAME_Holmberg_IX_X-1,00032519042
149.47092438,69.0625626613,NAME_Holmberg_IX_X-1,00032519042
149.4732501762,69.0624347263,NAME_Holmberg_IX_X-1,00032519042
149.470678054,69.0623757354,NAME_Holmberg_IX_X-1,00032519043
149.4706149339,69.0639597939,NAME_Holmberg_IX_X-1,00032519044
149.4719923291,69.0634502663,NAME_Holmberg_IX_X-1,00032519045
149.4694120718,69.0630464857,NAME_Holmberg_IX_X-1,00032519046
149.4730355343,69.063569572,NAME_Holmberg_IX_X-1,00032519046
149.4731869751,69.0636542252,NAME_Holmberg_IX_X-1,00032519047
149.47064278,69.0636196998,NAME_Holmberg_IX_X-1,00032519047
149.471408626,69.0632369036,NAME_Holmberg_IX_X-1,00032519048
149.4726106339,69.0636984626,NAME_Holmberg_IX_X-1,00032519048
149.4723531389,69.0634652351,NAME_Holmberg_IX_X-1,00032519048
149.4729629692,69.0637958864,NAME_Holmberg_IX_X-1,00032519049
149.4742921753,69.0634955187,NAME_Holmberg_IX_X-1,00032519049
149.4735217486,69.063072938,NAME_Holmberg_IX_X-1,00032519050
149.4710320391,69.0633121449,NAME_Holmberg_IX_X-1,00032519050
149.4721863332,69.0627764136,NAME_Holmberg_IX_X-1,00032519083
149.4737498366,69.062206096,NAME_Holmberg_IX_X-1,00032519084
149.4727060406,69.063632404,NAME_Holmberg_IX_X-1,00032519084
149.4767377645,69.0638381366,NAME_Holmberg_IX_X-1,00032519085
149.4739905692,69.0627897227,NAME_Holmberg_IX_X-1,00033286003
149.4725509248,69.0636577826,NAME_Holmberg_IX_X-1,00033286003
149.4701800139,69.0634531556,NAME_Holmberg_IX_X-1,00033286004
149.4723877478,69.0634496548,NAME_Holmberg_IX_X-1,00033286005
149.4747883865,69.0634709416,NAME_Holmberg_IX_X-1,00033286006
149.4700788956,69.0624434488,NAME_Holmberg_IX_X-1,00033286007
149.4677558197,69.0623608347,NAME_Holmberg_IX_X-1,00033286007
149.4704156109,69.0633542139,NAME_Holmberg_IX_X-1,00033286008
149.4702622404,69.0628531285,NAME_Holmberg_IX_X-1,00033286009
149.4719470776,69.0638140882,NAME_Holmberg_IX_X-1,00033286010
149.472551717,69.06358228,NAME_Holmberg_IX_X-1,00033286011
149.4721261337,69.0624705829,NAME_Holmberg_IX_X-1,00033286014
149.4727854044,69.0624235105,NAME_Holmberg_IX_X-1,00033286016
149.4709870753,69.0625545362,NAME_Holmberg_IX_X-1,00033286017
149.4731341613,69.0630409907,NAME_Holmberg_IX_X-1,00033286022
149.471128505,69.0633213797,NAME_Holmberg_IX_X-1,00033286023
149.47492185,69.0639510505,NAME_Holmberg_IX_X-1,00033286024
149.4724927528,69.0629355459,NAME_Holmberg_IX_X-1,00033286025
149.4723089358,69.0626014409,NAME_Holmberg_IX_X-1,00033286026
149.4719417317,69.0644597091,NAME_Holmberg_IX_X-1,00033286027
149.4715050314,69.0634853781,NAME_Holmberg_IX_X-1,00033286028
149.4724769728,69.063296975,NAME_Holmberg_IX_X-1,00033286029
149.4713087341,69.0635664569,NAME_Holmberg_IX_X-1,00033286031
149.4733302213,69.0635735705,NAME_Holmberg_IX_X-1,00033286032
149.4729312867,69.0618035758,NAME_Holmberg_IX_X-1,00033286032
149.4721814191,69.0629972601,NAME_Holmberg_IX_X-1,00033286034
149.4721266278,69.0629397909,NAME_Holmberg_IX_X-1,00033286034
149.4713991641,69.0630891072,NAME_Holmberg_IX_X-1,00033286035
149.4722037599,69.0639231394,NAME_Holmberg_IX_X-1,00033286036
149.4727258398,69.0630608691,NAME_Holmberg_IX_X-1,00033286037
149.4723773983,69.0619419807,NAME_Holmberg_IX_X-1,00033286038
149.4733565156,69.0634915358,NAME_Holmberg_IX_X-1,00033286039
149.4705184836,69.0630931358,NAME_Holmberg_IX_X-1,00033286041
149.4720213916,69.0622624378,NAME_Holmberg_IX_X-1,00033286041
149.4730720016,69.0628696193,NAME_Holmberg_IX_X-1,00033286042
149.4693247734,69.0623188552,NAME_Holmberg_IX_X-1,00033286042
149.4691478417,69.0623332202,NAME_Holmberg_IX_X-1,00033286044
149.4751891167,69.0634532248,NAME_Holmberg_IX_X-1,00033286045
149.472847095,69.0631297817,NAME_Holmberg_IX_X-1,00033286046
149.47232541,69.0636646522,NAME_Holmberg_IX_X-1,00033286047
149.4723139335,69.0632407354,NAME_Holmberg_IX_X-1,00033286048
149.472120287,69.0626921457,NAME_Holmberg_IX_X-1,00033286049
149.4727654476,69.063077576,NAME_Holmberg_IX_X-1,00033286050
149.4728809485,69.0633135572,NAME_Holmberg_IX_X-1,00033286050
149.4728483449,69.0634740759,NAME_Holmberg_IX_X-1,00033286051
149.4712872898,69.0631748603,NAME_Holmberg_IX_X-1,00033286052
149.4725008579,69.0627519858,NAME_Holmberg_IX_X-1,00033286053
149.4735270815,69.0632848781,NAME_Holmberg_IX_X-1,00033286054
149.4736446328,69.0639209314,NAME_Holmberg_IX_X-1,00033286055
149.4741289879,69.0624391218,NAME_Holmberg_IX_X-1,00033286058
149.470927482,69.0622477621,NAME_Holmberg_IX_X-1,00033286061
149.4727334897,69.0625884851,NAME_Holmberg_IX_X-1,00033286062
149.4728190352,69.0629650794,NAME_Holmberg_IX_X-1,00033286063
149.4720074591,69.0631339287,NAME_Holmberg_IX_X-1,00033286064
149.4735512851,69.0628831003,NAME_Holmberg_IX_X-1,00033286065
149.4727718823,69.0631549376,NAME_Holmberg_IX_X-1,00033286066
149.4726882268,69.0631618144,NAME_Holmberg_IX_X-1,00033286067
149.4700804351,69.062696324,NAME_Holmberg_IX_X-1,00033286068
149.472205044,69.0634176594,NAME_Holmberg_IX_X-1,00033286069
149.4695952968,69.0625114423,NAME_Holmberg_IX_X-1,00033286070
149.4730705947,69.0633963345,NAME_Holmberg_IX_X-1,00033286072
149.4709088971,69.0622603088,NAME_Holmberg_IX_X-1,00033286073
149.4724761446,69.0633866207,NAME_Holmberg_IX_X-1,00033286073
149.4705933283,69.0625006773,NAME_Holmberg_IX_X-1,00033286074
149.4728768503,69.063371246,NAME_Holmberg_IX_X-1,00033286075
149.4726937657,69.0626497158,NAME_Holmberg_IX_X-1,00033286076
149.4711649172,69.0628536798,NAME_Holmberg_IX_X-1,00033286078
149.4699865086,69.0631325846,NAME_Holmberg_IX_X-1,00033286079
149.4721225878,69.062857678,NAME_Holmberg_IX_X-1,00033286080
149.4718384683,69.0625512249,NAME_Holmberg_IX_X-1,00033286082
149.47018257,69.0621007008,NAME_Holmberg_IX_X-1,00033286083
149.4718068966,69.0623609291,NAME_Holmberg_IX_X-1,00033286084
149.4701110602,69.0615630881,NAME_Holmberg_IX_X-1,00033286085
149.4711862893,69.0630689735,NAME_Holmberg_IX_X-1,00033286086
149.4724595774,69.0625898902,NAME_Holmberg_IX_X-1,00033286087
149.4696558131,69.0626162126,NAME_Holmberg_IX_X-1,00033286087
149.4714682989,69.0624096747,NAME_Holmberg_IX_X-1,00033286088
149.4702037973,69.0631648886,NAME_Holmberg_IX_X-1,00033286088
149.4726825616,69.0630624437,NAME_Holmberg_IX_X-1,00033286089
149.4732377864,69.062912806,NAME_Holmberg_IX_X-1,00033286092
149.4755143283,69.0632397913,NAME_Holmberg_IX_X-1,00033286092
149.470747657,69.0630991548,NAME_Holmberg_IX_X-1,00033286093
149.470581726,69.0625484734,NAME_Holmberg_IX_X-1,00033286094
149.4717595083,69.0622204931,NAME_Holmberg_IX_X-1,00033286096
149.4786322128,69.0630374893,NAME_Holmberg_IX_X-1,00034080001
149.4720908166,69.0632589371,NAME_Holmberg_IX_X-1,00034080002
149.474073654,69.0635126198,NAME_Holmberg_IX_X-1,00034080003
149.4715102557,69.0628847313,NAME_Holmberg_IX_X-1,00034080004
149.4718741676,69.0636462098,NAME_Holmberg_IX_X-1,00034080005
149.474004565,69.0633269276,NAME_Holmberg_IX_X-1,00034080006
149.4744144249,69.0632429374,NAME_Holmberg_IX_X-1,00034080009
149.4713342525,69.06310022,NAME_Holmberg_IX_X-1,00034080010
149.4733744362,69.0631010189,NAME_Holmberg_IX_X-1,00034080011
149.4730467453,69.0630766134,NAME_Holmberg_IX_X-1,00034080012
149.4712628075,69.0627280201,NAME_Holmberg_IX_X-1,00034080013
149.4724811902,69.0625268735,NAME_Holmberg_IX_X-1,00034080014
149.471042648,69.0633941675,NAME_Holmberg_IX_X-1,00034080015
149.4723863898,69.0632570144,NAME_Holmberg_IX_X-1,00034080016
149.4731139212,69.0632879983,NAME_Holmberg_IX_X-1,00034080017
149.4737661325,69.0635587463,NAME_Holmberg_IX_X-1,00034080018
149.4709919078,69.0632218159,NAME_Holmberg_IX_X-1,00034080019
149.4713110666,69.062784411,NAME_Holmberg_IX_X-1,00034080020
149.4729864788,69.0625917822,NAME_Holmberg_IX_X-1,00034080023
149.4743525352,69.0631355008,NAME_Holmberg_IX_X-1,00034080024
149.4746588062,69.0628424012,NAME_Holmberg_IX_X-1,00034080025
149.4747627923,69.0629578447,NAME_Holmberg_IX_X-1,00034080026
149.4730437239,69.0627112975,NAME_Holmberg_IX_X-1,00034080027
149.4736037842,69.0634524651,NAME_Holmberg_IX_X-1,00034080028
149.4732108309,69.0629178163,NAME_Holmberg_IX_X-1,00034080029
149.4722266796,69.0630480214,NAME_Holmberg_IX_X-1,00034080030
149.470848887,69.0634243063,NAME_Holmberg_IX_X-1,00034080031
149.4745485065,69.0623763434,NAME_Holmberg_IX_X-1,00034080032
149.4725352561,69.0636904495,NAME_Holmberg_IX_X-1,00035335001
149.4721219356,69.0628035889,NAME_Holmberg_IX_X-1,00035335001
149.4715028602,69.0631007004,NAME_Holmberg_IX_X-1,00035335001
149.4713519209,69.0628325512,NAME_Holmberg_IX_X-1,00035335001
149.4714835479,69.0627056121,NAME_Holmberg_IX_X-1,00035335001
149.470698776,69.0631171391,NAME_Holmberg_IX_X-1,00035335001
149.4707523262,69.0627126298,NAME_Holmberg_IX_X-1,00035335001
149.4698306548,69.0632621647,NAME_Holmberg_IX_X-1,00035335001
149.4718043437,69.0634721586,NAME_Holmberg_IX_X-1,00035335001
149.4727623273,69.0628025747,NAME_Holmberg_IX_X-1,00035335001
149.472131071,69.0631482276,NAME_Holmberg_IX_X-1,00035335001
149.4717665532,69.0628796448,NAME_Holmberg_IX_X-1,00035335001
149.4723736837,69.0634419616,NAME_Holmberg_IX_X-1,00035335002
149.4719742267,69.0633632637,NAME_Holmberg_IX_X-1,00035335002
149.472524422,69.0632049305,NAME_Holmberg_IX_X-1,00035335002
149.4712351888,69.0617796337,NAME_Holmberg_IX_X-1,00035335002
149.4715502111,69.0628594169,NAME_Holmberg_IX_X-1,00035335002
149.4731649609,69.062374264,NAME_Holmberg_IX_X-1,00035335003
149.4710257984,69.0632392861,NAME_Holmberg_IX_X-1,00035335004
149.4709597285,69.0637996222,NAME_Holmberg_IX_X-1,00035335004
149.471115632,69.0640546748,NAME_Holmberg_IX_X-1,00035335004
149.4710489721,69.0637599211,NAME_Holmberg_IX_X-1,00035335004
149.4712543812,69.0636954024,NAME_Holmberg_IX_X-1,00035335004
149.4705810188,69.0638164877,NAME_Holmberg_IX_X-1,00035335004
149.4709248449,69.0637916663,NAME_Holmberg_IX_X-1,00035335004
149.4711242954,69.0637384937,NAME_Holmberg_IX_X-1,00035335004
149.4701638693,69.0636749578,NAME_Holmberg_IX_X-1,00035335004
149.4716519591,69.0635867481,NAME_Holmberg_IX_X-1,00035335004
149.4707729061,69.0635827091,NAME_Holmberg_IX_X-1,00035335004
149.4719282017,69.0637728992,NAME_Holmberg_IX_X-1,00035335004
149.4712768976,69.0634705128,NAME_Holmberg_IX_X-1,00035335004
149.4710916814,69.0637262521,NAME_Holmberg_IX_X-1,00035335004
149.4705318658,69.0637406196,NAME_Holmberg_IX_X-1,00035335004
149.4712116202,69.0634801298,NAME_Holmberg_IX_X-1,00035335004
149.4708958052,69.0639523537,NAME_Holmberg_IX_X-1,00035335004
149.4710995061,69.0636458741,NAME_Holmberg_IX_X-1,00035335004
149.4712204394,69.0635982066,NAME_Holmberg_IX_X-1,00035335005
149.4705874346,69.063847141,NAME_Holmberg_IX_X-1,00035335005
149.4710265272,69.0636270799,NAME_Holmberg_IX_X-1,00035335005
149.4729678844,69.0642638923,NAME_Holmberg_IX_X-1,00035335005
149.4724634809,69.0646511691,NAME_Holmberg_IX_X-1,00035335005
149.4716731462,69.0640754977,NAME_Holmberg_IX_X-1,00035335005
149.4725235141,69.0644812564,NAME_Holmberg_IX_X-1,00035335005
149.4722775526,69.0642576655,NAME_Holmberg_IX_X-1,00035335005
149.470775721,69.0640832301,NAME_Holmberg_IX_X-1,00035335005
149.4705780658,69.0641275222,NAME_Holmberg_IX_X-1,00035335005
149.4710693226,69.0633931011,NAME_Holmberg_IX_X-1,00035335005
149.4704746119,69.0641013431,NAME_Holmberg_IX_X-1,00035335005
149.471842984,69.0641456244,NAME_Holmberg_IX_X-1,00035335005
149.4713364259,69.0637875342,NAME_Holmberg_IX_X-1,00035335005
149.4712492062,69.064348202,NAME_Holmberg_IX_X-1,00035335005
149.4716693677,69.0637428002,NAME_Holmberg_IX_X-1,00035335006
149.4721370021,69.0635863804,NAME_Holmberg_IX_X-1,00035335006
149.4727294456,69.0637890233,NAME_Holmberg_IX_X-1,00035335006
149.4717790164,69.0636937669,NAME_Holmberg_IX_X-1,00035335006
149.4701732968,69.0630057072,NAME_Holmberg_IX_X-1,00035335006
149.4702654462,69.0634194494,NAME_Holmberg_IX_X-1,00035335007
149.4704167741,69.0640988916,NAME_Holmberg_IX_X-1,00035335007
149.4718637809,69.0637148495,NAME_Holmberg_IX_X-1,00035335007
149.470799943,69.0635593785,NAME_Holmberg_IX_X-1,00035335007
149.4726355497,69.0640858578,NAME_Holmberg_IX_X-1,00035335007
149.4687099602,69.0637228018,NAME_Holmberg_IX_X-1,00035335008
149.4721020303,69.0632860118,NAME_Holmberg_IX_X-1,00035335009
149.4702876739,69.0632785072,NAME_Holmberg_IX_X-1,00035335009
149.4738657027,69.0629094679,NAME_Holmberg_IX_X-1,00035335009
149.4729885758,69.0631358392,NAME_Holmberg_IX_X-1,00035335009
149.4717286016,69.0636213828,NAME_Holmberg_IX_X-1,00035335009
149.4741064733,69.0632050383,NAME_Holmberg_IX_X-1,00035335009
149.4707431379,69.0633283128,NAME_Holmberg_IX_X-1,00035335009
149.4732461217,69.0632983154,NAME_Holmberg_IX_X-1,00035335009
149.4736846495,69.0628787494,NAME_Holmberg_IX_X-1,00036557003
149.4726613224,69.0620182968,NAME_Holmberg_IX_X-1,00036557004
149.474762332,69.0655588445,NAME_Holmberg_IX_X-1,00080427001
149.4706020985,69.0644014736,NAME_Holmberg_IX_X-1,00080427001
149.4718939181,69.064439842,NAME_Holmberg_IX_X-1,00080427002
149.4705888661,69.0634701095,NAME_Holmberg_IX_X-1,00080427002
149.4704414669,69.0640133317,NAME_Holmberg_IX_X-1,00080711001
149.4697928003,69.061369333,NAME_Holmberg_IX_X-1,00080711001
149.472852793,69.062737701,NAME_Holmberg_IX_X-1,00080711002
149.4727203341,69.063590727,NAME_Holmberg_IX_X-1,00080711002
149.4693667223,69.0630150092,NAME_Holmberg_IX_X-1,00080711003
149.4708423008,69.0631132994,NAME_Holmberg_IX_X-1,00080711003
149.4673578904,69.0617574066,NAME_Holmberg_IX_X-1,00080711004
149.4718597971,69.0635725248,NAME_Holmberg_IX_X-1,00080711004
149.4730331003,69.0629161012,NAME_Holmberg_IX_X-1,00089119001
149.471338668,69.0634418089,NAME_Holmberg_IX_X-1,00090008001
149.4699367759,69.0641252255,NAME_Holmberg_IX_X-1,00090008001
149.4701089142,69.0633511932,NAME_Holmberg_IX_X-1,00090008002
149.4708722605,69.0638708328,NAME_Holmberg_IX_X-1,00090008002
149.4722012787,69.0631919093,NAME_Holmberg_IX_X-1,00090008003
149.4714794941,69.0633771237,NAME_Holmberg_IX_X-1,00090008003
149.4664780552,69.063107352,NAME_Holmberg_IX_X-1,00090008004
149.4701890763,69.0635180173,NAME_Holmberg_IX_X-1,00090008004
149.4662940776,69.0636150127,NAME_Holmberg_IX_X-1,00090008005
149.4708800504,69.0639457639,NAME_Holmberg_IX_X-1,00090008005
149.4706240827,69.0633530275,NAME_Holmberg_IX_X-1,00090008007
149.4706246433,69.0641836406,NAME_Holmberg_IX_X-1,00090008007
149.4690121062,69.0632596105,NAME_Holmberg_IX_X-1,00090008008
149.4716083967,69.0633913571,NAME_Holmberg_IX_X-1,00090008008
149.4709328615,69.0637560461,NAME_Holmberg_IX_X-1,00090008009
149.4698604905,69.0637925914,NAME_Holmberg_IX_X-1,00090008009
149.4703588665,69.0635876802,NAME_Holmberg_IX_X-1,00090008010
149.4690721315,69.0631628518,NAME_Holmberg_IX_X-1,00090008010
149.4707930466,69.0637513252,NAME_Holmberg_IX_X-1,00090008010
149.4706704636,69.0634382749,NAME_Holmberg_IX_X-1,00090008010
149.4698371552,69.0624285117,NAME_Holmberg_IX_X-1,00090008011
149.4705026389,69.0640499231,NAME_Holmberg_IX_X-1,00090008011
149.4701748693,69.0634600555,NAME_Holmberg_IX_X-1,00090008011
149.4702997085,69.063156509,NAME_Holmberg_IX_X-1,00090008011
149.4697599127,69.0633145646,NAME_Holmberg_IX_X-1,00090008012
149.4703355806,69.0635329876,NAME_Holmberg_IX_X-1,00090008012
149.4721738985,69.0633946199,NAME_Holmberg_IX_X-1,00090008013
149.4696418411,69.0624928815,NAME_Holmberg_IX_X-1,00090008013
149.4702860201,69.0634974127,NAME_Holmberg_IX_X-1,00090008014
149.4692779206,69.0631095391,NAME_Holmberg_IX_X-1,00090008014
149.4717036754,69.0634211943,NAME_Holmberg_IX_X-1,00090008015
149.4706295035,69.0636079019,NAME_Holmberg_IX_X-1,00090008015
149.4664075839,69.0626628784,NAME_Holmberg_IX_X-1,00090008016
149.4713927355,69.063900999,NAME_Holmberg_IX_X-1,00090008016
149.4703438287,69.0632693255,NAME_Holmberg_IX_X-1,00090008017
149.4696611928,69.0632328552,NAME_Holmberg_IX_X-1,00090008018
149.4707359416,69.0629677707,NAME_Holmberg_IX_X-1,00090008018
149.4676643997,69.0630459499,NAME_Holmberg_IX_X-1,00090008019
149.4705531568,69.0633368454,NAME_Holmberg_IX_X-1,00090008019
149.4699575362,69.0630686004,NAME_Holmberg_IX_X-1,00090008020
149.4711352558,69.0629749431,NAME_Holmberg_IX_X-1,00090008020
149.4701026096,69.0630561969,NAME_Holmberg_IX_X-1,00090008020
149.4697207112,69.0626394042,NAME_Holmberg_IX_X-1,00090008021
149.4692238204,69.0630066609,NAME_Holmberg_IX_X-1,00090008021
149.4723418519,69.0632300995,NAME_Holmberg_IX_X-1,00090008022
149.4690531929,69.0630198005,NAME_Holmberg_IX_X-1,00090008022
149.4699342463,69.0633969799,NAME_Holmberg_IX_X-1,00090008022
149.4706658112,69.063353206,NAME_Holmberg_IX_X-1,00090008022
149.4704912606,69.0632712211,NAME_Holmberg_IX_X-1,00090008023
149.4693633457,69.0635494425,NAME_Holmberg_IX_X-1,00090008023
149.4710130053,69.062936454,NAME_Holmberg_IX_X-1,00090008024
149.4708370096,69.0632970354,NAME_Holmberg_IX_X-1,00090008024
149.4691143768,69.0631149019,NAME_Holmberg_IX_X-1,00090008025
149.4697868426,69.0633590934,NAME_Holmberg_IX_X-1,00090008025
149.4691516019,69.0634171514,NAME_Holmberg_IX_X-1,00090008025
149.4688264852,69.0635082653,NAME_Holmberg_IX_X-1,00090008026
149.4689265974,69.0626397209,NAME_Holmberg_IX_X-1,00090008026
149.4699706237,69.062864128,NAME_Holmberg_IX_X-1,00090008026
149.4687051887,69.0627383864,NAME_Holmberg_IX_X-1,00090008026
149.4625512849,69.0636078825,NAME_Holmberg_IX_X-1,00090008028
149.4722858753,69.0630881622,NAME_Holmberg_IX_X-1,00090008028
149.4769197052,69.0636096078,NAME_Holmberg_IX_X-1,00090008029
149.4734018056,69.0626016042,NAME_Holmberg_IX_X-1,00090008029
149.4692446879,69.0624546288,NAME_Holmberg_IX_X-1,00090008030
149.4741918954,69.0626292459,NAME_Holmberg_IX_X-1,00090008031
149.4702012485,69.06176186,NAME_Holmberg_IX_X-1,00090008031
149.4693085563,69.0625881719,NAME_Holmberg_IX_X-1,00090008032
149.4711170162,69.0625645455,NAME_Holmberg_IX_X-1,00090008032
149.4713171305,69.0625924102,NAME_Holmberg_IX_X-1,00090008033
149.4714512631,69.0626824109,NAME_Holmberg_IX_X-1,00090008034
149.4714140242,69.0620420604,NAME_Holmberg_IX_X-1,00090008035
149.4708520862,69.0627123896,NAME_Holmberg_IX_X-1,00090008035
149.4716081724,69.0627328077,NAME_Holmberg_IX_X-1,00090008035
149.470642914,69.0628313883,NAME_Holmberg_IX_X-1,00090008035
149.4706404537,69.0629412003,NAME_Holmberg_IX_X-1,00090008036
149.4697823327,69.0634019633,NAME_Holmberg_IX_X-1,00090008036
149.4725585538,69.061674105,NAME_Holmberg_IX_X-1,00090008037
149.47100984,69.0630520931,NAME_Holmberg_IX_X-1,00090008038
149.4715924703,69.0624531989,NAME_Holmberg_IX_X-1,00090008038
149.4722275131,69.062975544,NAME_Holmberg_IX_X-1,00090008039
149.4712274627,69.0628175587,NAME_Holmberg_IX_X-1,00090008039
149.4715160328,69.062970013,NAME_Holmberg_IX_X-1,00090008040
149.4718102693,69.0628369935,NAME_Holmberg_IX_X-1,00090008040
149.4726739726,69.064847548,NAME_Holmberg_IX_X-1,00090008041
149.471698358,69.0627931887,NAME_Holmberg_IX_X-1,00090008041
149.4722991796,69.0641464779,NAME_Holmberg_IX_X-1,00090008042
149.4726469866,69.0632830056,NAME_Holmberg_IX_X-1,00090008042
149.4722359992,69.0624570382,NAME_Holmberg_IX_X-1,00090008043
149.4709725049,69.0628144147,NAME_Holmberg_IX_X-1,00090008043
149.471947106,69.062845282,NAME_Holmberg_IX_X-1,00090008043
149.4701052496,69.0632604499,NAME_Holmberg_IX_X-1,00090008044
149.471467237,69.0631885151,NAME_Holmberg_IX_X-1,00090008044
149.4714769516,69.0628656889,NAME_Holmberg_IX_X-1,00090008044
149.4718523945,69.0625539145,NAME_Holmberg_IX_X-1,00090008044
149.4711664671,69.0626015735,NAME_Holmberg_IX_X-1,00090008045
149.4701215639,69.0629318151,NAME_Holmberg_IX_X-1,00090008046
149.4726640915,69.0625648253,NAME_Holmberg_IX_X-1,00090008047
149.4702493733,69.0631546048,NAME_Holmberg_IX_X-1,00090008047
149.4712320338,69.0629264719,NAME_Holmberg_IX_X-1,00090008048
149.4695921579,69.0639327985,NAME_Holmberg_IX_X-1,00090008048
149.4706571845,69.0630021325,NAME_Holmberg_IX_X-1,00090008049
149.471994186,69.062966293,NAME_Holmberg_IX_X-1,00090008049
149.4728390342,69.0630055162,NAME_Holmberg_IX_X-1,00090008049
149.4701545215,69.0625643273,NAME_Holmberg_IX_X-1,00090008049
149.4707222924,69.0628467327,NAME_Holmberg_IX_X-1,00090008050
149.4716082892,69.0624037305,NAME_Holmberg_IX_X-1,00090008050
149.4722357339,69.0624778247,NAME_Holmberg_IX_X-1,00090008052
149.4741644517,69.0625249815,NAME_Holmberg_IX_X-1,00090008052
149.4722364646,69.0626160022,NAME_Holmberg_IX_X-1,00090008054
149.4713828548,69.063260015,NAME_Holmberg_IX_X-1,00090008054
149.4707775702,69.0625469216,NAME_Holmberg_IX_X-1,00090008055
149.4724371903,69.0625752876,NAME_Holmberg_IX_X-1,00090008056
149.4720535376,69.0624946172,NAME_Holmberg_IX_X-1,00090008056
149.472020571,69.0622238929,NAME_Holmberg_IX_X-1,00090008057
149.4719146572,69.0631009919,NAME_Holmberg_IX_X-1,00090008058
149.4726313864,69.0630654034,NAME_Holmberg_IX_X-1,00090008058
149.4714308001,69.0625585947,NAME_Holmberg_IX_X-1,00090008058
149.4739227423,69.0629332663,NAME_Holmberg_IX_X-1,00090008059
149.4733285378,69.0629129548,NAME_Holmberg_IX_X-1,00090008059
149.4733616518,69.0631523894,NAME_Holmberg_IX_X-1,00090008060
149.4728511641,69.0626343499,NAME_Holmberg_IX_X-1,00090008060
149.4717723501,69.0634566326,NAME_Holmberg_IX_X-1,00090008060
149.4721419566,69.0625713469,NAME_Holmberg_IX_X-1,00090008060
149.4700723171,69.0628242709,NAME_Holmberg_IX_X-1,00090008060
149.4714380237,69.0633974067,NAME_Holmberg_IX_X-1,00090008060
149.4733245725,69.0630734597,NAME_Holmberg_IX_X-1,00090008061
149.4740776253,69.0625837035,NAME_Holmberg_IX_X-1,00090008061
