,ndata,mean,std,max,min,max/min,sigma_xs,F_var,kurtosis,von_neumann,skew,t_diff_max,t_diff_min,t_diff_mean,y_diff_max,y_diff_min,y_diff_mean,ls_z_fal,ls_pow[0],ls_freq[0],ls_period[0],ls_fap[0],ls_pow[1],ls_freq[1],ls_period[1],ls_fap[1],ls_pow[2],ls_freq[2],ls_period[2],ls_fap[2],simbad_name,readable_name,FILTER
40,24,17.05071258544922,1.804432,18.925257,13.775278,1.3738565,3.2337481578191123,0.10546553580164121,-0.8100162621988947,0.45189283878761566,-0.7694019928122059,167.76893496226694,0.009016477895784192,8.616217994937198,4.815961,-1.6557951,0.04383311,0.7518614087776919,0.5895399315206719,0.3542267013970494,2.8230508768990545,0.20099999999999996,0.5317614671615454,0.04035954672709979,24.77728520495352,0.346,0.5046378984270411,0.6741491709480913,1.4833512271381237,0.44299999999999995,NOVA_Cyg_1989,V404Cyg,WHITE
41,10,18.341135025024414,0.050579738,18.4115,18.275013,1.0074686,-0.006877791788429023,,-1.323657889104333,1.1069330645841333,0.2512827042250536,2202.78299601817,0.0,331.5548565062119,0.054647446,-0.13648796,-0.011988322,0.8863822358621855,1.4270519626768545,0.8988571209175201,1.1125238669514428,0.0,1.0076145179618017,0.8548221755276417,1.1698339474905957,0.0,0.999625170722152,0.9978519677072467,1.002152656267932,0.0,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,B
42,26,17.305282592773438,0.13245267,17.916079,17.200546,1.0415994,0.015231339547496576,0.007131655469948243,14.473235407742607,2.4385814614913213,3.69457143675014,2530.702524183682,0.0,235.62134218387976,0.71445465,-0.6607208,-0.001177063,0.6948904575191491,0.4496225453942018,0.750371845366222,1.3326726024907636,0.038000000000000034,0.4212695739035494,0.5002756552086581,1.9988979867167704,0.061000000000000054,0.36446636391539056,0.2509264262489584,3.9852319062155814,0.10799999999999998,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,U
43,22,16.62059783935547,0.10834956,17.078808,16.496252,1.0353144,0.009022400206462904,0.005714975887669524,11.672512261971018,1.798224317894213,3.299820859834701,2516.7491571414357,0.0,278.48604537844534,0.4253559,-0.42627335,0.00031961713,0.5668497640469421,0.546905918528905,0.6552860112143585,1.526051194266801,0.01200000000000001,0.49079322917866064,0.22869372060763113,4.3726605056887236,0.030000000000000027,0.48789605889504933,0.9768546586871064,1.0236937410361546,0.04700000000000004,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,UVM2
44,58,16.8378849029541,0.06210546,17.14982,16.734861,1.0247961,0.0018081068671469032,0.0025253670594250163,8.960921782447308,2.11201965365221,2.143269265558097,2202.7812166636504,0.0,102.12289543670404,0.39918518,-0.32431602,-0.0021666477,0.29036584900833046,0.2392591837775445,0.8985082419954087,1.112955845323353,0.050000000000000044,0.2169939669559459,0.6862768504172125,1.4571378874168113,0.10299999999999998,0.2098842904417162,0.24899841094567263,4.016089886686801,0.128,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,UVW1
45,58,16.576372146606445,0.0948417,17.034075,16.439274,1.0361817,0.0075817469764372395,0.0052528518844415124,7.795401401701975,2.5602043413813615,2.295063324597197,2202.769313132536,0.0,102.7213609924507,0.53206444,-0.5525532,2.6602494e-05,0.29872828869060625,0.32719152229395354,0.1985707549629992,5.03598830646706,0.0010000000000000009,0.2542358818734128,0.3765347303013854,2.6557975122230593,0.03400000000000003,0.24046827014953553,0.9476932008643711,1.0551938107057441,0.04700000000000004,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,UVW2
46,9,18.300142288208008,0.15947938,18.475454,18.035883,1.0243721,-0.0255889892578125,,-0.9338129896342453,0.7692855718428641,-0.6284204146628476,2202.799811324192,0.0,372.45469028590924,0.25730705,-0.23153496,0.014258146,0.8360447905880664,2.041548335472609,0.8920479815551285,1.121015932637027,0.0,1.0268232017512515,0.7027632125920052,1.4229543921510843,0.0,1.0098024002965573,0.9985710057907586,1.0014310391559083,0.0,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,V
47,258,19.858224868774414,0.34867913,20.71854,18.954239,1.0930822,0.05466226759807084,0.011773440619661185,-0.3490257957035112,0.8999763949821951,-0.1447071175452677,683.8967033445588,0.0,15.733338397367248,1.0550976,-1.4858513,-0.0020902834,0.17216345670376457,0.3375059232989547,0.015690359975219042,63.73340073646333,0.0,0.23765805364078882,0.4773732556273892,2.0947968664179712,0.0,0.21820394265060683,0.04640656719613158,21.548674259262153,0.0,NAME_NGC_7793_P13,NGC7793 P13,U
48,5,19.266427993774414,0.48396403,19.909561,18.405922,1.0816932,0.21803689002990723,0.02423615859455366,-0.3769144151615178,1.3592803860616884,-0.6523499162877211,1452.0970799814822,0.19791683958465,682.6087411961817,0.96157455,-0.038583755,0.3759098,0.9999998482133734,2.2809193748098946,0.8127387993435492,1.2304076055033943,0.0010000000000000009,2.0376782823793196,0.8856209600859091,1.1291512340708327,0.0030000000000000027,1.7973993158272574,0.7829999478245562,1.2771392932762573,0.0,NAME_NGC_7793_P13,NGC7793 P13,UVW1
49,5,19.97343635559082,0.24353887,20.25325,19.603073,1.0331671,0.005379690229892722,0.0036721959263645194,-1.4187545710297444,1.8354493347998873,-0.37336629461815496,124.34169257268513,0.10034716782683972,45.95739313596641,0.2646942,-0.5704994,-0.05056572,0.9999966691168846,1.0037008505780838,0.7190563941555268,1.3907115048666225,0.0010000000000000009,1.0016873524554202,0.6842415386813194,1.4614722191920926,0.0010000000000000009,0.9996444457209205,0.9899594883142028,1.010142346029629,0.07899999999999996,NAME_NGC_7793_P13,NGC7793 P13,UVW2
50,21,17.310415267944336,0.05321867,17.421953,17.244083,1.0103148,0.0016594217158854008,0.002353265338441186,-0.15948654978312682,1.4586975912015483,0.8748021152909252,639.5070748078724,0.0,71.59209370031276,0.11336708,-0.14005089,-0.0019185066,0.9507734785371285,0.6866065794226401,0.9463557858401386,1.0566850385050883,0.03200000000000003,0.6652943938301005,0.8612905267419346,1.1610484139222703,0.03500000000000003,0.6382514595850716,0.9107373275970482,1.098011435018776,0.038000000000000034,NAME_NGC_925_ULX-2,NGC925 ULX-2,U
