,simbad_name,readable_name,filter,N,SRCEXP_TOT,t_diff_mean,t_diff_std,t_diff_n_sigma,MAG_MEAN,COI_SRC_RATE_MEAN
193,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,UVW2,10,15945.134,3335606.069522222,2610813.285364755,1.2776118798768128,16.612186,1.485072
194,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,V,10,1862.7264,-21146878.188712224,86207781.84712689,-0.24530126788567874,18.406652,0.5852639
195,[LM2005]_NGC_4559_ULX1,NGC4559 ULX-1,WHITE,1,704.4272,,,,19.63273,1.6455442
196,[LM2005]_NGC_5204_ULX1,NGC5204 ULX-1,U,35,94597.42,1320373.4158420581,3333830.2398582473,0.39605298435897557,16.345457,5.6886673
197,[LM2005]_NGC_5204_ULX1,NGC5204 ULX-1,UVM2,21,22614.86,3695251.117675501,21613347.114587925,0.17097079402298554,16.096851,1.6662505
198,[LM2005]_NGC_5204_ULX1,NGC5204 ULX-1,UVW1,3,8337.633,3644966.153634995,1930277.8153750002,1.8883116847752186,16.237192,2.559566
199,[LM2005]_NGC_5204_ULX1,NGC5204 ULX-1,UVW2,6,16844.252,8774930.795154,13078915.630126316,0.6709218901100329,16.093876,2.6141708
200,[LM2005]_NGC_5408_ULX1,NGC5408 ULX-1,UVM2,147,139392.22,2246963.5337935616,18108604.408490945,0.12408264508445403,15.905036,2.0845015
201,[LM2005]_NGC_598_ULX1,M33 ULX-1,U,4,28388.746,-63706317.735329986,104037546.39180544,-0.6123396787484008,14.355551,36.61705
202,[LM2005]_NGC_598_ULX1,M33 ULX-1,UVM2,3,3708.48,-56447982.552489996,306899161.36983997,-0.18393006452195973,42.79394,4.254834
203,[LM2005]_NGC_598_ULX1,M33 ULX-1,UVW1,5,11796.629,-19770876.135609984,35489757.51761904,-0.5570868193673808,14.414061,13.008313
204,[LM2005]_NGC_598_ULX1,M33 ULX-1,UVW2,2,12034.266,10700933.212689996,0.0,inf,14.634415,10.844345
205,[SK2009]_X2,NGC1365 X-2,B,62,5061.575,1304858.0820008195,37342153.830575004,0.03494329994785753,16.4121,11.547515
206,[SK2009]_X2,NGC1365 X-2,U,9,16467.523,33311374.427226245,204653460.46831733,0.16276966121656772,15.790974,9.771648
207,[SK2009]_X2,NGC1365 X-2,UVM2,51,64318.84,979734.5864420008,86161259.0804829,0.011370940918201237,15.698933,2.5278335
208,[SK2009]_X2,NGC1365 X-2,UVW1,4,5475.387,88939182.86694667,205811460.86508408,0.43213911651523196,15.781538,4.319316
209,[SK2009]_X2,NGC1365 X-2,UVW2,12,17737.537,-8772901.015078181,126093497.99608408,-0.06957457088985373,15.703952,4.215315
210,[SK2009]_X2,NGC1365 X-2,V,64,5792.0,1263431.057068888,36745368.06276472,0.034383410037173205,16.090828,4.8764205
211,[SK2009]_X2,NGC1365 X-2,WHITE,1,1428.3634,,,,15.811462,57.09694
212,[SRW2006b]_NGC_55_ULX,NGC55 ULX,B,3,67.3035,168846.65836000443,75903.06489002705,2.224503827409864,17.846773,2.9954164
213,[SRW2006b]_NGC_55_ULX,NGC55 ULX,U,20,38521.656,5767747.314709475,65760517.15603907,0.087708363074815,17.411953,2.1056652
214,[SRW2006b]_NGC_55_ULX,NGC55 ULX,UVM2,29,48417.145,3873674.906335714,65872378.733157665,0.058805754108677,20.75597,0.29141587
215,[SRW2006b]_NGC_55_ULX,NGC55 ULX,UVW1,36,46139.21,3111186.239438285,53130912.54000252,0.05855698859107414,17.76792,0.59519815
216,[SRW2006b]_NGC_55_ULX,NGC55 ULX,UVW2,15,20999.902,7706200.3787635695,91261742.40569858,0.0844406448488143,17.873224,0.48554188
217,[SRW2006b]_NGC_55_ULX,NGC55 ULX,V,3,57.660778,170219.04676499963,74530.50249496102,2.2838843301305807,17.027765,1.9975668
218,[SST2011]_J141939.39+564137.8,NGC5585 ULX,UVM2,16,6905.5596,2136693.456539333,3513818.1322895563,0.6080831096249971,18.958237,0.11803569
219,[WMR2006]_NGC4945_XMM1,NGC4945 XMM-1,B,3,694.5031,80311.47734999657,31264.041249990463,2.568813056118299,17.274809,4.5722795
220,[WMR2006]_NGC4945_XMM1,NGC4945 XMM-1,U,3,694.5683,80327.047549963,31283.36264002323,2.5677242077293307,17.427565,1.9286127
221,[WMR2006]_NGC4945_XMM1,NGC4945 XMM-1,UVM2,39,46526.7,-3410461.160797367,70123471.91620779,-0.04863508704863627,19.08346,0.106149755
222,[WMR2006]_NGC4945_XMM1,NGC4945 XMM-1,UVW1,22,23686.473,-10187379.155958094,45641110.41174243,-0.2232062073874765,21.937391,0.3430671
223,[WMR2006]_NGC4945_XMM1,NGC4945 XMM-1,UVW2,36,37618.293,-260469.0572962863,65110730.466664635,-0.004000401399729975,23.361244,0.1608804
224,[WMR2006]_NGC4945_XMM1,NGC4945 XMM-1,V,3,625.9182,90141.56255996227,21259.387689948082,4.240082728374309,16.318901,3.4859354
