SRCID,RA,DEC,n_obs,n_obs_uvot,n_obs_xrt,total_uvot_exp,total_xrt_exp
367892,190.6532105675,32.537815402254,23,23,23,29134.134000000002,29466.921
358069,184.72649815736,14.389691800423,23,23,23,34004.195999999996,34866.01899999999
351704,190.05700735291,-11.631371793038,23,22,23,19933.109,21297.41
358065,184.73363865262,14.405306665392,23,23,23,34004.195999999996,34866.01899999999
358029,184.71448104276,14.40669032561,23,23,23,34004.195999999996,34866.01899999999
351737,190.04289642979,-11.610966433239,23,22,23,19933.109,21297.41
358083,184.73631046387,14.422962716077,23,23,23,34004.195999999996,34866.01899999999
351785,189.92634508056,-11.615563350341,23,22,23,19929.126,21294.903
314629,154.51681936344,21.826212294239,23,23,23,26412.915999999997,26722.149999999994
245129,349.04652583337,-42.605715186374,22,21,22,28469.788000000004,29019.042
28995,349.0674416498,-42.588332797542,22,21,22,28469.788000000004,29019.042
44195,156.9800292528,-43.913353719137,22,20,22,18865.406,20019.712999999996
245144,349.03600068609,-42.598675819643,22,21,22,28469.788000000004,29019.042
279429,157.62958496044,-35.36657691629,21,21,21,24541.437,26066.716
312776,149.99190722109,5.345204631914,21,21,21,19496.769,19061.685
310704,150.02962342047,5.306966810258,21,21,21,19496.769,19061.685
310735,150.0022549316,5.3379122878048,21,21,21,19496.769,19061.685
39326,150.03770250969,5.3328844054507,21,21,21,19496.769,19061.685
29901,354.06514324933,2.156625206415,20,19,20,21196.842,23247.833000000002
118560,0.50584611866312,-15.509513114642,20,19,20,16357.121000000001,18047.51
279814,157.35254690253,29.510514853841,20,20,20,40734.49,42125.59400000001
45684,354.09757665892,2.1576838468571,20,19,20,21196.842,23247.833000000002
118656,0.49208342178418,-15.466188076156,20,19,20,16357.121000000001,18047.51
116918,10.113236367078,41.615424875858,20,20,20,46850.4,47274.21399999999
279969,157.48835417393,-35.239101788099,20,20,20,24225.078,25743.212000000003
118540,0.52096961350305,-15.417995946135,19,18,19,14861.631000000001,16551.187
118684,0.48048637903989,-15.430893177069,19,18,19,14861.631000000001,16551.187
47450,181.03764214614,20.182324433582,19,3,18,22503.903,25833.801999999996
311347,150.83675436451,68.694994199025,18,18,18,21077.321,21373.689000000002
164413,60.659860572932,71.711773456369,18,18,18,47121.94899999999,47569.187999999995
98094,20.665117710311,34.438510866303,18,11,18,28192.246999999996,34104.45
164419,60.606137027832,71.705357189725,18,18,18,47121.94899999999,47569.187999999995
227249,345.54132706539,-39.557170085176,18,18,18,60627.01000000001,60684.62699999999
227253,345.54482887504,-39.567765401709,18,18,18,60627.01000000001,60684.62699999999
227313,345.56387351599,-39.549449333028,18,18,18,60627.01000000001,60684.62699999999
313497,154.40568532748,21.695703161798,18,18,18,24277.34,24579.522999999997
206842,234.91582277872,59.331277352672,18,18,18,8717.067000000001,8836.722000000002
227271,345.52415803918,-39.604476807054,18,18,18,60627.01000000001,60684.62699999999
296171,173.48100665267,49.063549536987,17,17,17,15504.595000000001,15750.494000000002
229595,344.16382411367,-37.020721532176,17,17,17,37813.109,39025.86
142226,71.392884303378,-59.215599433066,17,17,17,37436.549,37721.554
142220,71.404865887442,-59.282939301603,17,17,17,37436.549,37721.554
142223,71.420223772118,-59.296367076156,17,17,17,37436.549,37721.554
142216,71.364169529308,-59.215729202271,17,17,17,37436.549,37721.554
142213,71.373734567627,-59.225033328409,17,17,17,37436.549,37721.554
142273,71.456586505972,-59.2137344358,17,17,17,37436.549,37721.554
142277,71.441908148849,-59.206622677914,17,17,17,37436.549,37721.554
8508,146.34442673506,9.7774561689976,17,16,17,12823.693000000001,13341.407
26974,34.333840533073,-5.4838113483282,16,16,16,54612.497,54795.446
324555,205.01389219772,-31.620987398922,16,16,16,16765.883,17011.927
324513,204.96138423114,-31.6555914677,16,16,16,16765.883,17011.927
290410,178.68481867549,-13.981736406479,16,16,16,40539.549999999996,40612.992
290379,178.64966234784,-13.96791108228,16,16,16,40539.549999999996,40612.992
36117,187.05563102306,44.115720859749,15,15,15,24642.808000000005,24970.423999999995
35065,187.07398063009,44.109791739273,15,15,15,24642.808000000005,24970.423999999995
37181,187.01686078342,44.095636999974,15,15,15,24642.808000000005,24970.423999999995
39604,187.04538127784,44.113674471114,15,15,15,24642.808000000005,24970.423999999995
365157,198.23155506398,-19.511004556823,14,14,14,17699.377999999997,19286.186999999998
35110,187.0387229957,44.086053159962,14,14,14,24408.910000000003,24732.373999999996
120330,5.3385097047573,-48.641028048147,14,14,14,14510.280999999999,15691.436
257290,282.10143935235,-63.213402701838,14,14,14,21119.084000000003,21054.454
38185,187.04514964532,44.061064803153,14,14,14,24408.910000000003,24732.373999999996
87530,111.70016291598,85.764109723863,13,13,13,19877.579,20384.524
87638,112.16147069273,69.215597348921,13,13,13,23066.767999999996,23269.138999999996
87656,112.23141645598,69.218070937169,13,13,13,23066.767999999996,23269.138999999996
87684,112.21595668298,69.239401343111,13,13,13,23066.767999999996,23269.138999999996
116018,9.8913587931343,0.86452943151774,13,13,13,23186.046,23333.844999999998
116057,9.9066082928497,0.85286820272945,13,13,13,23186.046,23333.844999999998
87382,111.99616452001,85.744080659875,13,13,13,19877.579,20384.524
18115,180.5133574673,29.850131952215,13,13,13,31544.341999999997,31520.023
87703,112.06960471045,85.743163796687,13,13,13,19877.579,20384.524
103941,35.777948943355,41.381897167312,13,13,13,5108.848000000001,5162.01
363132,198.26801358586,-19.531074738844,13,13,13,17584.006999999998,19168.353
363339,198.37329121045,-19.556314229403,13,13,13,17584.006999999998,19168.353
363355,198.38063206598,-19.543796659502,13,13,13,17584.006999999998,19168.353
87501,111.84271700957,85.753627131697,13,13,13,19877.579,20384.524
87105,112.24213397652,69.19264461329,13,13,13,23066.767999999996,23269.138999999996
87497,111.83204756402,85.775781940728,13,13,13,19877.579,20384.524
50825,10.191184131156,41.680920709012,13,13,13,35768.119,36970.01499999999
260136,288.08406018762,-57.204789543875,12,12,12,4052.523,4159.007
37943,349.5996168963,-42.398798565091,12,12,12,23511.889000000003,23780.629999999994
356476,186.09248386221,7.2796225833923,12,11,12,13329.219,13692.155999999999
117064,10.084246966247,41.747064076681,12,11,11,27763.367,31928.629
116980,10.120758244811,41.830252817793,12,11,11,27763.367,31928.629
38088,184.38624159371,37.80520002178,12,12,12,12125.090000000002,12313.187
356482,186.08551307339,7.3165321231754,12,11,12,13329.219,13692.155999999999
356770,186.15920902378,7.3519191105899,12,11,12,13329.219,13692.155999999999
356785,186.14764247312,7.3016100661665,12,11,12,13329.219,13692.155999999999
32289,184.36634910217,37.781216783868,12,12,12,12125.090000000002,12313.187
356805,186.15243287869,7.3578314079659,12,11,12,13329.219,13692.155999999999
42608,184.40536196441,37.83577362417,12,12,12,12125.090000000002,12313.187
260720,287.86567434844,-57.058576432019,12,12,12,4052.523,4159.007
28906,184.42615179826,37.837832798938,12,12,12,12125.090000000002,12313.187
157963,49.556441790141,41.870212438021,12,12,12,16041.348000000002,17116.749
358781,184.48580272356,7.1847239147392,12,12,12,14192.536,14260.875999999998
116112,10.005797057091,41.752710872094,12,11,11,28818.467,32984.08
335484,223.41713339195,3.5713131130452,12,11,12,60415.564000000006,62804.216
358476,184.36159706055,37.796273093779,12,12,12,12125.090000000002,12313.187
358475,184.3643463958,37.8041986318,12,12,12,12125.090000000002,12313.187
335542,223.43289437903,3.5735127242984,12,11,12,60415.564000000006,62804.216
356479,186.08411201776,7.2943647542048,12,11,12,13329.219,13692.155999999999
236722,354.41684189304,-47.487109909324,11,11,11,21213.516,24917.043999999998
325456,206.01775034014,-27.236359884434,11,10,11,26186.270999999997,26393.472999999998
214419,255.78144017324,61.042012986761,11,11,11,12745.035,13109.640000000001
311334,150.87505192462,68.739618509763,11,11,11,16474.763000000003,16684.753
369043,194.36867529576,27.504400453623,11,11,11,11684.987,11703.44
292290,169.23176763933,18.145502474368,11,11,11,21142.857999999997,21581.005999999998
236728,354.46496845131,-47.51070840916,11,11,11,21213.516,24917.043999999998
116989,10.057620114177,41.709986397237,11,10,10,26433.503,30597.129
236716,354.42277087765,-47.516842108935,11,11,11,21213.516,24917.043999999998
244927,349.61907540039,-42.396379672906,11,11,11,22122.414,22341.453999999994
236711,354.42266265912,-47.708787906783,11,11,11,21213.516,24917.043999999998
117040,10.091652626425,41.833435489537,11,10,10,27712.781,31875.985
117094,10.195195541823,41.70295779272,11,11,11,32840.898,34031.892
340060,225.51556091268,1.8377385503284,10,10,10,23663.765,25414.33
350895,189.23642307533,13.139316548618,10,10,10,25965.488999999998,26003.592
350899,189.23722916391,13.223031829371,10,10,10,25965.488999999998,26003.592
17098,349.85380674321,-42.242560376839,10,10,10,21714.164,21913.414999999997
350892,189.22499027302,13.159877210324,10,10,10,25965.488999999998,26003.592
366093,192.10597829516,-5.8019473362028,10,9,10,4903.726,5071.202
35190,243.95534850789,-60.801698002977,10,9,10,3756.08,3990.0129999999995
328521,208.7406827042,5.3233146720849,10,9,9,19977.32,20715.649
367002,192.19444031943,-5.8030519278223,10,9,10,4903.726,5071.202
351031,189.19917121394,13.144770234702,10,10,10,25965.488999999998,26003.592
351033,189.19451424356,13.196535485187,10,10,10,25965.488999999998,26003.592
328520,208.74106027316,5.3259824999617,10,9,9,19977.32,20715.649
366105,192.11274889079,-5.8237772614379,10,9,10,4903.726,5071.202
366101,192.11392658345,-5.7855909363551,10,9,10,4903.726,5071.202
350913,189.207657747,13.200232022219,10,10,10,25965.488999999998,26003.592
366065,192.11945456492,-5.8225585325067,10,9,10,4903.726,5071.202
366084,192.10891233116,-5.8341990534145,10,9,10,4903.726,5071.202
366017,192.09389404591,-5.8044702093627,10,9,10,4903.726,5071.202
350890,189.22338198744,13.198169897149,10,10,10,25965.488999999998,26003.592
351068,189.18085376278,13.253594122939,10,10,10,25965.488999999998,26003.592
16342,349.73432191007,-42.233768432581,10,10,10,21714.164,21913.414999999997
351046,189.20078742685,13.176283927606,10,10,10,25965.488999999998,26003.592
351038,189.20552846481,13.190784530784,10,10,10,25965.488999999998,26003.592
316206,152.7528286043,-4.6703459236685,10,10,10,12031.712000000001,12232.6
351034,189.19315212289,13.181995320951,10,10,10,25965.488999999998,26003.592
365922,192.14993904376,-5.7646256340668,10,9,10,4903.726,5071.202
365942,192.13517344827,-5.8347746479145,10,9,10,4903.726,5071.202
365948,192.12883399062,-5.8103105964388,10,9,10,4903.726,5071.202
39103,192.16356412539,-5.801898993312,10,9,10,4903.726,5071.202
365952,192.14546033996,-5.816714885006,10,9,10,4903.726,5071.202
365997,192.16653178219,-5.8015724046915,10,9,10,4903.726,5071.202
366004,192.17260742192,-5.7673421180973,10,9,10,4903.726,5071.202
366010,192.1711334025,-5.7886638334593,10,9,10,4903.726,5071.202
351058,189.171363894,13.149548265704,10,10,10,25965.488999999998,26003.592
280911,157.98708482929,-34.858999958068,10,10,10,14474.484,16149.955000000002
279927,157.21412847393,68.45274712042,10,10,10,16319.996000000001,16565.514
174434,55.060305926131,-18.544868657726,10,10,10,5171.217,5236.658
281857,156.86866804692,68.376226878088,10,10,10,16319.996000000001,16565.514
51654,281.84116582146,45.566218471477,10,9,10,7427.184,7600.387
279891,157.17916428421,68.471144509246,10,10,10,16319.996000000001,16565.514
279929,157.21333799256,68.402137739045,10,10,10,16319.996000000001,16565.514
17868,192.19485004645,-5.8147926492947,10,9,10,4903.726,5071.202
56060,192.15262165059,-5.8129085302773,10,9,10,4903.726,5071.202
174439,55.055351373275,-18.558017695122,10,10,10,5171.217,5236.658
281949,157.12234032775,68.403386977695,10,10,10,16319.996000000001,16565.514
174452,55.042353350334,-18.549329293562,10,10,10,5171.217,5236.658
116242,9.9889447438831,41.74333368328,10,9,9,26297.963999999996,30374.107
279910,157.22857573232,68.430746720586,10,10,10,16319.996000000001,16565.514
116183,9.9788761117274,41.739867928818,10,9,9,26297.963999999996,30374.107
242944,349.8566105083,-42.250441493339,10,10,10,21714.164,21913.414999999997
243122,349.82041494767,-42.261377966972,10,10,10,21714.164,21913.414999999997
281911,157.08065141306,68.461524922834,10,10,10,16319.996000000001,16565.514
243100,349.83308271225,-42.255375115431,10,10,10,21714.164,21913.414999999997
282011,157.01217757846,68.409275745358,10,10,10,16319.996000000001,16565.514
282043,157.06474458863,68.370297036526,10,10,10,16319.996000000001,16565.514
26304,192.14313366224,-5.8369282808954,10,9,10,4903.726,5071.202
96434,23.212224706851,-7.0467204081181,10,10,10,21031.742,21408.503999999997
284828,160.15334766058,-46.320726462994,10,8,10,31248.232000000004,40888.337999999996
279837,157.32545793528,68.469927241483,10,10,10,16319.996000000001,16565.514
282017,157.00880873055,68.381721016362,10,10,10,16319.996000000001,16565.514
174491,55.07556031531,-18.599801284675,9,9,9,4396.828,4454.384
116146,10.041037855033,41.678054122059,9,8,8,25298.547,29486.416
116148,10.041711417726,41.816812207872,9,8,8,25192.278000000002,29266.012000000002
116210,9.9665916518436,41.754407061618,9,8,8,14996.416000000001,19000.524
117156,10.159263914523,41.683303846571,9,9,9,29286.5,30475.823000000004
169412,53.40927104348,-5.0967637132382,9,8,9,6962.557,7349.5380000000005
362186,196.00462160195,-30.364722935868,9,8,9,4597.934,4727.929999999999
76699,85.522465625494,69.398079167775,9,9,9,17537.154,17942.581
68983,122.95890311607,-18.299627616899,9,9,9,141477.79499999998,141582.84999999998
74459,85.61175984756,69.380823265502,9,9,9,17537.154,17942.581
321754,145.18492299409,71.173401833498,8,8,8,15560.166999999998,15661.086000000001
352815,189.02133487712,26.043154036603,8,8,8,7153.447,7197.540999999999
73531,102.19268317478,-64.333373232731,8,8,8,2178.25,2215.59
242483,349.90590254134,8.2663203956022,8,8,8,6510.571,6587.977
244362,348.02738975277,-28.535531278001,8,7,8,2082.344,2384.5769999999998
229457,344.20526379006,-36.556976515966,8,8,8,7487.625,7539.679
98279,20.772363802303,-34.983245409766,8,7,8,14213.964000000002,14761.641000000001
170347,54.105128587648,-34.988277563034,8,8,8,5410.553,5331.657
350736,189.10211334758,25.9944498448,8,8,8,7153.447,7197.540999999999
286370,177.78206142221,55.07090461776,8,7,8,6570.188,6830.369
15621,183.43874203889,36.631933449707,8,8,8,8102.022999999999,8231.091
127011,18.582501355286,-55.388696277466,8,7,8,29464.993000000002,29459.45
350827,189.06073597228,26.014584986885,8,8,8,7153.447,7197.540999999999
127068,18.604214772498,-55.412511865148,8,7,8,29464.993000000002,29459.45
350876,189.0789591241,26.00759954815,8,8,8,7153.447,7197.540999999999
45054,63.974856487589,-55.623007532305,7,7,7,2660.457,2681.0340000000006
352402,188.217424477,0.10679304040221,7,7,7,11202.295999999998,11205.741999999998
42919,190.92914669482,11.502727819506,7,7,7,15682.003999999999,16232.525000000001
352373,188.16308775409,0.11193831628582,7,7,7,11202.295999999998,11205.741999999998
49055,128.31998907887,-22.973428542239,7,7,7,6022.241999999999,6312.832
352333,188.17793710319,0.11523987079669,7,7,7,11202.295999999998,11205.741999999998
355379,181.1603126771,1.7878766585385,7,7,7,6874.886,6971.764000000001
352261,188.25745536313,0.11827487476114,7,7,7,11202.295999999998,11205.741999999998
37906,63.883196244404,-55.58769179786,7,7,7,2660.457,2681.0340000000006
116949,10.127156329686,41.69788441998,7,6,6,22053.094,22366.935999999998
77847,115.89862932234,49.665882458807,7,7,7,11074.569000000001,11259.304000000002
46000,190.94608282203,11.506074533128,7,7,7,15682.003999999999,16232.525000000001
348233,188.13732897181,0.11869702586575,7,7,7,11202.295999999998,11205.741999999998
348243,188.14737518525,0.11000120522528,7,7,7,11202.295999999998,11205.741999999998
58403,226.77815365381,1.5274565328024,7,7,7,8361.515,8598.978000000001
168986,63.938797873659,-55.606619141752,7,7,7,2660.457,2681.0340000000006
358229,184.83701909747,5.8513875460779,7,7,7,8875.643,9253.74
273777,162.49697646131,32.988588406938,7,6,7,5288.662,5499.714000000001
352409,188.21371976578,0.11699461675394,7,7,7,11202.295999999998,11205.741999999998
314633,154.53457056918,41.392184577944,7,6,7,18508.087,23026.917
314492,154.59884795345,41.382313021664,7,6,7,18508.087,23026.917
314529,154.62949642721,41.445332515967,7,6,7,18508.087,23026.917
314456,154.61159223479,41.417347595967,7,6,7,18508.087,23026.917
314482,154.57843337893,41.432186358504,7,6,7,18508.087,23026.917
357216,185.80518738825,11.357015169753,7,7,7,21328.871,21840.302000000003
34990,184.85258983182,5.8515345486141,7,7,7,8875.643,9253.74
314489,154.59628758102,41.420144931137,7,6,7,18508.087,23026.917
314494,154.59047516068,41.435819356128,7,6,7,18508.087,23026.917
368751,190.97064271718,11.553393108205,7,7,7,15682.003999999999,16232.525000000001
314496,154.59566440657,41.461530744637,7,6,7,18508.087,23026.917
368713,190.9770172928,11.544882289815,7,7,7,15682.003999999999,16232.525000000001
314639,154.52864418673,41.406460759977,7,6,7,18508.087,23026.917
314527,154.6386823469,41.40619393453,7,6,7,18508.087,23026.917
314614,154.55913285005,41.392143987344,7,6,7,18508.087,23026.917
314612,154.57177284765,41.395089031967,7,6,7,18508.087,23026.917
41213,184.81992347011,5.8307439076689,7,7,7,8875.643,9253.74
93126,28.735354613901,-9.0237225053275,7,7,7,3409.868,3493.9929999999995
314595,154.55021568958,41.406019951198,7,6,7,18508.087,23026.917
306140,128.38014452981,-22.980849852538,7,7,7,6022.241999999999,6312.832
366958,192.2824227787,-11.413606360359,6,6,6,4563.579,4571.309
319826,147.4905380069,-25.00529549244,6,6,6,2311.8149999999996,2621.906
157334,51.52348081679,-21.349484866684,6,5,6,3152.215,3264.9949999999994
69762,124.95957415663,20.983573196836,6,6,6,2866.86,2895.979
157272,51.506501286863,-21.339189965592,6,5,6,3152.215,3264.9949999999994
276227,162.10825973668,-25.173011227803,6,5,5,23775.203,23812.033
32697,32.40676251532,35.790846747009,6,6,6,1652.642,1658.951
324078,207.25020343562,60.201807590912,6,6,6,2797.23,2876.246
348297,188.03455547199,14.409260399974,6,6,6,10554.299,10695.991
340468,226.7822348144,1.5197652167985,6,6,6,6924.544,7114.667000000001
348315,188.02586665428,14.389061635551,6,6,6,10554.299,10695.991
350774,189.12744885664,25.947717192826,6,6,6,6178.941999999999,6214.577999999999
128457,13.369334745043,-8.768775137752,6,4,4,17810.278,17386.336
35066,190.94716335231,11.592687782633,6,6,6,14890.767,15430.193000000001
348319,188.02711557874,14.375261173493,6,6,6,10554.299,10695.991
350708,189.1145096694,25.959230164184,6,6,6,6178.941999999999,6214.577999999999
43779,190.95210939968,11.588633623538,6,6,6,14890.767,15430.193000000001
38886,190.96545612732,11.566139398673,6,6,6,14890.767,15430.193000000001
27999,124.97030522057,20.985624496267,6,6,6,2866.86,2895.979
348005,187.9957737279,14.455455197037,6,6,6,10554.299,10695.991
223634,252.79408987085,-58.998946617414,5,5,5,9051.075,9155.027
223657,252.76434482915,-58.996918066186,5,5,5,9051.075,9155.027
52164,192.11411405133,8.4677621935048,5,5,5,19245.341,19313.02
58470,190.86147802654,11.587590039803,5,5,5,13397.694,13923.307
358828,185.4259917309,14.587827385271,5,5,5,32092.182,31902.260000000002
358966,185.40021036126,14.595718991191,5,5,5,32092.182,31902.260000000002
13755,221.23811088411,1.9207042927405,5,5,5,2994.0239999999994,3020.59
366033,192.09890363145,8.4792814423386,5,5,5,19245.341,19313.02
358809,185.42340860285,14.593895789829,5,5,5,32092.182,31902.260000000002
366059,192.08623485188,8.4886703666689,5,5,5,19245.341,19313.02
362252,196.07929305738,-30.508894469803,5,5,5,3075.094,3113.258
48826,221.23274490736,1.9390521867024,5,5,5,2994.0239999999994,3020.59
366031,192.09598625478,8.4676903815843,5,5,5,19245.341,19313.02
325383,205.74042058384,-48.161696077424,5,5,5,8389.994999999999,8576.297
66837,109.15948913371,-62.336796760962,5,5,5,2741.58,2773.088
20240,221.23807936073,1.9668724408808,5,5,5,2994.0239999999994,3020.59
21415,221.22774179231,1.9878414860952,5,5,5,2994.0239999999994,3020.59
366088,192.11033994226,8.4987825086285,5,5,5,19245.341,19313.02
43250,190.86634828986,11.567087899993,5,5,5,13397.694,13923.307
58875,190.8683614038,11.57818345618,5,5,5,13397.694,13923.307
331434,200.92575728666,31.648506974077,5,5,5,2617.163,2639.5779999999995
64848,190.68452800297,11.45414522001,5,5,5,13397.694,13923.307
34780,190.8981877844,11.602349933548,5,5,5,13397.694,13923.307
41751,190.87440611797,11.55507666627,5,5,5,13397.694,13923.307
368805,190.99859195776,13.132104151719,4,4,4,13205.777,13509.641
239871,357.84398601906,20.110729951598,4,4,4,1091.597,1097.7259999999999
350462,189.42472198749,11.851127353371,4,4,4,24716.783,21247.571
368752,190.97048759544,13.144822249235,4,4,4,13205.777,13509.641
31024,296.21240916564,-54.456872371253,4,4,4,2403.389,2428.827
275804,162.35519019153,32.774849475098,4,4,4,2437.6340000000005,2343.0690000000004
368778,191.01367564291,13.113281354545,4,4,4,13205.777,13509.641
267464,308.27467972155,-2.0359671492174,4,3,4,14102.518999999998,13913.963
239945,357.86436018691,20.11433645617,4,4,4,1091.597,1097.7259999999999
367300,190.70169162626,13.261940112882,4,4,4,13205.777,13509.641
367285,190.71361200722,13.244433685518,4,4,4,13205.777,13509.641
368758,190.96561562217,13.13762335171,4,4,4,13205.777,13509.641
67940,107.45700789406,-27.576442697757,3,3,3,2059.967,2088.563
97836,20.991572770699,33.910984280365,3,3,3,11391.544000000002,11508.269
68035,107.44494822678,-27.569344620405,3,3,3,2059.967,2088.563
149492,81.665201840531,-63.750221753374,3,3,3,19514.536,19875.262
22268,132.04196897434,74.093542593188,3,3,3,1684.805,1707.637
287286,174.93438874663,31.942516618753,3,3,3,7850.914,7279.998
149509,81.675693030562,-63.755751523346,3,3,3,19514.536,19875.262
149713,81.713365597457,-63.773357618973,3,3,3,19514.536,19875.262
46442,132.03431524884,74.08066352955,3,3,3,1684.805,1707.637
71470,100.76308602418,-74.236295228346,3,3,3,2024.673,2140.6440000000002
63570,300.87428310261,-55.965241532748,3,0,3,0.0,4706.204
152628,82.280319520465,-39.416753708169,3,3,3,7229.674,7346.409
33262,338.95073599925,-26.024976342641,2,2,2,3547.59,3549.5209999999997
16132,194.75320420511,34.84635993137,2,2,2,1652.004,1674.9199999999998
16088,194.75724598503,34.853923367536,2,2,2,1652.004,1674.9199999999998
41140,9.4267236215869,-33.713909751272,2,2,2,5388.036,5448.729
140773,73.325683501085,-3.0081730316779,2,2,2,2458.255,2484.741
132990,76.295875234099,-37.979775242812,2,2,2,5883.051,6109.546
132977,76.290662899722,-37.96354178664,2,2,2,5883.051,6109.546
132874,76.314754731385,-37.974778304,2,2,2,5883.051,6109.546
19102,194.76651103602,34.887085327442,2,2,2,1652.004,1674.9199999999998
21337,28.27677857202,-13.76069942091,2,2,2,2671.809,2735.1800000000003
75939,125.34418539805,20.913414777287,2,2,2,1199.996,1211.317
359243,185.09262828885,29.303899475877,2,2,2,1083.3110000000001,1095.676
315464,151.79284688191,12.647180246491,2,2,2,3874.374,3848.9750000000004
29739,338.93802383393,-26.081015825218,2,2,2,3547.59,3549.5209999999997
130890,14.442397778619,-27.497866099975,2,2,2,1935.0639999999999,2005.2399999999998
29749,244.01702933026,-22.623965184563,2,2,2,549.352,603.396
113227,9.4134735487159,-33.713733027563,2,2,2,5388.036,5448.729
105368,37.755202210764,-44.428720910436,2,2,2,1450.3319999999999,1460.795
105087,37.912365476101,-44.527971370561,2,2,2,1450.3319999999999,1460.795
125982,20.312994001502,3.865150516626,2,2,2,1696.0900000000001,1699.926
362325,195.5826707993,-15.76743498634,2,2,2,1207.7730000000001,1221.022
337715,221.35710059319,-20.687302214595,2,2,2,2104.661,2121.1580000000004
340331,227.04818675997,1.2478135139213,2,2,2,848.177,859.538
357691,186.34656427179,4.9281173478013,1,1,1,989.73,990.382
357667,186.30983394843,4.9143669756821,1,1,1,989.73,990.382
357632,186.31377446921,4.9287160096298,1,1,1,989.73,990.382
357698,186.343788292,4.9204791073953,1,1,1,989.73,990.382
50865,9.6879648855953,48.260499335794,1,1,1,3872.157,3873.761
116550,9.8277210637896,48.369401895591,1,1,1,3872.157,3873.761
116316,9.7459942782812,48.381631463213,1,1,1,3872.157,3873.761
97272,23.746466347603,-41.422672874383,1,1,1,5909.143,5989.638
370399,193.17925577975,15.862501704734,1,1,1,78.102,78.007
100729,23.779588797498,-41.434747445317,1,1,1,5909.143,5989.638
100743,23.764491269343,-41.43745394786,1,1,1,5909.143,5989.638
112841,9.6258096541387,48.324707813896,1,1,1,3872.157,3873.761
112887,9.6688416867612,48.375388731999,1,1,1,3872.157,3873.761
116254,9.7370870871828,48.41742180795,1,1,1,3872.157,3873.761
116290,9.7298475649871,48.287273487946,1,1,1,3872.157,3873.761
116292,9.743530939661,48.422557098305,1,1,1,3872.157,3873.761
116295,9.7611435812676,48.319880626212,1,1,1,3872.157,3873.761
116301,9.7605063045002,48.423409647137,1,1,1,3872.157,3873.761
116325,9.7525074660083,48.321585870349,1,1,1,3872.157,3873.761
116524,9.7695326577597,48.295430426006,1,1,1,3872.157,3873.761
116326,9.7568350597603,48.329481497265,1,1,1,3872.157,3873.761
116361,9.6748095192904,48.34215721365,1,1,1,3872.157,3873.761
116368,9.6779053715376,48.297537509698,1,1,1,3872.157,3873.761
116370,9.6797385446243,48.332603596479,1,1,1,3872.157,3873.761
116381,9.7079154745402,48.320171040615,1,1,1,3872.157,3873.761
116390,9.7169988970442,48.286370300442,1,1,1,3872.157,3873.761
116413,9.7043807552939,48.382608227465,1,1,1,3872.157,3873.761
116414,9.7687273695754,48.378944870926,1,1,1,3872.157,3873.761
116439,9.8334205554471,48.378296409202,1,1,1,3872.157,3873.761
116486,9.859356952457,48.36531770069,1,1,1,3872.157,3873.761
116505,9.780554893877,48.27830097832,1,1,1,3872.157,3873.761
116536,9.7954678548098,48.353374701989,1,1,1,3872.157,3873.761
371904,9.8158055726258,48.330868217813,1,1,1,3872.157,3873.761
268824,306.89868703675,-47.036940331816,1,1,1,2896.748,2976.168
333190,204.42118114071,8.8846005987251,1,1,1,410.149,416.206
319271,141.13685343389,-63.252068223224,1,1,1,1079.186,1132.187
56162,59.395323983576,-46.202263635622,1,1,1,211.755,223.053
166296,59.37382489646,-46.200102511024,1,1,1,211.755,223.053
277616,166.56338000532,-18.254254674311,1,1,1,4215.16,4224.767
333148,204.36807599179,8.9055170047786,1,1,1,410.149,416.206
281332,155.64318397226,43.849633149694,1,1,1,826.453,852.48
32643,9.760291505021,48.402912871721,1,1,1,3872.157,3873.761
283782,161.06027959983,6.7615703671517,1,1,1,1835.238,1834.93
54932,9.7970394115035,48.381257262642,1,1,1,3872.157,3873.761
333271,204.37123352721,8.8940132015723,1,1,1,410.149,416.206
333282,204.37546394175,8.8757284133214,1,1,1,410.149,416.206
50629,9.6949376627963,48.307593709178,1,1,1,3872.157,3873.761
333286,204.37813936616,8.9099691324752,1,1,1,410.149,416.206
333336,204.39397040839,8.8724301310101,1,1,1,410.149,416.206
352463,188.47748324012,15.357375991765,1,1,1,2475.158,2480.503
44778,9.7873523606667,48.411558031528,1,1,1,3872.157,3873.761
319846,147.49261827688,-73.919519914685,0,0,0,0.0,0.0
320850,148.28650403735,7.8664798892728,0,0,0,0.0,0.0
319845,147.492922075,-73.926901635828,0,0,0,0.0,0.0
319844,147.49458827744,-73.903355260383,0,0,0,0.0,0.0
159945,39.878808834276,-34.402219159701,0,0,0,0.0,0.0
319693,147.56896183523,-73.93607266591,0,0,0,0.0,0.0
319663,147.57962906255,-73.925467560421,0,0,0,0.0,0.0
318639,140.40823935152,75.121406314899,0,0,0,0.0,0.0
325580,205.89249463591,-38.169838683689,0,0,0,0.0,0.0
316113,152.18450720667,12.314778099732,0,0,0,0.0,0.0
316131,152.19228550679,12.33513564773,0,0,0,0.0,0.0
327678,207.81779896989,-33.813047141091,0,0,0,0.0,0.0
327583,207.97245537904,64.370419831522,0,0,0,0.0,0.0
