source_name,source_ra,source_dec,n_obs,n_obs_uvot,n_obs_xrt,total_uvot_exp,total_xrt_exp
2CXO J095532.9+690033 ,148.88733120397774,69.00933896191995,825,815,821,994327.7239999999,1000763.8449999999
2CXO J095533.1+690354 ,148.888158925,69.0652700066,823,813,819,991891.412,998278.7289999999
2CXO J095310.1+690002 ,148.29224932600687,69.00059433239761,636,628,634,668174.52,673345.9099999999
2CXO J010937.7-455350 ,17.407277817400313,-45.89723649771103,633,630,633,1198769.653,1199308.878
2CXO J011007.5-455553 ,17.531334447966003,-45.931666630851474,630,627,630,1196647.207,1197160.643
2CXO J011020.8-455118 ,17.586756302317667,-45.85506151763603,630,627,630,1196647.207,1197160.643
2CXO J010955.5-455551 ,17.48126142162039,-45.93098572872612,630,627,630,1196647.207,1197160.643
2CXO J010953.8-455627 ,17.47427343746051,-45.94099753890153,630,627,630,1196647.207,1197160.643
2CXO J010952.2-455526 ,17.46766589832538,-45.923987538087886,630,627,630,1196647.207,1197160.643
2CXO J010946.4-454656 ,17.443392747546,-45.7822734196689,630,627,630,1196647.207,1197160.643
2CXO J151558.6+561810 ,228.9942569787188,56.3029121848044,549,543,548,965456.173,969445.692
2CXO J031819.9-662910 ,49.58322009304925,-66.48637786877732,518,507,516,612163.8160000001,615632.658
2CXO J031738.6-663303 ,49.41120284389535,-66.55099217374018,518,507,516,612163.8160000001,615632.658
2CXO J140319.6-412258 ,210.83174726946572,-41.38297478447225,504,150,502,143469.58000000002,708356.5920000001
2CXO J121032.5+392420 ,182.63570810667977,39.40577111813041,494,490,494,482414.146,566617.8509999999
2CXO J003915.8-511701 ,9.81587938717604,-51.283703402299544,470,455,470,820714.0660000001,903714.174
2CXO J230307.9+084233 ,345.7832920869628,8.709358784430323,453,451,451,433716.62600000005,439502.642
2CXO J230246.6+084818 ,345.69451052397426,8.805114309536794,453,451,451,433716.62600000005,439502.642
2CXO J230250.9+084122 ,345.7122093851119,8.68966314574815,453,451,451,433716.62600000005,439502.642
2CXO J230252.0+084135 ,345.7170208829948,8.69325199002005,453,451,451,433716.62600000005,439502.642
2CXO J133632.7-335811 ,204.1365675411489,-33.96983219636131,443,436,443,432850.171,448047.995
2CXO J133640.0-335824 ,204.1669532707432,-33.973340104477025,440,433,440,429458.652,444650.6
2CXO J095550.1+694046 ,148.9589514830144,69.67949463619874,439,438,439,877083.684,891739.022
2CXO J095551.2+694043 ,148.96364702419714,69.67885416874748,439,438,439,877083.684,891739.022
2CXO J133639.0-335756 ,204.16266202079714,-33.96582134560612,435,428,435,424296.592,439480.673
2CXO J133639.4-335713 ,204.16428327075073,-33.95367098572392,397,390,397,386427.279,401427.98600000003
2CXO J133644.1-335707 ,204.18379662366146,-33.95219757087667,354,348,354,342393.11,357585.51900000003
2CXO J235727.4-324300 ,359.3642416601276,-32.71690127900288,350,348,350,572719.981,574900.39
2CXO J132950.6+471155 ,202.46120605191766,47.19867155431564,312,298,312,576087.852,587684.781
2CXO J132953.7+471435 ,202.47384183672943,47.24328343956092,312,298,312,576087.852,587684.781
2CXO J133007.5+471106 ,202.53150015257074,47.18505658713685,312,298,312,576087.852,587684.781
2CXO J133001.0+471343 ,202.50421685888932,47.228885935543275,312,298,312,576087.852,587684.781
2CXO J132959.0+471318 ,202.49612767391795,47.221807845238,312,298,312,576087.852,587684.781
2CXO J133647.1-335657 ,204.19651664872413,-33.94932048376174,311,305,311,300273.595,315295.37700000004
2CXO J151250.5-090559 ,228.2106212383884,-9.09993000444254,282,278,281,500149.58600000007,515065.15300000005
2CXO J151250.6-090602 ,228.21087360096521,-9.10056854841644,282,278,281,500149.58600000007,515065.15300000005
2CXO J151250.6-090603 ,228.21113237286977,-9.101086333966594,282,278,281,500149.58600000007,515065.15300000005
2CXO J122548.8+333248 ,186.4535934939879,33.546910189623816,260,256,260,336022.507,352127.89
2CXO J140414.2+542604 ,211.05917873416763,54.43459175046563,250,246,249,468666.217,522435.1599999999
2CXO J140303.9+542735 ,210.76644483155212,54.45973686307292,248,244,247,448378.351,502464.48199999996
2CXO J043311.0+052115 ,68.29620974556155,5.354387150860702,235,230,235,322393.156,331954.32999999996
2CXO J043310.8+052115 ,68.29517244677493,5.354217767353375,235,230,235,322393.156,331954.32999999996
2CXO J081928.9+704219 ,124.87076727567245,70.70538751619638,233,231,233,289898.367,290880.01
2CXO J140228.2+541626 ,210.6177113369581,54.274162654953905,227,223,226,422369.83499999996,476026.89
2CXO J090353.8-322642 ,135.9742986710196,-32.44500580779521,224,214,224,278980.84699999995,275773.225
2CXO J234704.8+514218 ,356.7701535668033,51.70501809179385,224,219,224,334347.28,366156.771
2CXO J125612.9+565214 ,194.05407046490404,56.870772362839276,187,185,187,180843.262,181008.34999999998
2CXO J125614.2+565225 ,194.05931086222154,56.873650259645906,187,185,187,180843.262,181008.34999999998
2CXO J125613.9+565226 ,194.05818353477298,56.874105066478485,187,185,187,180843.262,181008.34999999998
2CXO J141312.1-652013 ,213.3005789909738,-65.33720695922072,180,154,177,231091.168,232613.87699999998
2CXO J141309.9-652020 ,213.2914764694824,-65.3391440335226,180,154,177,231091.168,232613.87699999998
2CXO J141310.0-652044 ,213.2918371073115,-65.34567907085832,178,153,175,226150.65899999999,228579.641
2CXO J021045.8-510104 ,32.69113118719304,-51.017827762102954,178,160,178,203171.527,231186.682
2CXO J021046.1-510101 ,32.69247821501085,-51.01721663558552,178,160,178,203171.527,231186.682
2CXO J033334.1-361102 ,53.3922924142355,-36.184032421808425,145,143,144,310850.351,323995.763
2CXO J033334.6-360936 ,53.39422358526616,-36.16015254490303,145,143,144,310850.351,323995.763
2CXO J033341.8-360731 ,53.424302754748794,-36.12538892083997,145,143,144,310850.351,323995.763
2CXO J033338.0-360935 ,53.4084132852617,-36.15973422433168,145,143,144,310850.351,323995.763
2CXO J033336.3-360825 ,53.40151179434321,-36.140406310316266,145,143,144,310850.351,323995.763
2CXO J033340.2-360726 ,53.41782011085195,-36.12407526732046,145,143,144,310850.351,323995.763
2CXO J094548.1-142206 ,146.45077299984655,-14.368531728974627,126,125,126,230728.59,232628.52599999998
2CXO J094541.9-141934 ,146.42465716856793,-14.326377550363636,126,125,126,230728.59,232628.52599999998
2CXO J094542.7-141948 ,146.4279452636186,-14.330096481311795,126,125,126,230728.59,232628.52599999998
2CXO J094548.4-142205 ,146.45180825495544,-14.368141431556612,126,125,126,230728.59,232628.52599999998
2CXO J094547.8-142201 ,146.44951247012602,-14.36714729629245,126,125,126,230728.59,232628.52599999998
2CXO J022310.6+425906 ,35.79427600921804,42.985206730023144,123,122,123,210618.152,215810.022
2CXO J022311.7+425934 ,35.799158195989435,42.992990340321086,123,122,123,210618.152,215810.022
2CXO J022311.8+430009 ,35.79948627673002,43.00266484743287,123,122,123,210618.152,215810.022
2CXO J022311.5+425932 ,35.79821198423707,42.99243554249241,123,122,123,210618.152,215810.022
2CXO J022315.2+425902 ,35.81353609689518,42.983969806454546,123,122,123,210618.152,215810.022
2CXO J022311.4+425931 ,35.797551406798675,42.99205129898032,123,122,123,210618.152,215810.022
2CXO J022312.9+425915 ,35.804017001061084,42.987731315894166,123,122,123,210618.152,215810.022
2CXO J031911.2+412111 ,49.79701188803381,41.35318992364989,121,121,121,218141.70099999997,227292.59499999997
2CXO J143242.2-440939 ,218.1761119956792,-44.16085476845328,121,118,121,196851.40099999998,211421.96099999998
2CXO J143246.1-441112 ,218.19233390388592,-44.186672341773644,121,118,121,196851.40099999998,211421.96099999998
2CXO J031858.0+412812 ,49.74205560261066,41.47002099813712,118,118,118,216133.62099999998,225254.18899999998
2CXO J031954.1+413348 ,49.97555990568719,41.56347077316718,115,115,115,202486.93600000002,211676.509
2CXO J031922.3+412545 ,49.843321078538,41.429295680965794,115,115,115,209400.72600000002,218500.37999999998
2CXO J031956.0+413315 ,49.983729148647626,41.55430255875351,115,115,115,202486.93600000002,211676.509
2CXO J032000.9+413313 ,50.003753554756656,41.55387032444334,115,115,115,202486.93600000002,211676.509
2CXO J032006.1+413747 ,50.025535430945865,41.62991693011132,115,115,115,203292.97999999998,212536.38899999997
2CXO J032015.5+412355 ,50.06488289448532,41.398656103078785,114,114,114,201657.16199999998,210839.07499999998
2CXO J031751.1+412703 ,49.46295226098971,41.45088310882027,114,114,114,215223.316,222434.60799999998
2CXO J031948.2+413042 ,49.95102938880001,41.511866211400005,114,114,114,201657.16199999998,210839.07499999998
2CXO J031948.1+413046 ,49.95071719682937,41.512929855753534,114,114,114,201657.16199999998,210839.07499999998
2CXO J031948.1+413042 ,49.9505728803,41.511721049200005,114,114,114,201657.16199999998,210839.07499999998
2CXO J031947.9+413052 ,49.949916284379924,41.514552530610956,114,114,114,201657.16199999998,210839.07499999998
2CXO J031948.0+413101 ,49.9503426928477,41.517191440997514,114,114,114,201657.16199999998,210839.07499999998
2CXO J032021.7+413825 ,50.090511549144935,41.640313482303895,114,114,114,201638.30599999998,210828.98199999996
2CXO J031959.0+412846 ,49.99603640345646,41.479594332091985,114,114,114,201657.16199999998,210839.07499999998
2CXO J031951.4+413424 ,49.96457151946959,41.573609090265,113,113,113,200631.39899999998,209801.8
2CXO J031951.1+413427 ,49.96310334564686,41.57417553440308,113,113,113,200631.39899999998,209801.8
2CXO J031926.7+413226 ,49.86138347445274,41.54055606573089,113,113,113,206207.53399999996,215238.414
2CXO J031934.2+413450 ,49.89266615484854,41.580610892606835,113,113,113,201323.009,210541.84
2CXO J031921.3+412926 ,49.83889726919767,41.49080881114981,113,113,113,206207.53399999996,215238.414
2CXO J031937.5+413758 ,49.90638551413514,41.632911333111615,113,113,113,201323.009,210541.84
2CXO J032050.7+413559 ,50.21130639667183,41.59987034316195,112,112,112,197331.03199999998,206502.843
2CXO J031816.2+414403 ,49.56771142294036,41.734380324430006,112,112,112,191805.4,198547.27599999998
2CXO J032057.7+413022 ,50.24080447842931,41.50618722750784,110,110,110,196444.91199999998,205602.67899999997
2CXO J090919.1+330720 ,137.32993530870226,33.12238118919217,109,107,108,480073.2919999999,485186.2210000001
2CXO J203500.7+601130 ,308.75308470865275,60.191881604095556,109,107,109,136731.439,142930.429
2CXO J123741.2+264227 ,189.42166862316037,26.70768272202107,108,108,108,278413.854,289617.04800000007
2CXO J103438.5+393828 ,158.66070983290967,39.641136116055705,107,107,107,101485.40299999998,101899.99299999999
2CXO J130413.8-102126 ,196.05785739572184,-10.357365437369134,106,102,104,159113.717,169979.684
2CXO J130414.0-102050 ,196.05872180763822,-10.347465101302525,105,101,103,158303.394,169142.25
2CXO J090931.8+330805 ,137.38251245408435,33.1347272039791,105,104,104,475745.653,479738.641
2CXO J090931.2+330821 ,137.38008582268162,33.13939462491902,105,104,104,475745.653,479738.641
2CXO J130414.9-102005 ,196.06240184704154,-10.334843965166096,103,99,101,150786.9,161426.398
2CXO J102327.0+195354 ,155.86256031037362,19.898590805197866,103,102,103,145319.16899999997,147529.09199999998
2CXO J130414.3-102022 ,196.05963905756812,-10.339560438998726,102,98,100,149915.124,160528.199
2CXO J120155.6-185214 ,180.4819050241324,-18.870689939971253,99,98,99,203817.16700000002,207251.897
2CXO J120154.3-185209 ,180.4764511340261,-18.869375888664127,99,98,99,203817.16700000002,207251.897
2CXO J022721.5+333500 ,36.839626418257865,33.58351410435815,99,98,99,204943.4,205036.765
2CXO J120152.0-185133 ,180.4670386131528,-18.85917691577201,99,98,99,203817.16700000002,207251.897
2CXO J120150.0-184953 ,180.45841122950924,-18.83159612410111,99,98,99,203817.16700000002,207251.897
2CXO J120153.5-185310 ,180.4729668784105,-18.886159465483626,99,98,99,203817.16700000002,207251.897
2CXO J120151.3-185224 ,180.46386808190698,-18.873569164121196,99,98,99,203817.16700000002,207251.897
2CXO J130418.2-101836 ,196.07617580299996,-10.310110666499995,99,95,97,142678.897,153190.30299999999
2CXO J120154.2-185201 ,180.47614384077883,-18.867023732593026,99,98,99,203817.16700000002,207251.897
2CXO J120154.7-185251 ,180.47826177756895,-18.881006858292324,99,98,99,203817.16700000002,207251.897
2CXO J120154.9-185314 ,180.47907004127967,-18.887342640280263,99,98,99,203817.16700000002,207251.897
2CXO J133705.1-295207 ,204.27142933752054,-29.86866428562015,99,96,97,171330.878,171003.88700000005
2CXO J120156.4-185157 ,180.48511778553382,-18.86592046410377,99,98,99,203817.16700000002,207251.897
2CXO J022727.5+333442 ,36.86468913830333,33.57859095552061,99,98,99,204943.4,205036.765
2CXO J123048.2+122335 ,187.70094084374102,12.39308328143321,98,96,98,113409.67300000001,115513.052
2CXO J123057.4+121621 ,187.73936821563723,12.272561757121435,98,96,98,110307.525,112416.37299999999
2CXO J122117.3+043616 ,185.3220853395477,4.604478716317621,98,98,97,197488.23100000003,202729.388
2CXO J123048.4+122333 ,187.7020739167516,12.392537007885473,98,96,98,113409.67300000001,115513.052
2CXO J123048.6+122332 ,187.70262374643573,12.392344524727273,98,96,98,113409.67300000001,115513.052
2CXO J123048.7+122331 ,187.70299768140194,12.392175777782645,98,96,98,113409.67300000001,115513.052
2CXO J123048.8+122330 ,187.70371262202787,12.391899290816475,98,96,98,113409.67300000001,115513.052
2CXO J123044.6+122201 ,187.6861462696321,12.36698406480059,98,96,98,113409.67300000001,115513.052
2CXO J123049.0+122329 ,187.70439772586337,12.391645553995772,98,96,98,113409.67300000001,115513.052
2CXO J123049.1+122329 ,187.70478554980002,12.3914861553,98,96,98,113409.67300000001,115513.052
2CXO J123049.2+122328 ,187.70524348694505,12.391348447978126,98,96,98,113409.67300000001,115513.052
2CXO J123049.3+122328 ,187.70574329297756,12.391164553397632,98,96,98,113409.67300000001,115513.052
2CXO J123049.4+122327 ,187.70596563214292,12.391068988576222,98,96,98,113409.67300000001,115513.052
2CXO J181950.9+743512 ,274.96241661064596,74.58675448727877,97,97,97,380262.14800000004,385742.859
2CXO J181955.0+743421 ,274.9794103701653,74.57263896544936,97,97,97,380262.14800000004,385742.859
2CXO J181955.7+743448 ,274.9821946306722,74.58001479565051,97,97,97,380262.14800000004,385742.859
2CXO J123050.7+122502 ,187.7116638089268,12.41722358167159,97,95,97,112977.12700000001,115071.644
2CXO J123551.7+275604 ,188.96548443256825,27.934517401359138,97,97,97,154639.352,155781.826
2CXO J222151.1-483738 ,335.4631753681142,-48.627359738690856,96,95,96,261764.396,271304.257
2CXO J123558.5+275742 ,188.99401225204747,27.961713080663117,94,94,94,142001.19799999997,143125.54500000004
2CXO J123557.7+275807 ,188.9907651128707,27.96881483210471,94,94,94,142001.19799999997,143125.54500000004
2CXO J133729.5-295028 ,204.37307279784284,-29.84127500277738,92,89,90,158538.949,158107.715
2CXO J133733.1-295101 ,204.38795430069376,-29.850348621156723,92,89,90,158538.949,158107.715
2CXO J065212.3+742537 ,103.05154375688954,74.42698751983734,89,89,89,164428.66899999997,168872.75400000002
2CXO J124508.6-002742 ,191.28594531231033,-0.46191628429417597,89,87,89,207484.45200000002,218135.136
2CXO J065251.9+742850 ,103.21651193704565,74.480606262929,88,88,88,163362.668,167805.162
2CXO J065257.1+742833 ,103.23812752988215,74.4759545253651,88,88,88,163362.668,167805.162
2CXO J065252.1+742833 ,103.21738394972795,74.47597735930783,88,88,88,163362.668,167805.162
2CXO J065249.0+742922 ,103.20419626099886,74.48955867908089,88,88,88,163362.668,167805.162
2CXO J065250.8+742909 ,103.21173553415451,74.4859904153995,88,88,88,163362.668,167805.162
2CXO J094329.8+092512 ,145.87445756771217,9.420256260400603,85,84,85,244782.22100000002,248315.944
2CXO J161333.0-604923 ,243.387870288567,-60.82306765048712,84,81,83,133479.07499999998,137764.992
2CXO J161335.7-605154 ,243.39899289179812,-60.8652009514987,84,81,83,133479.07499999998,137764.992
2CXO J161335.8-605152 ,243.3992550606597,-60.86467925813347,84,81,83,133479.07499999998,137764.992
2CXO J073455.6-691710 ,113.73184966397588,-69.28636307907756,82,81,82,164674.80399999997,170131.73600000003
2CXO J122251.2+155123 ,185.7136693757402,15.856503969568546,82,79,81,153539.999,155485.068
2CXO J161211.6-604659 ,243.04842734294152,-60.78311093983259,82,80,81,133393.503,137484.80800000002
2CXO J161223.6-605804 ,243.09866397026758,-60.967962024572195,82,79,81,126480.209,130732.72799999999
2CXO J122254.7+154916 ,185.72820625233453,15.821197625977888,82,79,81,153539.999,155485.068
2CXO J122258.6+155124 ,185.74437330794535,15.85671217519658,82,79,81,153539.999,155485.068
2CXO J111858.4+130530 ,169.7437188998124,13.09193773124803,81,80,81,133547.158,136634.845
2CXO J161151.4-603755 ,242.96418921843951,-60.632027631344194,81,79,80,133853.343,137934.47999999998
2CXO J120309.6+443152 ,180.790086550644,44.53126949438068,80,79,80,123462.757,125514.66200000001
2CXO J091722.5+415433 ,139.3439948796629,41.909277514836226,79,77,79,255757.58499999996,258210.779
2CXO J091724.2+415900 ,139.3508895013374,41.98356681697001,79,77,79,255757.58499999996,258210.779
2CXO J091722.7+420000 ,139.3449100009733,42.00010429580137,79,77,79,255757.58499999996,258210.779
2CXO J091721.0+415442 ,139.33769836379167,41.91176781462026,79,77,79,255757.58499999996,258210.779
2CXO J091720.7+415432 ,139.33661990017646,41.909010355183575,79,77,79,255757.58499999996,258210.779
2CXO J091722.9+415959 ,139.34578092379422,41.99986055765232,79,77,79,255757.58499999996,258210.779
2CXO J033713.6-354349 ,54.30668724247022,-35.730331831757816,78,78,78,210778.205,214706.166
2CXO J131519.5+420301 ,198.83128346231945,42.050549663801284,78,78,78,129959.635,131320.54
2CXO J033825.2-352522 ,54.60519679890842,-35.422881615366116,76,76,76,195412.31499999997,199327.86900000004
2CXO J033827.6-352648 ,54.61521735422923,-35.44685641038909,76,76,76,195412.31499999997,199327.86900000004
2CXO J033829.0-352701 ,54.62086473678312,-35.450462768592566,76,76,76,195412.31499999997,199327.86900000004
2CXO J033832.6-352705 ,54.635869687018044,-35.451562652335824,76,76,76,195412.31499999997,199327.86900000004
2CXO J161347.0-605304 ,243.4459974456231,-60.88467581459145,76,73,75,117074.073,120535.20499999999
2CXO J161331.8-610024 ,243.38262976204555,-61.006712919845555,76,73,75,118075.497,122128.097
2CXO J033831.8-352604 ,54.632588114718374,-35.43455717414553,76,76,76,195412.31499999997,199327.86900000004
2CXO J092202.6+505835 ,140.51119284573338,50.97665030888307,75,74,75,94148.518,94755.23600000002
2CXO J033851.9-353539 ,54.71643258248832,-35.594239350875746,75,75,75,194785.392,198694.69300000003
2CXO J033856.2-353454 ,54.73453871887614,-35.58185785684651,75,75,75,194785.392,198694.69300000003
2CXO J033854.7-353500 ,54.72827246248545,-35.58360088060896,75,75,75,194785.392,198694.69300000003
2CXO J033852.0-353559 ,54.7166852297222,-35.59998781941361,75,75,75,194785.392,198694.69300000003
2CXO J033851.5-353542 ,54.71476456483106,-35.595219124200476,75,75,75,194785.392,198694.69300000003
2CXO J033833.3-352302 ,54.63904232805544,-35.38399486064413,74,74,74,193944.62800000003,197848.57
2CXO J123536.8-395450 ,188.9036897156642,-39.914091907968015,74,5,67,8996.153,36627.268
2CXO J123536.6-395433 ,188.90275041416407,-39.90923006479744,74,5,67,8996.153,36627.268
2CXO J123535.3-395438 ,188.89725846467843,-39.91074075772867,74,5,67,8996.153,36627.268
2CXO J033938.8-352509 ,54.91167298383334,-35.419355434639876,72,72,72,192321.256,196212.477
2CXO J034012.4-353740 ,55.051917462824235,-35.62789435456464,72,72,72,192321.256,196212.477
2CXO J112018.3+125900 ,170.07632169374915,12.98354973372455,72,71,72,122363.05500000001,125425.42799999999
2CXO J033938.1-352512 ,54.90900550459992,-35.42004134105269,72,72,72,192321.256,196212.477
2CXO J020615.9-001729 ,31.56657909449558,-0.29143365225154005,71,71,71,96730.04900000003,99798.297
2CXO J121952.9+293645 ,184.97073059237403,29.61256662053564,71,71,71,135699.18499999997,135929.30399999997
2CXO J161354.3-605204 ,243.47638656117283,-60.86778463917776,69,66,68,104778.064,107928.72399999999
2CXO J094253.4+092941 ,145.7227171118451,9.494889745597098,68,68,68,231958.52799999996,234974.53699999998
2CXO J094253.3+092942 ,145.7221697329586,9.495050309084053,68,68,68,231958.52799999996,234974.53699999998
2CXO J094253.1+092924 ,145.72162350894814,9.49006092328652,68,68,68,231958.52799999996,234974.53699999998
2CXO J094253.5+092827 ,145.72308298026235,9.474219933831067,68,68,68,231958.52799999996,234974.53699999998
2CXO J115627.0+550747 ,179.1127921087192,55.12988504039718,67,67,67,130474.238,136331.56
2CXO J115627.8+550745 ,179.11612240409988,55.129410976165204,67,67,67,130474.238,136331.56
2CXO J115628.1+550730 ,179.11736137591242,55.1252680458753,67,67,67,130474.238,136331.56
2CXO J115756.1+552712 ,179.48396419839924,55.453592605108476,67,67,67,132469.22200000004,138324.016
2CXO J132938.6+582505 ,202.4108403453995,58.4182182843403,66,66,66,158103.516,158264.33
2CXO J112020.9+125846 ,170.08710299228835,12.979615392152615,64,63,64,111728.29000000001,114614.649
2CXO J043039.4+004009 ,67.66454426906313,0.6692581264382603,64,64,64,144623.788,146461.99300000002
2CXO J043039.9+003941 ,67.66641298445325,0.6615504945865138,64,64,64,144623.788,146461.99300000002
2CXO J142220.1-002340 ,215.58390028450958,-0.3944923935883671,64,62,64,130983.01999999999,133098.976
2CXO J161357.4-605623 ,243.48940070909396,-60.939992597831534,63,60,62,91515.14,94538.02399999998
2CXO J032305.7-371111 ,50.77384631469971,-37.18647181382876,63,62,63,124505.37400000001,126709.58300000001
2CXO J043040.5+003933 ,67.66893439622584,0.659401011351338,63,63,63,141769.67100000003,143571.063
2CXO J032241.6-371228 ,50.673740548299975,-37.2080005801,62,61,62,124494.38500000001,126697.05600000001
2CXO J032244.2-370613 ,50.684362186578085,-37.10380599247228,62,61,62,123612.193,125809.468
2CXO J121752.4+471204 ,184.46866774409273,47.20132156892001,62,61,61,91885.049,91240.866
2CXO J061626.5-212212 ,94.11055651170614,-21.370146524371627,62,60,62,119800.477,124234.97
2CXO J061626.8-212211 ,94.11183920855478,-21.369832119489196,62,60,62,119800.477,124234.97
2CXO J061627.0-212147 ,94.1126786043568,-21.363195277200557,62,60,62,119800.477,124234.97
2CXO J061618.0-212153 ,94.07511123794802,-21.3647381378971,62,60,62,119800.477,124234.97
2CXO J061625.9-212237 ,94.10832811030537,-21.37713739958402,62,60,62,119800.477,124234.97
2CXO J061625.1-212229 ,94.10491155030729,-21.3748717201142,62,60,62,119800.477,124234.97
2CXO J061623.5-212218 ,94.09799116197087,-21.371882911234394,62,60,62,119800.477,124234.97
2CXO J061630.0-212244 ,94.12515020305221,-21.37914688109163,62,60,62,119800.477,124234.97
2CXO J061623.5-212215 ,94.09830956884002,-21.370885906610834,62,60,62,119800.477,124234.97
2CXO J032241.7-371228 ,50.674143422099974,-37.20778757330001,62,61,62,124494.38500000001,126697.05600000001
2CXO J061622.6-212139 ,94.0943812661007,-21.360865187700384,62,60,62,119800.477,124234.97
2CXO J061622.0-212221 ,94.09185954531785,-21.372737151246454,62,60,62,119800.477,124234.97
2CXO J061620.8-212250 ,94.08685622793979,-21.380824196857777,62,60,62,119800.477,124234.97
2CXO J032251.2-370948 ,50.71349664843126,-37.16359536958029,62,61,62,124494.38500000001,126697.05600000001
2CXO J061620.5-212210 ,94.08553972029722,-21.369696050812745,62,60,62,119800.477,124234.97
2CXO J061619.2-212257 ,94.08025143726525,-21.382754988593057,62,60,62,119800.477,124234.97
2CXO J061618.7-212227 ,94.0782794430769,-21.37433550385122,62,60,62,119800.477,124234.97
2CXO J061615.9-212232 ,94.06627568434243,-21.37573963764586,62,60,62,119800.477,124234.97
2CXO J061618.0-212204 ,94.07501251113388,-21.367887252231636,62,60,62,119800.477,124234.97
2CXO J061616.6-212227 ,94.06943416387173,-21.374340813750777,62,60,62,119800.477,124234.97
2CXO J061616.9-212109 ,94.0705388011612,-21.35273085751963,62,60,62,119800.477,124234.97
2CXO J150052.5+014551 ,225.21915272256365,1.7642889932588308,62,60,61,159857.47900000002,163938.069
2CXO J061617.2-212250 ,94.07185916274602,-21.38069167317806,62,60,62,119800.477,124234.97
2CXO J150105.5+014330 ,225.27330301386723,1.7252421510688278,61,59,60,157633.055,161681.51700000002
2CXO J101651.4+732408 ,154.2143903926128,73.40236259732502,60,59,59,102190.66799999999,100824.15500000001
2CXO J101653.6+732402 ,154.22360602309516,73.40074088345973,60,59,59,102190.66799999999,100824.15500000001
2CXO J024619.8-301602 ,41.5825278337104,-30.267465789161875,58,55,58,64640.037000000004,64654.29400000001
2CXO J024618.2-301655 ,41.57617400172023,-30.28210882825797,58,55,58,64640.037000000004,64654.29400000001
2CXO J024618.9-301628 ,41.57902657988234,-30.274719607175143,58,55,58,64640.037000000004,64654.29400000001
2CXO J024636.6-301938 ,41.65274501588573,-30.32734577990125,58,55,58,64640.037000000004,64654.29400000001
2CXO J024625.0-301719 ,41.604473826487265,-30.28863926131827,58,55,58,64640.037000000004,64654.29400000001
2CXO J024623.8-301401 ,41.5991692054107,-30.233747009336593,58,55,58,64640.037000000004,64654.29400000001
2CXO J164147.8+395904 ,250.44922815510722,39.984715818239025,57,56,57,140738.95700000002,146499.05099999998
2CXO J033506.0-245712 ,53.775164202477356,-24.953595926210642,57,52,57,295376.458,304283.1
2CXO J121857.8+471607 ,184.74107821099733,47.26876735477208,57,56,56,82582.269,81809.587
2CXO J164147.0+395903 ,250.44609843312128,39.98425994526716,57,56,57,140738.95700000002,146499.05099999998
2CXO J164146.8+395903 ,250.44538920505647,39.98427399633244,57,56,57,140738.95700000002,146499.05099999998
2CXO J121857.5+471814 ,184.73961862742522,47.30401171803084,57,56,56,82582.269,81809.587
2CXO J034555.6+680455 ,56.481667977600694,68.08201371547393,56,56,56,166067.34999999998,169202.701
2CXO J033500.3-245438 ,53.75135097599497,-24.9106069641699,55,50,55,290351.36000000004,299257.15499999997
2CXO J033452.7-245527 ,53.71977173367884,-24.924399024482913,55,50,55,290351.36000000004,299257.15499999997
2CXO J033501.3-245559 ,53.755600326654644,-24.93326290169302,55,50,55,290351.36000000004,299257.15499999997
2CXO J033453.4-244731 ,53.72287762335026,-24.792116448178618,54,49,54,285378.922,294245.147
2CXO J160308.1-401922 ,240.7841171866878,-40.32282557253223,53,53,53,65979.028,74104.42400000001
2CXO J114428.3+194406 ,176.11823320160988,19.73516794199789,52,50,52,80473.99999999999,83999.606
2CXO J123644.4+163551 ,189.1851438959594,16.597714784685927,52,51,51,300819.871,303583.497
2CXO J013651.0+154547 ,24.21287611940022,15.76308068798575,51,51,51,104993.728,110897.59599999999
2CXO J134814.7-303303 ,207.06151912022574,-30.551101591128056,50,49,50,130714.28900000002,134182.27899999998
2CXO J100202.8+553858 ,150.51194604087823,55.64967039795803,50,50,50,56075.84999999999,56032.448000000004
2CXO J114449.1+194742 ,176.20484285984116,19.795058235676915,50,49,50,84254.132,87851.732
2CXO J150111.2+014207 ,225.29674441986162,1.7020074683069497,50,48,49,127078.90699999999,130429.71399999998
2CXO J100158.0+554103 ,150.4919996352533,55.684303619483934,50,50,50,56075.84999999999,56032.448000000004
2CXO J120406.0+015048 ,181.0250284958555,1.846775473197223,50,50,50,69239.58600000001,69647.34000000001
2CXO J114446.6+194528 ,176.1942158740128,19.7579418818719,50,49,50,84254.132,87851.732
2CXO J114447.5+194619 ,176.19826454785766,19.772197164908466,50,49,50,84254.132,87851.732
2CXO J100157.8+554047 ,150.491149952,55.67983371440001,50,50,50,56075.84999999999,56032.448000000004
2CXO J061831.8+782141 ,94.63263058013848,78.36147201303281,49,49,49,88638.02299999999,92042.047
2CXO J061914.0+782145 ,94.80837674108204,78.36250588728153,49,49,49,88638.02299999999,92042.047
2CXO J061842.4+782113 ,94.67673140206091,78.35381170216624,49,49,49,88638.02299999999,92042.047
2CXO J061841.5+782113 ,94.67313596052031,78.3538812304418,49,49,49,88638.02299999999,92042.047
