source_name,source_ra,source_dec,n_obs,n_obs_uvot,n_obs_xrt,total_uvot_exp,total_xrt_exp
2CXO J101825.3+215356 ,154.60558237317161,21.89896640103861,24,24,24,27608.531,27920.192
2CXO J062139.7-271401 ,95.41572165792485,-27.23382540890347,24,24,24,79660.421,81707.039
2CXO J062140.4-271243 ,95.41858513584828,-27.21209956723934,24,24,24,79660.421,81707.039
2CXO J131341.4+471756 ,198.4228680103306,47.29913087291586,24,24,24,43671.194,45098.855
2CXO J051655.0+063309 ,79.22931706054919,6.552675014145734,24,24,24,40409.674,40181.369999999995
2CXO J103522.2-244512 ,158.84255073247004,-24.753600641657076,24,24,24,16308.733,16607.061
2CXO J104636.7+134400 ,161.6533075938912,13.733405800897062,24,22,24,21077.498,21616.499
2CXO J104631.4+134503 ,161.6312467013022,13.75097879419446,24,22,24,21077.498,21616.499
2CXO J144524.5+384647 ,221.35211314985145,38.77990794643541,24,23,24,55396.891,55905.346
2CXO J125512.3+000751 ,193.8012929748338,0.13107738250986378,24,24,24,34793.177,35579.871
2CXO J125012.1-413052 ,192.55080655402378,-41.51468619990843,24,24,24,22435.819,23173.322
2CXO J033652.2-352213 ,54.21762790227422,-35.37029466253749,24,24,24,65231.329,66575.015
2CXO J124158.0+322851 ,190.49179255904812,32.48099095477978,24,24,24,32060.892,32468.101000000002
2CXO J101824.8+215338 ,154.60373896051226,21.893961691723597,24,24,24,27608.531,27920.192
2CXO J123959.4-113722 ,189.99779250310348,-11.622836732269196,24,23,24,20048.888,21415.244
2CXO J100259.0+022035 ,150.74606738010687,2.3431096757230714,24,24,24,39472.505999999994,40954.876000000004
2CXO J104631.6+134450 ,161.63196290949043,13.747256101632145,24,22,24,21077.498,21616.499
2CXO J150634.8+013508 ,226.64508507925416,1.585789639848328,24,24,24,35189.599,36292.988
2CXO J062139.2-271311 ,95.41340558633306,-27.21995007242834,24,24,24,79660.421,81707.039
2CXO J114357.5+195713 ,175.98965683126232,19.9537598746716,23,18,23,23953.338000000003,25199.877
2CXO J200719.4-482212 ,301.8308536950699,-48.37000038684939,23,23,23,18968.249999999996,19225.035999999996
2CXO J150600.8+013801 ,226.50336753148008,1.6337625764726378,23,23,23,35526.257999999994,36624.416
2CXO J031816.3+415127 ,49.56829875019861,41.85751874090804,23,23,23,34961.308000000005,37890.703
2CXO J200721.0-482153 ,301.83788743489004,-48.364723222250284,23,23,23,18968.249999999996,19225.035999999996
2CXO J093634.0+232626 ,144.1417906805051,23.44075268995885,23,23,23,43742.687,44746.56599999999
2CXO J234147.2-034002 ,355.44684227281255,-3.667422616494717,23,23,23,84417.78400000001,88501.27799999999
2CXO J125352.8-394252 ,193.47004942734463,-39.71447138999353,23,21,23,53244.66999999999,62299.923
2CXO J101805.6+214956 ,154.5234442680371,21.8323196218825,23,23,23,26412.915999999997,26722.149999999994
2CXO J101804.3+214931 ,154.5179564448473,21.825522246210934,23,23,23,26412.915999999997,26722.149999999994
2CXO J003933.0+030815 ,9.887697101023491,3.1375467992439683,23,23,23,32684.726,33138.801
2CXO J121856.1+142419 ,184.7337661790334,14.405413622365018,23,23,23,34004.195999999996,34866.01899999999
2CXO J105306.0-401944 ,163.2750516466715,-40.329156093936184,23,1,21,895.167,2121.9130000000005
2CXO J000619.8-413009 ,1.5825296917920468,-41.50253880423962,22,22,22,40334.071,43105.674
2CXO J114402.5+195656 ,176.01073731075053,19.948979452917648,22,21,22,29722.618000000006,30070.481
2CXO J000620.7-412915 ,1.5864804398526644,-41.48755184487275,22,22,22,40334.071,43105.674
2CXO J114402.2+195634 ,176.00919601465455,19.942825435815834,22,21,22,29722.618000000006,30070.481
2CXO J114400.7+200145 ,176.00327961887513,20.029416895851828,22,18,22,25164.930000000004,26006.023999999998
2CXO J000620.2-413005 ,1.584189003392055,-41.50163462770465,22,22,22,40334.071,43105.674
2CXO J111436.9+124905 ,168.65394052397346,12.818176316035105,22,22,22,23765.11,24075.021
2CXO J000619.5-413019 ,1.5813962811659508,-41.50543748149329,22,22,22,40334.071,43105.674
2CXO J102749.8-435426 ,156.9577236792261,-43.90733535933581,22,20,22,18865.406,20019.712999999996
2CXO J102751.2-435418 ,156.96344887440648,-43.905255781676956,22,20,22,18865.406,20019.712999999996
2CXO J102751.2-435413 ,156.9634664784221,-43.903829427532315,22,20,22,18865.406,20019.712999999996
2CXO J091946.8+334458 ,139.94519927549987,33.74944505415734,22,22,22,43875.314,44789.24199999999
2CXO J091941.3+334416 ,139.92241844733974,33.737957600173765,22,22,22,43875.314,44789.24199999999
2CXO J144521.0+384336 ,221.3378527923154,38.726930881187535,22,21,22,45794.79799999999,46296.886
2CXO J130200.1+274657 ,195.50057097807348,27.782723330648633,22,22,22,25785.937,26140.076999999994
2CXO J231613.9-423539 ,349.0580022313418,-42.59427189820835,22,21,22,28469.788000000004,29019.042
2CXO J231613.6-423502 ,349.0567424713156,-42.58390079470154,22,21,22,28469.788000000004,29019.042
2CXO J095523.2+410902 ,148.84689951525064,41.15061189971567,22,20,22,20924.074000000004,21913.721
2CXO J102755.1-435446 ,156.97981063998895,-43.91296873540426,22,20,22,18865.406,20019.712999999996
2CXO J102752.0-435412 ,156.96687447502052,-43.90356117310651,22,20,22,18865.406,20019.712999999996
2CXO J102751.7-435413 ,156.96561329042947,-43.90361468811665,22,20,22,18865.406,20019.712999999996
2CXO J102751.5-435409 ,156.96499865800467,-43.90261511572671,22,20,22,18865.406,20019.712999999996
2CXO J102750.6-435420 ,156.96093736810099,-43.90557103728865,22,20,22,18865.406,20019.712999999996
2CXO J102504.6+171352 ,156.26951094462174,17.231324299776723,22,21,22,45091.577,47367.119999999995
2CXO J104634.5+134340 ,161.64399155428794,13.727810819850589,22,21,22,20644.311999999998,21100.973
2CXO J144514.2+384344 ,221.30922611091637,38.72899183282903,22,21,22,45794.79799999999,46296.886
2CXO J144519.6+384352 ,221.33180453304624,38.731204862828,22,21,22,45794.79799999999,46296.886
2CXO J140143.1+334932 ,210.42986170279323,33.825693797441204,21,21,21,46374.74,46711.47000000001
2CXO J120126.7+615344 ,180.3615032243681,61.89570455912334,21,20,21,25583.410000000003,26351.637999999995
2CXO J105234.7+363803 ,163.14479831079768,36.6341726714611,21,21,21,25861.623999999996,26361.564000000006
2CXO J220417.7+043946 ,331.0738220922062,4.662822766581636,21,4,20,3767.8410000000003,6225.925000000002
2CXO J220417.6+044002 ,331.0735384449731,4.667307623375233,21,4,20,3767.8410000000003,6225.925000000002
2CXO J102751.2-435358 ,156.96349904222166,-43.899587052177274,21,19,21,18134.971999999998,19282.574
2CXO J102511.5+171521 ,156.29808940900944,17.25586662233857,21,20,21,44443.977999999996,46712.719
2CXO J102752.5-435349 ,156.96899465083106,-43.897177561853724,21,19,21,18134.971999999998,19282.574
2CXO J114400.9+195746 ,176.00406253897927,19.962870783341216,21,18,21,23953.338000000003,24482.93
2CXO J031815.6+415127 ,49.5652647008057,41.85769727475655,21,21,21,33211.104999999996,35833.439999999995
2CXO J105233.8+363615 ,163.14113703276269,36.6043676898162,21,21,21,25861.623999999996,26361.564000000006
2CXO J223620.4+335906 ,339.08530415630673,33.98501412959629,21,21,21,72352.331,69773.02599999998
2CXO J185806.7-490040 ,284.5280763872903,-49.01114512599485,20,18,20,35985.44700000001,38337.78400000001
2CXO J021404.0+275239 ,33.51700635834516,27.877626037977322,20,20,20,14545.842999999999,14883.905
2CXO J114359.0+200437 ,175.99583457136578,20.077167197228476,20,16,20,23787.128,24616.990999999995
2CXO J003919.7+031945 ,9.832381504504383,3.3293745993169144,20,20,20,31329.132,31764.708
2CXO J042908.2-534940 ,67.28418151770722,-53.82791852022013,20,18,20,24634.457,25591.810999999998
2CXO J025750.2+060310 ,44.459406731048034,6.052956679325518,20,20,20,10620.662999999999,10725.560000000003
2CXO J003918.5+031952 ,9.827496719007343,3.3312845793068173,20,20,20,31329.132,31764.708
2CXO J003404.3-094248 ,8.518233768263428,-9.71334516464288,20,19,20,42399.956,42723.267
2CXO J003358.1-094222 ,8.492165102695083,-9.706177529744968,20,19,20,42399.956,42723.267
2CXO J042906.9-534936 ,67.27912089389326,-53.82678253514133,20,18,20,24634.457,25591.810999999998
2CXO J042939.4-535247 ,67.41425701085643,-53.879738895060164,20,18,20,24634.457,25591.810999999998
2CXO J003918.8+031952 ,9.828408499006287,3.33116471767577,20,20,20,31329.132,31764.708
2CXO J042922.0-534550 ,67.34204012433258,-53.76411415971579,20,18,20,24634.457,25591.810999999998
2CXO J003404.5-094239 ,8.519128349691869,-9.710967359864863,20,19,20,42399.956,42723.267
2CXO J042852.5-535123 ,67.21893991407688,-53.85665293342353,20,18,20,24634.457,25591.810999999998
2CXO J042857.8-535238 ,67.2411540818988,-53.87731515963878,20,18,20,24634.457,25591.810999999998
2CXO J233614.0+020918 ,354.0586273988134,2.1551639380762175,20,19,20,21196.842,23247.833000000002
2CXO J233614.1+020917 ,354.05889050587894,2.1548374054948423,20,19,20,21196.842,23247.833000000002
2CXO J003408.4-094140 ,8.535084675803148,-9.694710978921647,20,19,20,42399.956,42723.267
2CXO J125805.6+281433 ,194.52342209257017,28.242650952699552,20,20,20,28539.525,28513.355000000003
2CXO J031813.7+415111 ,49.55737746760644,41.85316578522573,20,20,20,32105.319999999996,34699.490999999995
2CXO J003917.1+031940 ,9.821395305608405,3.32789369597784,20,20,20,31329.132,31764.708
2CXO J200820.4-481259 ,302.0853436362024,-48.21656393919234,19,19,19,13831.518,14097.296
2CXO J120401.4+201356 ,181.00603486409614,20.232372366956117,19,3,18,22503.903,25833.801999999996
2CXO J120405.8+201345 ,181.0243470362966,20.22922862972606,19,3,18,22503.903,25833.801999999996
2CXO J120406.2+201406 ,181.0258929722212,20.235126985856965,19,3,18,22503.903,25833.801999999996
2CXO J120408.7+201052 ,181.0365890018852,20.181118480686894,19,3,18,22503.903,25833.801999999996
2CXO J132749.5-293718 ,201.956624782914,-29.621852010060003,19,3,18,1637.087,2467.8179999999998
2CXO J125359.3+262639 ,193.4972265178999,26.44437494835612,19,18,18,44527.995,45456.24999999999
2CXO J004847.1+315725 ,12.196409969093224,31.957011117163507,19,19,19,42355.926999999996,42005.74800000001
2CXO J141952.1+564417 ,214.96729427569778,56.73809439190064,19,19,19,21891.112,22200.966
2CXO J114402.1+195818 ,176.00893634230783,19.971892549522174,19,17,19,22870.005000000005,23206.097999999998
2CXO J114402.6+195822 ,176.01123028370534,19.972898508161492,19,17,19,22870.005000000005,23206.097999999998
2CXO J122517.1+181346 ,186.3215112764001,18.229615577903203,19,18,19,31895.647,34327.087
2CXO J122814.3+442711 ,187.0598565052087,44.453220144398514,19,18,19,27783.879,28134.769
2CXO J005746.8+302152 ,14.445260873157167,30.364679077323224,18,14,18,31404.599000000002,50938.977
2CXO J040234.7+714234 ,60.644637329405214,71.70959373045737,18,18,18,47121.94899999999,47569.187999999995
2CXO J005746.5+302129 ,14.443955481577348,30.358083044939022,18,14,18,31404.599000000002,50938.977
2CXO J005745.0+302014 ,14.43774935925029,30.337374287110904,18,14,18,31404.599000000002,50938.977
2CXO J005744.4+302107 ,14.435204233524871,30.352177404264207,18,14,18,31404.599000000002,50938.977
2CXO J122635.4+090208 ,186.64783910019833,9.035563991186562,18,17,18,30369.025,31229.990999999998
2CXO J074426.4+291610 ,116.11029931353488,29.269499765650878,18,17,18,33635.695,34123.77200000001
2CXO J074409.1+291451 ,116.03801005833708,29.247531001022633,18,17,18,33635.695,34123.77200000001
2CXO J040233.0+714227 ,60.63776239201968,71.70755403558724,18,18,18,47121.94899999999,47569.187999999995
2CXO J040236.2+714148 ,60.651138299670436,71.69682836179908,18,18,18,47121.94899999999,47569.187999999995
2CXO J101738.5+214118 ,154.410443704538,21.688453949552304,18,18,18,24277.34,24579.522999999997
2CXO J043045.0+005203 ,67.68783480680474,0.8675262297286493,18,18,18,38721.594000000005,38848.572
2CXO J043045.4+005149 ,67.68926922877472,0.8636644466725072,18,18,18,38721.594000000005,38848.572
2CXO J144932.6-100947 ,222.38620172989215,-10.163237938200584,18,17,18,12623.094000000001,13035.124
2CXO J133440.7-232645 ,203.6698657013917,-23.446023537712477,18,18,18,42771.732,43391.58099999999
2CXO J133439.6-232647 ,203.6650714784564,-23.446650910417567,18,18,18,42771.732,43391.58099999999
2CXO J005748.5+302113 ,14.452094680720108,30.35367280616816,18,14,18,31404.599000000002,50938.977
2CXO J054843.1-252838 ,87.17973540503004,-25.47734867212984,18,13,18,1487.3710000000003,1930.46
2CXO J222044.6-244001 ,335.18585978506553,-24.66703816183991,18,18,18,22763.771999999997,23006.286
2CXO J005748.8+302108 ,14.453726588203892,30.352443574326607,18,14,18,31404.599000000002,50938.977
2CXO J113349.4+530733 ,173.45619566897437,53.1260915939847,18,17,18,36007.123999999996,35991.958
2CXO J113234.8+530404 ,173.14520374429355,53.067928523096306,18,17,18,36007.123999999996,35991.958
2CXO J040317.4+714317 ,60.82255760364427,71.72139594925231,18,18,18,47121.94899999999,47569.187999999995
2CXO J113449.3+490440 ,173.70550317998925,49.077785327280786,18,18,18,15577.622000000001,15823.688000000002
2CXO J040316.8+714318 ,60.820335590397576,71.72189596624095,18,18,18,47121.94899999999,47569.187999999995
2CXO J040316.5+714318 ,60.818873814146286,71.72194027287648,18,18,18,47121.94899999999,47569.187999999995
2CXO J144928.3-101013 ,222.36802790937963,-10.17054643536546,18,17,18,12623.094000000001,13035.124
2CXO J144930.7-101033 ,222.37800984999285,-10.175999956646821,18,17,18,12623.094000000001,13035.124
2CXO J144932.7-101107 ,222.3863480824515,-10.18545471875561,18,17,18,12623.094000000001,13035.124
2CXO J113450.6+490435 ,173.71098494231796,49.076395617571876,18,18,18,15577.622000000001,15823.688000000002
2CXO J115246.6+440648 ,178.19434161216282,44.11346523872972,18,18,18,28850.55,29651.417
2CXO J005752.3+302039 ,14.46817176043885,30.344357911164913,18,14,18,31404.599000000002,50938.977
2CXO J005750.3+302040 ,14.459921624555193,30.344607495874442,18,14,18,31404.599000000002,50938.977
2CXO J005750.3+302030 ,14.45983302062973,30.341757989979982,18,14,18,31404.599000000002,50938.977
2CXO J040238.4+714241 ,60.6604091564962,71.71157047857783,18,18,18,47121.94899999999,47569.187999999995
2CXO J222045.6-244004 ,335.19030323977324,-24.668037840550607,18,18,18,22763.771999999997,23006.286
2CXO J113447.7+490443 ,173.69913717219504,49.078888231076164,18,18,18,15577.622000000001,15823.688000000002
2CXO J222044.3-244103 ,335.1846497550547,-24.684330361662507,18,18,18,22763.771999999997,23006.286
2CXO J114405.4+195946 ,176.02279172606166,19.996114359082387,18,17,18,24081.597,24397.04
2CXO J205411.0-690212 ,313.5461915365977,-69.03682155886486,18,18,18,14596.344000000001,14796.6
2CXO J205409.7-690234 ,313.54072692061254,-69.04289879064102,18,18,18,14596.344000000001,14796.6
2CXO J051637.1+062706 ,79.15481923938518,6.451804957719521,18,18,18,26305.569,26672.654
2CXO J205409.8-690224 ,313.54087564851113,-69.040210840374,18,18,18,14596.344000000001,14796.6
2CXO J003939.5+032633 ,9.914822710176168,3.442647947664502,18,18,18,29611.296,30042.115
2CXO J122941.0+075744 ,187.42088628264378,7.962318886805421,18,18,18,27141.884000000002,27465.143
2CXO J132752.8-293700 ,201.97002437091965,-29.616708481207898,17,3,16,1637.087,2357.7490000000003
2CXO J044552.8-591456 ,71.47011470420978,-59.24891994435617,17,17,17,37436.549,37721.554
2CXO J044554.2-591410 ,71.47621609755487,-59.236236478478865,17,17,17,37436.549,37721.554
2CXO J121633.7+072743 ,184.14081413485042,7.462165243602513,17,17,17,25161.852,25454.262
2CXO J025741.6+060120 ,44.4234860347006,6.022406858656559,17,17,17,10305.22,10407.119000000002
2CXO J044550.9-591422 ,71.46247224177995,-59.239686515565204,17,17,17,37436.549,37721.554
2CXO J214223.6+122950 ,325.5983671868556,12.497312855670547,17,17,17,18022.469999999998,18411.382999999998
2CXO J044533.9-591442 ,71.39151723641663,-59.245013979735056,17,17,17,37436.549,37721.554
2CXO J025747.3+060139 ,44.44744118342305,6.027721501173007,17,17,17,10305.22,10407.119000000002
2CXO J234705.7+292916 ,356.77382398176064,29.48801773842103,17,17,17,25730.863999999994,26465.766
2CXO J010119.4-095042 ,15.331168316389721,-9.84505972538353,17,0,14,0.0,1520.261
2CXO J223559.4+335853 ,338.99755664759823,33.98154177237068,17,17,17,61621.24999999999,58933.33500000001
2CXO J200925.5-481707 ,302.3566182750526,-48.28554624862846,17,17,16,14395.728,14291.475
2CXO J234704.8+292900 ,356.7701506311946,29.483485440504158,17,17,17,25730.863999999994,26465.766
2CXO J103219.7+274000 ,158.08213320382663,27.666837645558488,17,16,17,13776.562000000002,14070.208
2CXO J223559.2+335716 ,338.9969138998797,33.95451476856334,17,17,17,61621.24999999999,58933.33500000001
2CXO J110548.4-000250 ,166.45195852744428,-0.04728595036832162,17,17,17,14384.870999999997,14704.615
2CXO J223556.6+335756 ,338.98620930089317,33.965639199735485,17,17,17,61621.24999999999,58933.33500000001
2CXO J054838.4-252636 ,87.16025162825633,-25.443444276106778,17,12,17,1413.2740000000001,1855.2489999999998
2CXO J131548.5-163108 ,198.95224292068553,-16.518998600810335,17,17,17,17248.059,17516.877000000004
2CXO J110545.6+000016 ,166.44007546828584,0.004501370941676351,17,17,17,14384.870999999997,14704.615
2CXO J044531.6-591454 ,71.38168035126216,-59.24852135865668,17,17,17,37436.549,37721.554
2CXO J223555.7+335738 ,338.98212609390066,33.96077386819964,17,17,17,61621.24999999999,58933.33500000001
2CXO J223600.7+335801 ,339.00314777495237,33.96711842022449,17,17,17,61621.24999999999,58933.33500000001
2CXO J110546.8-000809 ,166.44512541588927,-0.13585522770501782,17,17,17,14384.870999999997,14704.615
2CXO J051637.1+062652 ,79.15485084404253,6.447986955739723,17,17,17,23469.656,23770.136
2CXO J223551.9+335641 ,338.9664656503089,33.944993475909186,17,17,17,61621.24999999999,58933.33500000001
2CXO J113529.5+490624 ,173.8729783380379,49.10670832937787,17,17,17,14973.272000000003,15197.428
2CXO J051636.6+062619 ,79.15265915248983,6.4388284130607785,17,17,17,21850.498,22118.581
2CXO J020106.4-064856 ,30.276924392758815,-6.815833329677858,17,16,16,28978.513,29685.763
2CXO J132751.2-293707 ,201.9634020029373,-29.618661432872525,17,3,16,1637.087,2357.7490000000003
2CXO J122656.4+150250 ,186.73520198396523,15.047444824564838,17,3,17,11077.051,12570.422
2CXO J031815.5+415150 ,49.564666155606176,41.86395490227632,17,17,17,27700.792,30076.096
2CXO J025741.5+060136 ,44.42316960474852,6.026860085694512,17,17,17,10305.22,10407.119000000002
2CXO J120409.4+202052 ,181.03951942566027,20.347939140470334,17,3,16,22503.903,25741.28
2CXO J223607.0+335829 ,339.0293235556685,33.97492221772844,17,17,17,61621.24999999999,58933.33500000001
2CXO J223603.6+335825 ,339.01525030725224,33.97363588470489,17,17,17,61621.24999999999,58933.33500000001
2CXO J234658.0+292734 ,356.7420201465013,29.459458035915645,17,17,17,25730.863999999994,26465.766
2CXO J223603.5+335833 ,339.01495149319635,33.97589295049625,17,17,17,61621.24999999999,58933.33500000001
2CXO J132754.8-293657 ,201.97857121128493,-29.615969470398788,17,3,16,1637.087,2357.7490000000003
2CXO J234702.0+292848 ,356.7585197581425,29.480211326607503,17,17,17,25730.863999999994,26465.766
2CXO J184040.2-413430 ,280.1676371618097,-41.57508491930516,16,16,16,31147.242999999995,31806.828
2CXO J184107.2-414737 ,280.2800853610479,-41.79386572754756,16,16,16,31147.242999999995,31806.828
2CXO J184107.9-414741 ,280.2831042022,-41.794937155599975,16,16,16,31147.242999999995,31806.828
2CXO J184737.5-631316 ,281.90650436950864,-63.22131627597228,16,16,16,22401.792,22344.399999999998
2CXO J123000.0+082556 ,187.500029339207,8.432386102182496,16,16,16,22001.888,22064.894
2CXO J134943.6+263258 ,207.4319168300632,26.549699000419263,16,16,16,66094.317,64908.990000000005
2CXO J184109.3-414733 ,280.2890732740816,-41.792553775769306,16,16,16,31147.242999999995,31806.828
2CXO J031813.4+415137 ,49.555927224421964,41.86036332882059,16,16,16,26942.446000000004,29291.975
2CXO J150527.5+020654 ,226.36460278247557,2.115130490123703,16,16,16,29298.52,29922.993000000002
2CXO J103845.9+533004 ,159.691660314243,53.50124271424628,16,16,16,35274.79,36038.84
2CXO J103846.5+533038 ,159.69404388175553,53.51055840723028,16,16,16,35274.79,36038.84
2CXO J100008.0+024554 ,150.03349874628316,2.7651253160736884,16,16,16,28019.015,27952.271
2CXO J051707.2+062936 ,79.28035775460239,6.4936044186498405,16,16,16,20555.84,20783.561999999998
2CXO J103844.4+533004 ,159.68528163812812,53.50134155544339,16,16,16,35274.79,36038.84
2CXO J131329.6+363523 ,198.37355819149002,36.58982353084075,16,15,16,28950.152000000002,30057.786
2CXO J103844.6+533007 ,159.68585459448605,53.50207374111132,16,16,16,35274.79,36038.84
2CXO J131329.4+363517 ,198.3726663089518,36.588187287450594,16,15,16,28950.152000000002,30057.786
2CXO J131328.8+363541 ,198.37032516565796,36.59476645907904,16,15,16,28950.152000000002,30057.786
2CXO J103844.7+533003 ,159.68658387659514,53.50105197207095,16,16,16,35274.79,36038.84
2CXO J121216.8+131223 ,183.0701454762043,13.206427754618003,16,16,16,25187.622,25711.398999999998
2CXO J103844.9+533003 ,159.68714028442878,53.50088098612314,16,16,16,35274.79,36038.84
2CXO J131327.4+363538 ,198.3644473878095,36.59394395881072,16,15,16,28950.152000000002,30057.786
2CXO J103845.8+533012 ,159.69109402153254,53.503356038240874,16,16,16,35274.79,36038.84
2CXO J015250.6+361323 ,28.210904531458652,36.22325196400676,16,16,16,20831.662,21558.944
2CXO J012434.8+034729 ,21.145401633555423,3.791583223665638,16,16,16,37005.742,37804.441000000006
2CXO J012433.4+034748 ,21.13955510289486,3.7968124397351333,16,16,16,37005.742,37804.441000000006
2CXO J103846.6+533013 ,159.69419400235574,53.50370704652731,16,16,16,35274.79,36038.84
2CXO J133920.7-314038 ,204.83661478631416,-31.67722701252994,16,16,16,16765.883,17011.927
2CXO J012435.1+034731 ,21.146577715314265,3.791995747093399,16,16,16,37005.742,37804.441000000006
2CXO J120746.1+430736 ,181.94228159267118,43.126889940206006,16,16,16,30530.75,31178.966999999997
2CXO J150526.2+020557 ,226.35936679792553,2.099275853506163,16,16,16,29298.52,29922.993000000002
2CXO J133919.2-314042 ,204.83039551135812,-31.67844264155641,16,16,16,16765.883,17011.927
2CXO J103847.2+533027 ,159.69693913984509,53.50774601285601,16,16,16,35274.79,36038.84
2CXO J103846.7+533013 ,159.69478871655883,53.503735921169294,16,16,16,35274.79,36038.84
2CXO J120703.1+430356 ,181.76304256642175,43.06568134628188,16,16,16,30530.75,31178.966999999997
2CXO J092001.2+010152 ,140.00501429120845,1.0312163176790197,15,14,15,11712.721999999998,11956.661
2CXO J012546.6-012213 ,21.444461997142184,-1.3702954385629484,15,14,15,24430.567000000003,25688.568
2CXO J015118.2+222134 ,27.82611863937575,22.359628554063562,15,11,15,17934.163999999997,26666.813
2CXO J012540.7-012311 ,21.419822635495677,-1.3866264752103135,15,14,15,24430.567000000003,25688.568
2CXO J092002.1+010218 ,140.0091538101076,1.0383745556882003,15,14,15,11712.721999999998,11956.661
2CXO J103642.7-273141 ,159.17815041285257,-27.52818552438497,15,15,15,7869.968,8017.3150000000005
2CXO J012544.1-012722 ,21.43411626466144,-1.4561326784281146,15,14,15,24430.567000000003,25688.568
2CXO J012547.0-012302 ,21.445886221004514,-1.3841052169453005,15,14,15,24430.567000000003,25688.568
2CXO J141311.9-031232 ,213.29984154376837,-3.209104945474861,15,15,15,35578.625,34460.103
2CXO J141314.8-031227 ,213.3119790375149,-3.20763558705208,15,15,15,35578.625,34460.103
2CXO J012545.0-012302 ,21.437840797676756,-1.383911887337727,15,14,15,24430.567000000003,25688.568
2CXO J145133.1-554038 ,222.8880876692665,-55.677376831695,15,14,15,54095.202,59344.12200000001
2CXO J201003.5-481707 ,302.51489262843506,-48.285519133503655,15,15,14,14057.691000000003,13945.484999999999
2CXO J083228.0+523621 ,128.11667365073845,52.60584354879918,15,14,15,14789.635999999999,17401.909
2CXO J121505.0+331150 ,183.77106211293165,33.197373181423956,15,12,14,19683.255000000005,21437.81
2CXO J232646.5+263620 ,351.6940902391832,26.605605715453805,15,15,14,104785.81499999999,102624.60200000003
2CXO J232647.0+263602 ,351.6961220535002,26.6006945098515,15,15,14,104785.81499999999,102624.60200000003
2CXO J091630.2+295547 ,139.12621871387967,29.9297523704693,15,15,15,26089.499,26214.674
2CXO J200954.0-482246 ,302.47513231159917,-48.37966720606893,15,15,14,14057.691000000003,13945.484999999999
2CXO J075914.2+325514 ,119.8092875319964,32.920573024257024,15,13,15,66241.77100000001,102545.51699999998
2CXO J201011.3-481645 ,302.5473307750277,-48.279279233914856,15,15,14,14057.691000000003,13945.484999999999
2CXO J124210.5+331702 ,190.54415649883686,33.2840585063861,15,15,15,24048.716000000004,24542.202000000005
2CXO J012544.3-012246 ,21.43460338126738,-1.3794981401141075,15,14,15,24430.567000000003,25688.568
2CXO J201010.8-481713 ,302.5453239734554,-48.287040352740355,15,15,14,14057.691000000003,13945.484999999999
2CXO J201012.7-481703 ,302.5532574422027,-48.28438548009171,15,15,14,14057.691000000003,13945.484999999999
2CXO J125212.4-132453 ,193.0519310252182,-13.414822506024553,15,14,15,17835.939,17872.922000000002
2CXO J031001.0-203553 ,47.504211035002015,-20.59827894068484,15,15,15,37710.95300000001,38745.07699999999
2CXO J031002.1-203611 ,47.50895416020876,-20.60315455130056,15,15,15,37710.95300000001,38745.07699999999
2CXO J031002.9-203601 ,47.512152052217914,-20.60038636544262,15,15,15,37710.95300000001,38745.07699999999
2CXO J201012.8-481658 ,302.55350825439314,-48.28298814427009,15,15,14,14057.691000000003,13945.484999999999
2CXO J044909.0+450039 ,72.28780481017071,45.010953201793036,15,14,14,6184.096,6052.6630000000005
2CXO J012601.8-012030 ,21.50768448419126,-1.341765753482702,14,13,14,21670.428000000004,22909.876999999997
2CXO J093206.4+082644 ,143.02678668879508,8.445672967293277,14,14,14,37658.876000000004,38385.464
2CXO J093206.2+082629 ,143.02602716943227,8.44158650562489,14,14,14,37658.876000000004,38385.464
2CXO J022814.4+311841 ,37.06021095921784,31.31163070564215,14,13,14,12593.767000000003,12753.654999999997
2CXO J023909.2+405233 ,39.788726853016215,40.875882726024344,14,14,14,13354.597,13717.509
2CXO J200954.9-482400 ,302.4788741990553,-48.40022653654244,14,14,13,13007.456000000002,12889.912
2CXO J012559.1-012025 ,21.496313772982035,-1.3403125524585753,14,13,14,21670.428000000004,22909.876999999997
2CXO J121510.9+203912 ,183.79542138287798,20.653471066642503,14,14,14,11904.379,12075.575
2CXO J095934.2+013705 ,149.89283072212038,1.618253794570778,14,14,14,16725.751,16250.070999999998
2CXO J103133.8-395719 ,157.89116613931446,-39.95533760503989,14,14,14,46342.555,46796.79200000001
2CXO J095934.0+013708 ,149.8918451249512,1.6189747304837496,14,14,14,16725.751,16250.070999999998
2CXO J060133.1-400057 ,90.38804244570838,-40.01603299242657,14,14,14,28999.754999999997,29046.334999999995
2CXO J122859.0+033414 ,187.24595295910808,3.5706358763308037,14,14,14,12775.395000000002,15042.282
2CXO J150756.6+523121 ,226.98604221613175,52.522686767929855,14,14,14,15142.425000000001,14697.026999999998
2CXO J201015.0-481700 ,302.5626633908123,-48.28344234522607,14,14,13,13007.456000000002,12889.912
2CXO J012600.6-012042 ,21.502631703110694,-1.3451838708968435,14,13,14,21670.428000000004,22909.876999999997
2CXO J103133.7-395728 ,157.8907620890833,-39.95785539446939,14,14,14,46342.555,46796.79200000001
2CXO J103133.8-395730 ,157.89121889473665,-39.958381273961606,14,14,14,46342.555,46796.79200000001
