name,length,N_obs,N_bad,N_good,N_UL,simbad_name,xrt_curve,uvot_filter
tab_UL,0,0,0,0,0,NAME_NGC_1365-X1,HARD,V
tab_no_UL,5,5,5,0,0,NAME_NGC_1365-X1,HARD,V
tab_BAD,5,5,5,0,0,NAME_NGC_1365-X1,HARD,V
tab_no_BAD,0,0,0,0,0,NAME_NGC_1365-X1,HARD,V
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,HARD,V
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,HARD,V
tab,4,4,4,0,0,NAME_NGC_1365-X1,SOFT,B
tab_5_sig,4,4,4,0,0,NAME_NGC_1365-X1,SOFT,B
tab_UL,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,B
tab_no_UL,4,4,4,0,0,NAME_NGC_1365-X1,SOFT,B
tab_BAD,4,4,4,0,0,NAME_NGC_1365-X1,SOFT,B
tab_no_BAD,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,B
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,B
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,B
tab,9,9,9,0,0,NAME_NGC_1365-X1,SOFT,U
tab_5_sig,9,9,9,0,0,NAME_NGC_1365-X1,SOFT,U
tab_UL,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,U
tab_no_UL,9,9,9,0,0,NAME_NGC_1365-X1,SOFT,U
tab_BAD,9,9,9,0,0,NAME_NGC_1365-X1,SOFT,U
tab_no_BAD,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,U
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,U
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,U
tab,42,42,42,0,0,NAME_NGC_1365-X1,SOFT,UVM2
tab_5_sig,42,42,42,0,0,NAME_NGC_1365-X1,SOFT,UVM2
tab_UL,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,UVM2
tab_no_UL,42,42,42,0,0,NAME_NGC_1365-X1,SOFT,UVM2
tab_BAD,42,42,42,0,0,NAME_NGC_1365-X1,SOFT,UVM2
tab_no_BAD,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,UVM2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,UVM2
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,UVM2
tab,9,9,9,0,0,NAME_NGC_1365-X1,SOFT,UVW1
tab_5_sig,9,9,9,0,0,NAME_NGC_1365-X1,SOFT,UVW1
tab_UL,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,UVW1
tab_no_UL,9,9,9,0,0,NAME_NGC_1365-X1,SOFT,UVW1
tab_BAD,9,9,9,0,0,NAME_NGC_1365-X1,SOFT,UVW1
tab_no_BAD,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,UVW1
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,UVW1
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,UVW1
tab,5,5,5,0,0,NAME_NGC_1365-X1,SOFT,V
tab_5_sig,5,5,5,0,0,NAME_NGC_1365-X1,SOFT,V
tab_UL,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,V
tab_no_UL,5,5,5,0,0,NAME_NGC_1365-X1,SOFT,V
tab_BAD,5,5,5,0,0,NAME_NGC_1365-X1,SOFT,V
tab_no_BAD,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,V
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,V
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_1365-X1,SOFT,V
tab,48,48,0,48,25,NAME_NGC_300_ULX1,FULL,B
tab_5_sig,48,48,0,48,25,NAME_NGC_300_ULX1,FULL,B
tab_UL,25,25,0,25,25,NAME_NGC_300_ULX1,FULL,B
tab_no_UL,23,23,0,23,0,NAME_NGC_300_ULX1,FULL,B
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,FULL,B
tab_no_BAD,48,48,0,48,25,NAME_NGC_300_ULX1,FULL,B
tab_UL_no_bad,25,25,0,25,25,NAME_NGC_300_ULX1,FULL,B
tab_no_UL_no_bad,23,23,0,23,0,NAME_NGC_300_ULX1,FULL,B
tab,18,18,0,18,4,NAME_NGC_300_ULX1,FULL,U
tab_5_sig,18,18,0,18,4,NAME_NGC_300_ULX1,FULL,U
tab_UL,4,4,0,4,4,NAME_NGC_300_ULX1,FULL,U
tab_no_UL,14,14,0,14,0,NAME_NGC_300_ULX1,FULL,U
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,FULL,U
tab_no_BAD,18,18,0,18,4,NAME_NGC_300_ULX1,FULL,U
tab_UL_no_bad,4,4,0,4,4,NAME_NGC_300_ULX1,FULL,U
tab_no_UL_no_bad,14,14,0,14,0,NAME_NGC_300_ULX1,FULL,U
tab,21,21,0,21,4,NAME_NGC_300_ULX1,FULL,UVM2
tab_5_sig,21,21,0,21,4,NAME_NGC_300_ULX1,FULL,UVM2
tab_UL,4,4,0,4,4,NAME_NGC_300_ULX1,FULL,UVM2
tab_no_UL,17,17,0,17,0,NAME_NGC_300_ULX1,FULL,UVM2
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,FULL,UVM2
tab_no_BAD,21,21,0,21,4,NAME_NGC_300_ULX1,FULL,UVM2
tab_UL_no_bad,4,4,0,4,4,NAME_NGC_300_ULX1,FULL,UVM2
tab_no_UL_no_bad,17,17,0,17,0,NAME_NGC_300_ULX1,FULL,UVM2
tab,28,28,0,28,14,NAME_NGC_300_ULX1,FULL,UVW1
tab_5_sig,28,28,0,28,14,NAME_NGC_300_ULX1,FULL,UVW1
tab_UL,14,14,0,14,14,NAME_NGC_300_ULX1,FULL,UVW1
tab_no_UL,14,14,0,14,0,NAME_NGC_300_ULX1,FULL,UVW1
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,FULL,UVW1
tab_no_BAD,28,28,0,28,14,NAME_NGC_300_ULX1,FULL,UVW1
tab_UL_no_bad,14,14,0,14,14,NAME_NGC_300_ULX1,FULL,UVW1
tab_no_UL_no_bad,14,14,0,14,0,NAME_NGC_300_ULX1,FULL,UVW1
tab,32,32,0,32,19,NAME_NGC_300_ULX1,FULL,UVW2
tab_5_sig,32,32,0,32,19,NAME_NGC_300_ULX1,FULL,UVW2
tab_UL,19,19,0,19,19,NAME_NGC_300_ULX1,FULL,UVW2
tab_no_UL,13,13,0,13,0,NAME_NGC_300_ULX1,FULL,UVW2
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,FULL,UVW2
tab_no_BAD,32,32,0,32,19,NAME_NGC_300_ULX1,FULL,UVW2
tab_UL_no_bad,19,19,0,19,19,NAME_NGC_300_ULX1,FULL,UVW2
tab_no_UL_no_bad,13,13,0,13,0,NAME_NGC_300_ULX1,FULL,UVW2
tab,43,43,0,43,23,NAME_NGC_300_ULX1,FULL,V
tab_5_sig,43,43,0,43,23,NAME_NGC_300_ULX1,FULL,V
tab_UL,23,23,0,23,23,NAME_NGC_300_ULX1,FULL,V
tab_no_UL,20,20,0,20,0,NAME_NGC_300_ULX1,FULL,V
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,FULL,V
tab_no_BAD,43,43,0,43,23,NAME_NGC_300_ULX1,FULL,V
tab_UL_no_bad,23,23,0,23,23,NAME_NGC_300_ULX1,FULL,V
tab_no_UL_no_bad,20,20,0,20,0,NAME_NGC_300_ULX1,FULL,V
tab,48,48,0,48,0,NAME_NGC_300_ULX1,HARD,B
tab_5_sig,48,48,0,48,0,NAME_NGC_300_ULX1,HARD,B
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,B
tab_no_UL,48,48,0,48,0,NAME_NGC_300_ULX1,HARD,B
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,B
tab_no_BAD,48,48,0,48,0,NAME_NGC_300_ULX1,HARD,B
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,B
tab_no_UL_no_bad,48,48,0,48,0,NAME_NGC_300_ULX1,HARD,B
tab,18,18,0,18,0,NAME_NGC_300_ULX1,HARD,U
tab_5_sig,18,18,0,18,0,NAME_NGC_300_ULX1,HARD,U
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,U
tab_no_UL,18,18,0,18,0,NAME_NGC_300_ULX1,HARD,U
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,U
tab_no_BAD,18,18,0,18,0,NAME_NGC_300_ULX1,HARD,U
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,U
tab_no_UL_no_bad,18,18,0,18,0,NAME_NGC_300_ULX1,HARD,U
tab,21,21,0,21,0,NAME_NGC_300_ULX1,HARD,UVM2
tab_5_sig,21,21,0,21,0,NAME_NGC_300_ULX1,HARD,UVM2
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVM2
tab_no_UL,21,21,0,21,0,NAME_NGC_300_ULX1,HARD,UVM2
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVM2
tab_no_BAD,21,21,0,21,0,NAME_NGC_300_ULX1,HARD,UVM2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVM2
tab_no_UL_no_bad,21,21,0,21,0,NAME_NGC_300_ULX1,HARD,UVM2
tab,28,28,0,28,0,NAME_NGC_300_ULX1,HARD,UVW1
tab_5_sig,28,28,0,28,0,NAME_NGC_300_ULX1,HARD,UVW1
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW1
tab_no_UL,28,28,0,28,0,NAME_NGC_300_ULX1,HARD,UVW1
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW1
tab_no_BAD,28,28,0,28,0,NAME_NGC_300_ULX1,HARD,UVW1
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW1
tab_no_UL_no_bad,28,28,0,28,0,NAME_NGC_300_ULX1,HARD,UVW1
tab,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2
tab_5_sig,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW2
tab_no_UL,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW2
tab_no_BAD,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW2
tab_no_UL_no_bad,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2
tab,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V
tab_5_sig,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,V
tab_no_UL,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,V
tab_no_BAD,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,V
tab_no_UL_no_bad,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V
tab,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B
tab_5_sig,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,B
tab_no_UL,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,B
tab_no_BAD,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,B
tab_no_UL_no_bad,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B
tab,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U
tab_5_sig,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,U
tab_no_UL,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,U
tab_no_BAD,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,U
tab_no_UL_no_bad,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U
tab,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2
tab_5_sig,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVM2
tab_no_UL,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVM2
tab_no_BAD,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVM2
tab_no_UL_no_bad,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2
tab,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1
tab_5_sig,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW1
tab_no_UL,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW1
tab_no_BAD,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW1
tab_no_UL_no_bad,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1
tab,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2
tab_5_sig,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW2
tab_no_UL,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW2
tab_no_BAD,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW2
tab_no_UL_no_bad,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2
tab,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V
tab_5_sig,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,V
tab_no_UL,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,V
tab_no_BAD,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,V
tab_no_UL_no_bad,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V
tab,146,146,131,15,58,NAME_NGC_5907_ULX,FULL,U
tab_5_sig,145,145,130,15,57,NAME_NGC_5907_ULX,FULL,U
tab_UL,57,57,57,0,57,NAME_NGC_5907_ULX,FULL,U
tab_no_UL,88,88,73,15,0,NAME_NGC_5907_ULX,FULL,U
tab_BAD,130,130,130,0,57,NAME_NGC_5907_ULX,FULL,U
tab_no_BAD,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,U
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U
tab,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2
tab_5_sig,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2
tab_UL,70,70,68,2,70,NAME_NGC_5907_ULX,FULL,UVM2
tab_no_UL,90,90,76,14,0,NAME_NGC_5907_ULX,FULL,UVM2
tab_BAD,144,144,144,0,68,NAME_NGC_5907_ULX,FULL,UVM2
tab_no_BAD,16,16,0,16,2,NAME_NGC_5907_ULX,FULL,UVM2
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVM2
tab_no_UL_no_bad,14,14,0,14,0,NAME_NGC_5907_ULX,FULL,UVM2
tab,96,96,75,21,33,NAME_NGC_5907_ULX,FULL,UVW1
tab_5_sig,94,94,73,21,32,NAME_NGC_5907_ULX,FULL,UVW1
tab_UL,32,32,30,2,32,NAME_NGC_5907_ULX,FULL,UVW1
tab_no_UL,62,62,43,19,0,NAME_NGC_5907_ULX,FULL,UVW1
tab_BAD,73,73,73,0,30,NAME_NGC_5907_ULX,FULL,UVW1
tab_no_BAD,21,21,0,21,2,NAME_NGC_5907_ULX,FULL,UVW1
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVW1
tab_no_UL_no_bad,19,19,0,19,0,NAME_NGC_5907_ULX,FULL,UVW1
tab,103,103,86,17,39,NAME_NGC_5907_ULX,FULL,UVW2
tab_5_sig,102,102,86,16,39,NAME_NGC_5907_ULX,FULL,UVW2
tab_UL,39,39,39,0,39,NAME_NGC_5907_ULX,FULL,UVW2
tab_no_UL,63,63,47,16,0,NAME_NGC_5907_ULX,FULL,UVW2
tab_BAD,86,86,86,0,39,NAME_NGC_5907_ULX,FULL,UVW2
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,UVW2
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2
tab,146,146,131,15,0,NAME_NGC_5907_ULX,HARD,U
tab_5_sig,146,146,131,15,0,NAME_NGC_5907_ULX,HARD,U
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,U
tab_no_UL,146,146,131,15,0,NAME_NGC_5907_ULX,HARD,U
tab_BAD,131,131,131,0,0,NAME_NGC_5907_ULX,HARD,U
tab_no_BAD,15,15,0,15,0,NAME_NGC_5907_ULX,HARD,U
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,U
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_5907_ULX,HARD,U
tab,160,160,144,16,0,NAME_NGC_5907_ULX,HARD,UVM2
tab_5_sig,160,160,144,16,0,NAME_NGC_5907_ULX,HARD,UVM2
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVM2
tab_no_UL,160,160,144,16,0,NAME_NGC_5907_ULX,HARD,UVM2
tab_BAD,144,144,144,0,0,NAME_NGC_5907_ULX,HARD,UVM2
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,HARD,UVM2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVM2
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,HARD,UVM2
tab,96,96,75,21,0,NAME_NGC_5907_ULX,HARD,UVW1
tab_5_sig,95,95,74,21,0,NAME_NGC_5907_ULX,HARD,UVW1
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW1
tab_no_UL,95,95,74,21,0,NAME_NGC_5907_ULX,HARD,UVW1
tab_BAD,74,74,74,0,0,NAME_NGC_5907_ULX,HARD,UVW1
tab_no_BAD,21,21,0,21,0,NAME_NGC_5907_ULX,HARD,UVW1
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW1
tab_no_UL_no_bad,21,21,0,21,0,NAME_NGC_5907_ULX,HARD,UVW1
tab,103,103,86,17,0,NAME_NGC_5907_ULX,HARD,UVW2
tab_5_sig,103,103,86,17,0,NAME_NGC_5907_ULX,HARD,UVW2
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW2
tab_no_UL,103,103,86,17,0,NAME_NGC_5907_ULX,HARD,UVW2
tab_BAD,86,86,86,0,0,NAME_NGC_5907_ULX,HARD,UVW2
tab_no_BAD,17,17,0,17,0,NAME_NGC_5907_ULX,HARD,UVW2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW2
tab_no_UL_no_bad,17,17,0,17,0,NAME_NGC_5907_ULX,HARD,UVW2
tab,146,146,131,15,0,NAME_NGC_5907_ULX,SOFT,U
tab_5_sig,146,146,131,15,0,NAME_NGC_5907_ULX,SOFT,U
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,SOFT,U
tab_no_UL,146,146,131,15,0,NAME_NGC_5907_ULX,SOFT,U
tab_BAD,131,131,131,0,0,NAME_NGC_5907_ULX,SOFT,U
tab_no_BAD,15,15,0,15,0,NAME_NGC_5907_ULX,SOFT,U
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,SOFT,U
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_5907_ULX,SOFT,U
tab,160,160,144,16,0,NAME_NGC_5907_ULX,SOFT,UVM2
tab_5_sig,160,160,144,16,0,NAME_NGC_5907_ULX,SOFT,UVM2
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,SOFT,UVM2
tab_no_UL,160,160,144,16,0,NAME_NGC_5907_ULX,SOFT,UVM2
tab_BAD,144,144,144,0,0,NAME_NGC_5907_ULX,SOFT,UVM2
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,SOFT,UVM2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,SOFT,UVM2
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,SOFT,UVM2
tab,96,96,75,21,0,NAME_NGC_5907_ULX,SOFT,UVW1
tab_5_sig,95,95,74,21,0,NAME_NGC_5907_ULX,SOFT,UVW1
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,SOFT,UVW1
tab_no_UL,95,95,74,21,0,NAME_NGC_5907_ULX,SOFT,UVW1
tab_BAD,74,74,74,0,0,NAME_NGC_5907_ULX,SOFT,UVW1
tab_no_BAD,21,21,0,21,0,NAME_NGC_5907_ULX,SOFT,UVW1
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,SOFT,UVW1
tab_no_UL_no_bad,21,21,0,21,0,NAME_NGC_5907_ULX,SOFT,UVW1
tab,103,103,86,17,0,NAME_NGC_5907_ULX,SOFT,UVW2
tab_5_sig,102,102,86,16,0,NAME_NGC_5907_ULX,SOFT,UVW2
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,SOFT,UVW2
tab_no_UL,102,102,86,16,0,NAME_NGC_5907_ULX,SOFT,UVW2
tab_BAD,86,86,86,0,0,NAME_NGC_5907_ULX,SOFT,UVW2
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,SOFT,UVW2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,SOFT,UVW2
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,SOFT,UVW2
tab,10,10,10,0,5,NAME_NGC_7090_ULX3,FULL,U
tab_5_sig,10,10,10,0,5,NAME_NGC_7090_ULX3,FULL,U
tab_UL,5,5,5,0,5,NAME_NGC_7090_ULX3,FULL,U
tab_no_UL,5,5,5,0,0,NAME_NGC_7090_ULX3,FULL,U
tab_BAD,10,10,10,0,5,NAME_NGC_7090_ULX3,FULL,U
tab_no_BAD,0,0,0,0,0,NAME_NGC_7090_ULX3,FULL,U
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,FULL,U
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,FULL,U
tab,10,10,10,0,4,NAME_NGC_7090_ULX3,FULL,UVM2
tab_5_sig,10,10,10,0,4,NAME_NGC_7090_ULX3,FULL,UVM2
tab_UL,4,4,4,0,4,NAME_NGC_7090_ULX3,FULL,UVM2
tab_no_UL,6,6,6,0,0,NAME_NGC_7090_ULX3,FULL,UVM2
tab_BAD,10,10,10,0,4,NAME_NGC_7090_ULX3,FULL,UVM2
tab_no_BAD,0,0,0,0,0,NAME_NGC_7090_ULX3,FULL,UVM2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,FULL,UVM2
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,FULL,UVM2
tab,10,10,10,0,4,NAME_NGC_7090_ULX3,FULL,UVW1
tab_5_sig,10,10,10,0,4,NAME_NGC_7090_ULX3,FULL,UVW1
tab_UL,4,4,4,0,4,NAME_NGC_7090_ULX3,FULL,UVW1
tab_no_UL,6,6,6,0,0,NAME_NGC_7090_ULX3,FULL,UVW1
tab_BAD,10,10,10,0,4,NAME_NGC_7090_ULX3,FULL,UVW1
tab_no_BAD,0,0,0,0,0,NAME_NGC_7090_ULX3,FULL,UVW1
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,FULL,UVW1
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,FULL,UVW1
tab,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,U
tab_5_sig,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,U
tab_UL,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,U
tab_no_UL,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,U
tab_BAD,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,U
tab_no_BAD,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,U
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,U
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,U
tab,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,UVM2
tab_5_sig,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,UVM2
tab_UL,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,UVM2
tab_no_UL,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,UVM2
tab_BAD,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,UVM2
tab_no_BAD,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,UVM2
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,UVM2
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,UVM2
tab,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,UVW1
tab_5_sig,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,UVW1
tab_UL,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,UVW1
tab_no_UL,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,UVW1
tab_BAD,10,10,10,0,0,NAME_NGC_7090_ULX3,HARD,UVW1
tab_no_BAD,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,UVW1
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,UVW1
tab_no_UL_no_bad,0,0,0,0,0,NAME_NGC_7090_ULX3,HARD,UVW1
tab,10,10,10,0,0,NAME_NGC_7090_ULX3,HR,UVM2
tab_5_sig,10,10,10,0,0,NAME_NGC_7090_ULX3,HR,UVM2
tab_UL,0,0,0,0,0,NAME_NGC_7090_ULX3,HR,UVM2
tab_no_UL,10,10,10,0,0,NAME_NGC_7090_ULX3,HR,UVM2
