name,length,N_obs,N_bad,N_good,N_UL,simbad_name,xrt_curve,uvot_filter
tab_BAD,0,0,0,0,0,RX_J133001+47137,HARD,V
tab_no_BAD,2,2,0,2,0,RX_J133001+47137,HARD,V
tab_UL_no_bad,0,0,0,0,0,RX_J133001+47137,HARD,V
tab_no_UL_no_bad,2,2,0,2,0,RX_J133001+47137,HARD,V
tab,3,3,0,3,0,RX_J133001+47137,HR,B
tab_5_sig,3,3,0,3,0,RX_J133001+47137,HR,B
tab_UL,0,0,0,0,0,RX_J133001+47137,HR,B
tab_no_UL,3,3,0,3,0,RX_J133001+47137,HR,B
tab_BAD,0,0,0,0,0,RX_J133001+47137,HR,B
tab_no_BAD,3,3,0,3,0,RX_J133001+47137,HR,B
tab_UL_no_bad,0,0,0,0,0,RX_J133001+47137,HR,B
tab_no_UL_no_bad,3,3,0,3,0,RX_J133001+47137,HR,B
tab,2,2,0,2,0,RX_J133001+47137,HR,V
tab_5_sig,2,2,0,2,0,RX_J133001+47137,HR,V
tab_UL,0,0,0,0,0,RX_J133001+47137,HR,V
tab_no_UL,2,2,0,2,0,RX_J133001+47137,HR,V
tab_BAD,0,0,0,0,0,RX_J133001+47137,HR,V
tab_no_BAD,2,2,0,2,0,RX_J133001+47137,HR,V
tab_UL_no_bad,0,0,0,0,0,RX_J133001+47137,HR,V
tab_no_UL_no_bad,2,2,0,2,0,RX_J133001+47137,HR,V
tab,3,3,0,3,0,RX_J133001+47137,SOFT,B
tab_5_sig,3,3,0,3,0,RX_J133001+47137,SOFT,B
tab_UL,0,0,0,0,0,RX_J133001+47137,SOFT,B
tab_no_UL,3,3,0,3,0,RX_J133001+47137,SOFT,B
tab_BAD,0,0,0,0,0,RX_J133001+47137,SOFT,B
tab_no_BAD,3,3,0,3,0,RX_J133001+47137,SOFT,B
tab_UL_no_bad,0,0,0,0,0,RX_J133001+47137,SOFT,B
tab_no_UL_no_bad,3,3,0,3,0,RX_J133001+47137,SOFT,B
tab,51,51,25,26,0,RX_J133001+47137,SOFT,U
tab_5_sig,51,51,25,26,0,RX_J133001+47137,SOFT,U
tab_UL,0,0,0,0,0,RX_J133001+47137,SOFT,U
tab_no_UL,51,51,25,26,0,RX_J133001+47137,SOFT,U
tab_BAD,25,25,25,0,0,RX_J133001+47137,SOFT,U
tab_no_BAD,26,26,0,26,0,RX_J133001+47137,SOFT,U
tab_UL_no_bad,0,0,0,0,0,RX_J133001+47137,SOFT,U
tab_no_UL_no_bad,26,26,0,26,0,RX_J133001+47137,SOFT,U
tab,48,48,18,30,0,RX_J133001+47137,SOFT,UVM2
tab_5_sig,48,48,18,30,0,RX_J133001+47137,SOFT,UVM2
tab_UL,0,0,0,0,0,RX_J133001+47137,SOFT,UVM2
tab_no_UL,48,48,18,30,0,RX_J133001+47137,SOFT,UVM2
tab_BAD,18,18,18,0,0,RX_J133001+47137,SOFT,UVM2
tab_no_BAD,30,30,0,30,0,RX_J133001+47137,SOFT,UVM2
tab_UL_no_bad,0,0,0,0,0,RX_J133001+47137,SOFT,UVM2
tab_no_UL_no_bad,30,30,0,30,0,RX_J133001+47137,SOFT,UVM2
tab,29,29,13,16,0,RX_J133001+47137,SOFT,UVW1
tab_5_sig,29,29,13,16,0,RX_J133001+47137,SOFT,UVW1
tab_UL,0,0,0,0,0,RX_J133001+47137,SOFT,UVW1
tab_no_UL,29,29,13,16,0,RX_J133001+47137,SOFT,UVW1
tab_BAD,13,13,13,0,0,RX_J133001+47137,SOFT,UVW1
tab_no_BAD,16,16,0,16,0,RX_J133001+47137,SOFT,UVW1
tab_UL_no_bad,0,0,0,0,0,RX_J133001+47137,SOFT,UVW1
tab_no_UL_no_bad,16,16,0,16,0,RX_J133001+47137,SOFT,UVW1
tab,37,37,15,22,0,RX_J133001+47137,SOFT,UVW2
tab_5_sig,37,37,15,22,0,RX_J133001+47137,SOFT,UVW2
tab_UL,0,0,0,0,0,RX_J133001+47137,SOFT,UVW2
tab_no_UL,37,37,15,22,0,RX_J133001+47137,SOFT,UVW2
tab_BAD,15,15,15,0,0,RX_J133001+47137,SOFT,UVW2
tab_no_BAD,22,22,0,22,0,RX_J133001+47137,SOFT,UVW2
tab_UL_no_bad,0,0,0,0,0,RX_J133001+47137,SOFT,UVW2
tab_no_UL_no_bad,22,22,0,22,0,RX_J133001+47137,SOFT,UVW2
tab,2,2,0,2,0,RX_J133001+47137,SOFT,V
tab_5_sig,2,2,0,2,0,RX_J133001+47137,SOFT,V
tab_UL,0,0,0,0,0,RX_J133001+47137,SOFT,V
tab_no_UL,2,2,0,2,0,RX_J133001+47137,SOFT,V
tab_BAD,0,0,0,0,0,RX_J133001+47137,SOFT,V
tab_no_BAD,2,2,0,2,0,RX_J133001+47137,SOFT,V
tab_UL_no_bad,0,0,0,0,0,RX_J133001+47137,SOFT,V
tab_no_UL_no_bad,2,2,0,2,0,RX_J133001+47137,SOFT,V
tab,8,8,2,6,2,SMC_X-3,FULL,U
tab_5_sig,8,8,2,6,2,SMC_X-3,FULL,U
tab_UL,2,2,2,0,2,SMC_X-3,FULL,U
tab_no_UL,6,6,0,6,0,SMC_X-3,FULL,U
tab_BAD,2,2,2,0,2,SMC_X-3,FULL,U
tab_no_BAD,6,6,0,6,0,SMC_X-3,FULL,U
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,FULL,U
tab_no_UL_no_bad,6,6,0,6,0,SMC_X-3,FULL,U
tab,10,10,2,8,2,SMC_X-3,FULL,UVM2
tab_5_sig,10,10,2,8,2,SMC_X-3,FULL,UVM2
tab_UL,2,2,2,0,2,SMC_X-3,FULL,UVM2
tab_no_UL,8,8,0,8,0,SMC_X-3,FULL,UVM2
tab_BAD,2,2,2,0,2,SMC_X-3,FULL,UVM2
tab_no_BAD,8,8,0,8,0,SMC_X-3,FULL,UVM2
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,FULL,UVM2
tab_no_UL_no_bad,8,8,0,8,0,SMC_X-3,FULL,UVM2
tab,8,8,4,4,3,SMC_X-3,FULL,UVW1
tab_5_sig,8,8,4,4,3,SMC_X-3,FULL,UVW1
tab_UL,3,3,3,0,3,SMC_X-3,FULL,UVW1
tab_no_UL,5,5,1,4,0,SMC_X-3,FULL,UVW1
tab_BAD,4,4,4,0,3,SMC_X-3,FULL,UVW1
tab_no_BAD,4,4,0,4,0,SMC_X-3,FULL,UVW1
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,FULL,UVW1
tab_no_UL_no_bad,4,4,0,4,0,SMC_X-3,FULL,UVW1
tab,8,8,2,6,0,SMC_X-3,HARD,U
tab_5_sig,8,8,2,6,0,SMC_X-3,HARD,U
tab_UL,0,0,0,0,0,SMC_X-3,HARD,U
tab_no_UL,8,8,2,6,0,SMC_X-3,HARD,U
tab_BAD,2,2,2,0,0,SMC_X-3,HARD,U
tab_no_BAD,6,6,0,6,0,SMC_X-3,HARD,U
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,HARD,U
tab_no_UL_no_bad,6,6,0,6,0,SMC_X-3,HARD,U
tab,10,10,2,8,0,SMC_X-3,HARD,UVM2
tab_5_sig,10,10,2,8,0,SMC_X-3,HARD,UVM2
tab_UL,0,0,0,0,0,SMC_X-3,HARD,UVM2
tab_no_UL,10,10,2,8,0,SMC_X-3,HARD,UVM2
tab_BAD,2,2,2,0,0,SMC_X-3,HARD,UVM2
tab_no_BAD,8,8,0,8,0,SMC_X-3,HARD,UVM2
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,HARD,UVM2
tab_no_UL_no_bad,8,8,0,8,0,SMC_X-3,HARD,UVM2
tab,8,8,4,4,0,SMC_X-3,HARD,UVW1
tab_5_sig,8,8,4,4,0,SMC_X-3,HARD,UVW1
tab_UL,0,0,0,0,0,SMC_X-3,HARD,UVW1
tab_no_UL,8,8,4,4,0,SMC_X-3,HARD,UVW1
tab_BAD,4,4,4,0,0,SMC_X-3,HARD,UVW1
tab_no_BAD,4,4,0,4,0,SMC_X-3,HARD,UVW1
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,HARD,UVW1
tab_no_UL_no_bad,4,4,0,4,0,SMC_X-3,HARD,UVW1
tab,8,8,2,6,0,SMC_X-3,HR,U
tab_5_sig,8,8,2,6,0,SMC_X-3,HR,U
tab_UL,0,0,0,0,0,SMC_X-3,HR,U
tab_no_UL,8,8,2,6,0,SMC_X-3,HR,U
tab_BAD,2,2,2,0,0,SMC_X-3,HR,U
tab_no_BAD,6,6,0,6,0,SMC_X-3,HR,U
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,HR,U
tab_no_UL_no_bad,6,6,0,6,0,SMC_X-3,HR,U
tab,8,8,2,6,0,SMC_X-3,SOFT,U
tab_5_sig,8,8,2,6,0,SMC_X-3,SOFT,U
tab_UL,0,0,0,0,0,SMC_X-3,SOFT,U
tab_no_UL,8,8,2,6,0,SMC_X-3,SOFT,U
tab_BAD,2,2,2,0,0,SMC_X-3,SOFT,U
tab_no_BAD,6,6,0,6,0,SMC_X-3,SOFT,U
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,SOFT,U
tab_no_UL_no_bad,6,6,0,6,0,SMC_X-3,SOFT,U
tab,10,10,2,8,0,SMC_X-3,SOFT,UVM2
tab_5_sig,10,10,2,8,0,SMC_X-3,SOFT,UVM2
tab_UL,0,0,0,0,0,SMC_X-3,SOFT,UVM2
tab_no_UL,10,10,2,8,0,SMC_X-3,SOFT,UVM2
tab_BAD,2,2,2,0,0,SMC_X-3,SOFT,UVM2
tab_no_BAD,8,8,0,8,0,SMC_X-3,SOFT,UVM2
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,SOFT,UVM2
tab_no_UL_no_bad,8,8,0,8,0,SMC_X-3,SOFT,UVM2
tab,8,8,4,4,0,SMC_X-3,SOFT,UVW1
tab_5_sig,8,8,4,4,0,SMC_X-3,SOFT,UVW1
tab_UL,0,0,0,0,0,SMC_X-3,SOFT,UVW1
tab_no_UL,8,8,4,4,0,SMC_X-3,SOFT,UVW1
tab_BAD,4,4,4,0,0,SMC_X-3,SOFT,UVW1
tab_no_BAD,4,4,0,4,0,SMC_X-3,SOFT,UVW1
tab_UL_no_bad,0,0,0,0,0,SMC_X-3,SOFT,UVW1
tab_no_UL_no_bad,4,4,0,4,0,SMC_X-3,SOFT,UVW1
tab,6,6,0,6,0,SS433,FULL,B
tab_5_sig,6,6,0,6,0,SS433,FULL,B
tab_UL,0,0,0,0,0,SS433,FULL,B
tab_no_UL,6,6,0,6,0,SS433,FULL,B
tab_BAD,0,0,0,0,0,SS433,FULL,B
tab_no_BAD,6,6,0,6,0,SS433,FULL,B
tab_UL_no_bad,0,0,0,0,0,SS433,FULL,B
tab_no_UL_no_bad,6,6,0,6,0,SS433,FULL,B
tab,11,11,0,11,0,SS433,FULL,U
tab_5_sig,11,11,0,11,0,SS433,FULL,U
tab_UL,0,0,0,0,0,SS433,FULL,U
tab_no_UL,11,11,0,11,0,SS433,FULL,U
tab_BAD,0,0,0,0,0,SS433,FULL,U
tab_no_BAD,11,11,0,11,0,SS433,FULL,U
tab_UL_no_bad,0,0,0,0,0,SS433,FULL,U
tab_no_UL_no_bad,11,11,0,11,0,SS433,FULL,U
tab,13,13,1,12,0,SS433,FULL,UVW1
tab_5_sig,13,13,1,12,0,SS433,FULL,UVW1
tab_UL,0,0,0,0,0,SS433,FULL,UVW1
tab_no_UL,13,13,1,12,0,SS433,FULL,UVW1
tab_BAD,1,1,1,0,0,SS433,FULL,UVW1
tab_no_BAD,12,12,0,12,0,SS433,FULL,UVW1
tab_UL_no_bad,0,0,0,0,0,SS433,FULL,UVW1
tab_no_UL_no_bad,12,12,0,12,0,SS433,FULL,UVW1
tab,10,10,0,10,0,SS433,FULL,UVW2
tab_5_sig,10,10,0,10,0,SS433,FULL,UVW2
tab_UL,0,0,0,0,0,SS433,FULL,UVW2
tab_no_UL,10,10,0,10,0,SS433,FULL,UVW2
tab_BAD,0,0,0,0,0,SS433,FULL,UVW2
tab_no_BAD,10,10,0,10,0,SS433,FULL,UVW2
tab_UL_no_bad,0,0,0,0,0,SS433,FULL,UVW2
tab_no_UL_no_bad,10,10,0,10,0,SS433,FULL,UVW2
tab,6,6,0,6,0,SS433,FULL,V
tab_5_sig,6,6,0,6,0,SS433,FULL,V
tab_UL,0,0,0,0,0,SS433,FULL,V
tab_no_UL,6,6,0,6,0,SS433,FULL,V
tab_BAD,0,0,0,0,0,SS433,FULL,V
tab_no_BAD,6,6,0,6,0,SS433,FULL,V
tab_UL_no_bad,0,0,0,0,0,SS433,FULL,V
tab_no_UL_no_bad,6,6,0,6,0,SS433,FULL,V
tab,6,6,0,6,0,SS433,HARD,B
tab_5_sig,6,6,0,6,0,SS433,HARD,B
tab_UL,0,0,0,0,0,SS433,HARD,B
tab_no_UL,6,6,0,6,0,SS433,HARD,B
tab_BAD,0,0,0,0,0,SS433,HARD,B
tab_no_BAD,6,6,0,6,0,SS433,HARD,B
tab_UL_no_bad,0,0,0,0,0,SS433,HARD,B
tab_no_UL_no_bad,6,6,0,6,0,SS433,HARD,B
tab,11,11,0,11,0,SS433,HARD,U
tab_5_sig,11,11,0,11,0,SS433,HARD,U
tab_UL,0,0,0,0,0,SS433,HARD,U
tab_no_UL,11,11,0,11,0,SS433,HARD,U
tab_BAD,0,0,0,0,0,SS433,HARD,U
tab_no_BAD,11,11,0,11,0,SS433,HARD,U
tab_UL_no_bad,0,0,0,0,0,SS433,HARD,U
tab_no_UL_no_bad,11,11,0,11,0,SS433,HARD,U
tab,13,13,1,12,0,SS433,HARD,UVW1
tab_5_sig,13,13,1,12,0,SS433,HARD,UVW1
tab_UL,0,0,0,0,0,SS433,HARD,UVW1
tab_no_UL,13,13,1,12,0,SS433,HARD,UVW1
tab_BAD,1,1,1,0,0,SS433,HARD,UVW1
tab_no_BAD,12,12,0,12,0,SS433,HARD,UVW1
tab_UL_no_bad,0,0,0,0,0,SS433,HARD,UVW1
tab_no_UL_no_bad,12,12,0,12,0,SS433,HARD,UVW1
tab,10,10,0,10,0,SS433,HARD,UVW2
tab_5_sig,10,10,0,10,0,SS433,HARD,UVW2
tab_UL,0,0,0,0,0,SS433,HARD,UVW2
tab_no_UL,10,10,0,10,0,SS433,HARD,UVW2
tab_BAD,0,0,0,0,0,SS433,HARD,UVW2
tab_no_BAD,10,10,0,10,0,SS433,HARD,UVW2
tab_UL_no_bad,0,0,0,0,0,SS433,HARD,UVW2
tab_no_UL_no_bad,10,10,0,10,0,SS433,HARD,UVW2
tab,6,6,0,6,0,SS433,HARD,V
tab_5_sig,6,6,0,6,0,SS433,HARD,V
tab_UL,0,0,0,0,0,SS433,HARD,V
tab_no_UL,6,6,0,6,0,SS433,HARD,V
tab_BAD,0,0,0,0,0,SS433,HARD,V
tab_no_BAD,6,6,0,6,0,SS433,HARD,V
tab_UL_no_bad,0,0,0,0,0,SS433,HARD,V
tab_no_UL_no_bad,6,6,0,6,0,SS433,HARD,V
tab,6,6,0,6,0,SS433,HR,B
tab_5_sig,6,6,0,6,0,SS433,HR,B
tab_UL,0,0,0,0,0,SS433,HR,B
tab_no_UL,6,6,0,6,0,SS433,HR,B
tab_BAD,0,0,0,0,0,SS433,HR,B
tab_no_BAD,6,6,0,6,0,SS433,HR,B
tab_UL_no_bad,0,0,0,0,0,SS433,HR,B
tab_no_UL_no_bad,6,6,0,6,0,SS433,HR,B
tab,11,11,0,11,0,SS433,HR,U
tab_5_sig,11,11,0,11,0,SS433,HR,U
tab_UL,0,0,0,0,0,SS433,HR,U
tab_no_UL,11,11,0,11,0,SS433,HR,U
tab_BAD,0,0,0,0,0,SS433,HR,U
tab_no_BAD,11,11,0,11,0,SS433,HR,U
tab_UL_no_bad,0,0,0,0,0,SS433,HR,U
tab_no_UL_no_bad,11,11,0,11,0,SS433,HR,U
tab,13,13,1,12,0,SS433,HR,UVW1
tab_5_sig,13,13,1,12,0,SS433,HR,UVW1
tab_UL,0,0,0,0,0,SS433,HR,UVW1
tab_no_UL,13,13,1,12,0,SS433,HR,UVW1
tab_BAD,1,1,1,0,0,SS433,HR,UVW1
tab_no_BAD,12,12,0,12,0,SS433,HR,UVW1
tab_UL_no_bad,0,0,0,0,0,SS433,HR,UVW1
tab_no_UL_no_bad,12,12,0,12,0,SS433,HR,UVW1
tab,10,10,0,10,0,SS433,HR,UVW2
tab_5_sig,10,10,0,10,0,SS433,HR,UVW2
tab_UL,0,0,0,0,0,SS433,HR,UVW2
tab_no_UL,10,10,0,10,0,SS433,HR,UVW2
tab_BAD,0,0,0,0,0,SS433,HR,UVW2
tab_no_BAD,10,10,0,10,0,SS433,HR,UVW2
tab_UL_no_bad,0,0,0,0,0,SS433,HR,UVW2
tab_no_UL_no_bad,10,10,0,10,0,SS433,HR,UVW2
tab,6,6,0,6,0,SS433,HR,V
tab_5_sig,6,6,0,6,0,SS433,HR,V
tab_UL,0,0,0,0,0,SS433,HR,V
tab_no_UL,6,6,0,6,0,SS433,HR,V
tab_BAD,0,0,0,0,0,SS433,HR,V
tab_no_BAD,6,6,0,6,0,SS433,HR,V
tab_UL_no_bad,0,0,0,0,0,SS433,HR,V
tab_no_UL_no_bad,6,6,0,6,0,SS433,HR,V
tab,6,6,0,6,0,SS433,SOFT,B
tab_5_sig,6,6,0,6,0,SS433,SOFT,B
tab_UL,0,0,0,0,0,SS433,SOFT,B
tab_no_UL,6,6,0,6,0,SS433,SOFT,B
tab_BAD,0,0,0,0,0,SS433,SOFT,B
tab_no_BAD,6,6,0,6,0,SS433,SOFT,B
tab_UL_no_bad,0,0,0,0,0,SS433,SOFT,B
tab_no_UL_no_bad,6,6,0,6,0,SS433,SOFT,B
tab,11,11,0,11,0,SS433,SOFT,U
tab_5_sig,11,11,0,11,0,SS433,SOFT,U
tab_UL,0,0,0,0,0,SS433,SOFT,U
tab_no_UL,11,11,0,11,0,SS433,SOFT,U
tab_BAD,0,0,0,0,0,SS433,SOFT,U
tab_no_BAD,11,11,0,11,0,SS433,SOFT,U
tab_UL_no_bad,0,0,0,0,0,SS433,SOFT,U
tab_no_UL_no_bad,11,11,0,11,0,SS433,SOFT,U
tab,13,13,1,12,0,SS433,SOFT,UVW1
tab_5_sig,13,13,1,12,0,SS433,SOFT,UVW1
tab_UL,0,0,0,0,0,SS433,SOFT,UVW1
tab_no_UL,13,13,1,12,0,SS433,SOFT,UVW1
tab_BAD,1,1,1,0,0,SS433,SOFT,UVW1
tab_no_BAD,12,12,0,12,0,SS433,SOFT,UVW1
tab_UL_no_bad,0,0,0,0,0,SS433,SOFT,UVW1
tab_no_UL_no_bad,12,12,0,12,0,SS433,SOFT,UVW1
tab,10,10,0,10,0,SS433,SOFT,UVW2
tab_5_sig,10,10,0,10,0,SS433,SOFT,UVW2
tab_UL,0,0,0,0,0,SS433,SOFT,UVW2
tab_no_UL,10,10,0,10,0,SS433,SOFT,UVW2
tab_BAD,0,0,0,0,0,SS433,SOFT,UVW2
tab_no_BAD,10,10,0,10,0,SS433,SOFT,UVW2
tab_UL_no_bad,0,0,0,0,0,SS433,SOFT,UVW2
tab_no_UL_no_bad,10,10,0,10,0,SS433,SOFT,UVW2
tab,6,6,0,6,0,SS433,SOFT,V
tab_5_sig,6,6,0,6,0,SS433,SOFT,V
tab_UL,0,0,0,0,0,SS433,SOFT,V
tab_no_UL,6,6,0,6,0,SS433,SOFT,V
tab_BAD,0,0,0,0,0,SS433,SOFT,V
tab_no_BAD,6,6,0,6,0,SS433,SOFT,V
tab_UL_no_bad,0,0,0,0,0,SS433,SOFT,V
tab_no_UL_no_bad,6,6,0,6,0,SS433,SOFT,V
tab,31,31,3,28,3,SWIFT_J0243.6+6124,FULL,B
tab_5_sig,30,30,3,27,3,SWIFT_J0243.6+6124,FULL,B
tab_UL,3,3,2,1,3,SWIFT_J0243.6+6124,FULL,B
tab_no_UL,27,27,1,26,0,SWIFT_J0243.6+6124,FULL,B
tab_BAD,3,3,3,0,2,SWIFT_J0243.6+6124,FULL,B
tab_no_BAD,27,27,0,27,1,SWIFT_J0243.6+6124,FULL,B
tab_UL_no_bad,1,1,0,1,1,SWIFT_J0243.6+6124,FULL,B
tab_no_UL_no_bad,26,26,0,26,0,SWIFT_J0243.6+6124,FULL,B
tab,27,27,9,18,3,SWIFT_J0243.6+6124,FULL,U
tab_5_sig,27,27,9,18,3,SWIFT_J0243.6+6124,FULL,U
tab_UL,3,3,2,1,3,SWIFT_J0243.6+6124,FULL,U
tab_no_UL,24,24,7,17,0,SWIFT_J0243.6+6124,FULL,U
tab_BAD,9,9,9,0,2,SWIFT_J0243.6+6124,FULL,U
tab_no_BAD,18,18,0,18,1,SWIFT_J0243.6+6124,FULL,U
tab_UL_no_bad,1,1,0,1,1,SWIFT_J0243.6+6124,FULL,U
tab_no_UL_no_bad,17,17,0,17,0,SWIFT_J0243.6+6124,FULL,U
tab,38,38,4,34,0,SWIFT_J0243.6+6124,FULL,UVM2
tab_5_sig,38,38,4,34,0,SWIFT_J0243.6+6124,FULL,UVM2
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,FULL,UVM2
tab_no_UL,38,38,4,34,0,SWIFT_J0243.6+6124,FULL,UVM2
tab_BAD,4,4,4,0,0,SWIFT_J0243.6+6124,FULL,UVM2
tab_no_BAD,34,34,0,34,0,SWIFT_J0243.6+6124,FULL,UVM2
tab_UL_no_bad,0,0,0,0,0,SWIFT_J0243.6+6124,FULL,UVM2
tab_no_UL_no_bad,34,34,0,34,0,SWIFT_J0243.6+6124,FULL,UVM2
tab,12,12,4,8,0,SWIFT_J0243.6+6124,FULL,UVW1
tab_5_sig,12,12,4,8,0,SWIFT_J0243.6+6124,FULL,UVW1
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,FULL,UVW1
tab_no_UL,12,12,4,8,0,SWIFT_J0243.6+6124,FULL,UVW1
tab_BAD,4,4,4,0,0,SWIFT_J0243.6+6124,FULL,UVW1
tab_no_BAD,8,8,0,8,0,SWIFT_J0243.6+6124,FULL,UVW1
tab_UL_no_bad,0,0,0,0,0,SWIFT_J0243.6+6124,FULL,UVW1
tab_no_UL_no_bad,8,8,0,8,0,SWIFT_J0243.6+6124,FULL,UVW1
tab,18,18,3,15,0,SWIFT_J0243.6+6124,FULL,UVW2
tab_5_sig,18,18,3,15,0,SWIFT_J0243.6+6124,FULL,UVW2
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,FULL,UVW2
tab_no_UL,18,18,3,15,0,SWIFT_J0243.6+6124,FULL,UVW2
tab_BAD,3,3,3,0,0,SWIFT_J0243.6+6124,FULL,UVW2
tab_no_BAD,15,15,0,15,0,SWIFT_J0243.6+6124,FULL,UVW2
tab_UL_no_bad,0,0,0,0,0,SWIFT_J0243.6+6124,FULL,UVW2
tab_no_UL_no_bad,15,15,0,15,0,SWIFT_J0243.6+6124,FULL,UVW2
tab,31,31,3,28,3,SWIFT_J0243.6+6124,FULL,V
tab_5_sig,30,30,3,27,3,SWIFT_J0243.6+6124,FULL,V
tab_UL,3,3,2,1,3,SWIFT_J0243.6+6124,FULL,V
tab_no_UL,27,27,1,26,0,SWIFT_J0243.6+6124,FULL,V
tab_BAD,3,3,3,0,2,SWIFT_J0243.6+6124,FULL,V
tab_no_BAD,27,27,0,27,1,SWIFT_J0243.6+6124,FULL,V
tab_UL_no_bad,1,1,0,1,1,SWIFT_J0243.6+6124,FULL,V
tab_no_UL_no_bad,26,26,0,26,0,SWIFT_J0243.6+6124,FULL,V
tab,31,31,3,28,0,SWIFT_J0243.6+6124,HARD,B
tab_5_sig,30,30,3,27,0,SWIFT_J0243.6+6124,HARD,B
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,B
tab_no_UL,30,30,3,27,0,SWIFT_J0243.6+6124,HARD,B
tab_BAD,3,3,3,0,0,SWIFT_J0243.6+6124,HARD,B
tab_no_BAD,27,27,0,27,0,SWIFT_J0243.6+6124,HARD,B
tab_UL_no_bad,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,B
tab_no_UL_no_bad,27,27,0,27,0,SWIFT_J0243.6+6124,HARD,B
tab,27,27,9,18,0,SWIFT_J0243.6+6124,HARD,U
tab_5_sig,27,27,9,18,0,SWIFT_J0243.6+6124,HARD,U
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,U
tab_no_UL,27,27,9,18,0,SWIFT_J0243.6+6124,HARD,U
tab_BAD,9,9,9,0,0,SWIFT_J0243.6+6124,HARD,U
tab_no_BAD,18,18,0,18,0,SWIFT_J0243.6+6124,HARD,U
tab_UL_no_bad,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,U
tab_no_UL_no_bad,18,18,0,18,0,SWIFT_J0243.6+6124,HARD,U
tab,38,38,4,34,0,SWIFT_J0243.6+6124,HARD,UVM2
tab_5_sig,38,38,4,34,0,SWIFT_J0243.6+6124,HARD,UVM2
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,UVM2
tab_no_UL,38,38,4,34,0,SWIFT_J0243.6+6124,HARD,UVM2
tab_BAD,4,4,4,0,0,SWIFT_J0243.6+6124,HARD,UVM2
tab_no_BAD,34,34,0,34,0,SWIFT_J0243.6+6124,HARD,UVM2
tab_UL_no_bad,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,UVM2
tab_no_UL_no_bad,34,34,0,34,0,SWIFT_J0243.6+6124,HARD,UVM2
tab,12,12,4,8,0,SWIFT_J0243.6+6124,HARD,UVW1
tab_5_sig,12,12,4,8,0,SWIFT_J0243.6+6124,HARD,UVW1
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,UVW1
tab_no_UL,12,12,4,8,0,SWIFT_J0243.6+6124,HARD,UVW1
tab_BAD,4,4,4,0,0,SWIFT_J0243.6+6124,HARD,UVW1
tab_no_BAD,8,8,0,8,0,SWIFT_J0243.6+6124,HARD,UVW1
tab_UL_no_bad,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,UVW1
tab_no_UL_no_bad,8,8,0,8,0,SWIFT_J0243.6+6124,HARD,UVW1
tab,18,18,3,15,0,SWIFT_J0243.6+6124,HARD,UVW2
tab_5_sig,18,18,3,15,0,SWIFT_J0243.6+6124,HARD,UVW2
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,UVW2
tab_no_UL,18,18,3,15,0,SWIFT_J0243.6+6124,HARD,UVW2
tab_BAD,3,3,3,0,0,SWIFT_J0243.6+6124,HARD,UVW2
tab_no_BAD,15,15,0,15,0,SWIFT_J0243.6+6124,HARD,UVW2
tab_UL_no_bad,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,UVW2
tab_no_UL_no_bad,15,15,0,15,0,SWIFT_J0243.6+6124,HARD,UVW2
tab,31,31,3,28,0,SWIFT_J0243.6+6124,HARD,V
tab_5_sig,30,30,3,27,0,SWIFT_J0243.6+6124,HARD,V
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,V
tab_no_UL,30,30,3,27,0,SWIFT_J0243.6+6124,HARD,V
tab_BAD,3,3,3,0,0,SWIFT_J0243.6+6124,HARD,V
tab_no_BAD,27,27,0,27,0,SWIFT_J0243.6+6124,HARD,V
tab_UL_no_bad,0,0,0,0,0,SWIFT_J0243.6+6124,HARD,V
tab_no_UL_no_bad,27,27,0,27,0,SWIFT_J0243.6+6124,HARD,V
tab,27,27,9,18,0,SWIFT_J0243.6+6124,HR,U
tab_5_sig,26,26,9,17,0,SWIFT_J0243.6+6124,HR,U
tab_UL,0,0,0,0,0,SWIFT_J0243.6+6124,HR,U
tab_no_UL,26,26,9,17,0,SWIFT_J0243.6+6124,HR,U
tab_BAD,9,9,9,0,0,SWIFT_J0243.6+6124,HR,U
