name,length,N_obs,N_bad,N_good,N_UL,simbad_name,xrt_curve,uvot_filter,include_bad,include_UL
tab,26,26,17,9,3,NAME_NGC_925_ULX-2,FULL,UVW2,True,True
tab_5_sig,26,26,17,9,3,NAME_NGC_925_ULX-2,FULL,UVW2,True,True
tab_UL,3,3,3,0,3,NAME_NGC_925_ULX-2,FULL,UVW2,True,True
tab_no_UL,23,23,14,9,0,NAME_NGC_925_ULX-2,FULL,UVW2,True,True
tab_BAD,17,17,17,0,3,NAME_NGC_925_ULX-2,FULL,UVW2,True,True
tab_no_BAD,9,9,0,9,0,NAME_NGC_925_ULX-2,FULL,UVW2,True,True
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,FULL,UVW2,True,True
tab_no_UL_no_bad,9,9,0,9,0,NAME_NGC_925_ULX-2,FULL,UVW2,True,True
tab,16,16,11,5,0,NAME_NGC_925_ULX-2,HARD,U,False,False
tab_5_sig,16,16,11,5,0,NAME_NGC_925_ULX-2,HARD,U,False,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,U,False,False
tab_no_UL,16,16,11,5,0,NAME_NGC_925_ULX-2,HARD,U,False,False
tab_BAD,11,11,11,0,0,NAME_NGC_925_ULX-2,HARD,U,False,False
tab_no_BAD,5,5,0,5,0,NAME_NGC_925_ULX-2,HARD,U,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,U,False,False
tab_no_UL_no_bad,5,5,0,5,0,NAME_NGC_925_ULX-2,HARD,U,False,False
tab,16,16,11,5,0,NAME_NGC_925_ULX-2,HARD,U,True,False
tab_5_sig,16,16,11,5,0,NAME_NGC_925_ULX-2,HARD,U,True,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,U,True,False
tab_no_UL,16,16,11,5,0,NAME_NGC_925_ULX-2,HARD,U,True,False
tab_BAD,11,11,11,0,0,NAME_NGC_925_ULX-2,HARD,U,True,False
tab_no_BAD,5,5,0,5,0,NAME_NGC_925_ULX-2,HARD,U,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,U,True,False
tab_no_UL_no_bad,5,5,0,5,0,NAME_NGC_925_ULX-2,HARD,U,True,False
tab,29,29,14,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,False,False
tab_5_sig,29,29,14,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,False,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVM2,False,False
tab_no_UL,29,29,14,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,False,False
tab_BAD,14,14,14,0,0,NAME_NGC_925_ULX-2,HARD,UVM2,False,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVM2,False,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,False,False
tab,29,29,14,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,True,False
tab_5_sig,29,29,14,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,True,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVM2,True,False
tab_no_UL,29,29,14,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,True,False
tab_BAD,14,14,14,0,0,NAME_NGC_925_ULX-2,HARD,UVM2,True,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVM2,True,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_925_ULX-2,HARD,UVM2,True,False
tab,27,27,17,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,False,False
tab_5_sig,27,27,17,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,False,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVW1,False,False
tab_no_UL,27,27,17,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,False,False
tab_BAD,17,17,17,0,0,NAME_NGC_925_ULX-2,HARD,UVW1,False,False
tab_no_BAD,10,10,0,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVW1,False,False
tab_no_UL_no_bad,10,10,0,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,False,False
tab,27,27,17,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,True,False
tab_5_sig,27,27,17,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,True,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVW1,True,False
tab_no_UL,27,27,17,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,True,False
tab_BAD,17,17,17,0,0,NAME_NGC_925_ULX-2,HARD,UVW1,True,False
tab_no_BAD,10,10,0,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVW1,True,False
tab_no_UL_no_bad,10,10,0,10,0,NAME_NGC_925_ULX-2,HARD,UVW1,True,False
tab,26,26,17,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,False,False
tab_5_sig,26,26,17,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,False,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVW2,False,False
tab_no_UL,26,26,17,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,False,False
tab_BAD,17,17,17,0,0,NAME_NGC_925_ULX-2,HARD,UVW2,False,False
tab_no_BAD,9,9,0,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVW2,False,False
tab_no_UL_no_bad,9,9,0,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,False,False
tab,26,26,17,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,True,False
tab_5_sig,26,26,17,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,True,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVW2,True,False
tab_no_UL,26,26,17,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,True,False
tab_BAD,17,17,17,0,0,NAME_NGC_925_ULX-2,HARD,UVW2,True,False
tab_no_BAD,9,9,0,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HARD,UVW2,True,False
tab_no_UL_no_bad,9,9,0,9,0,NAME_NGC_925_ULX-2,HARD,UVW2,True,False
tab,29,29,14,15,0,NAME_NGC_925_ULX-2,HR,UVM2,False,False
tab_5_sig,28,28,13,15,0,NAME_NGC_925_ULX-2,HR,UVM2,False,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HR,UVM2,False,False
tab_no_UL,28,28,13,15,0,NAME_NGC_925_ULX-2,HR,UVM2,False,False
tab_BAD,13,13,13,0,0,NAME_NGC_925_ULX-2,HR,UVM2,False,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_925_ULX-2,HR,UVM2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HR,UVM2,False,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_925_ULX-2,HR,UVM2,False,False
tab,29,29,14,15,0,NAME_NGC_925_ULX-2,HR,UVM2,True,False
tab_5_sig,28,28,13,15,0,NAME_NGC_925_ULX-2,HR,UVM2,True,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,HR,UVM2,True,False
tab_no_UL,28,28,13,15,0,NAME_NGC_925_ULX-2,HR,UVM2,True,False
tab_BAD,13,13,13,0,0,NAME_NGC_925_ULX-2,HR,UVM2,True,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_925_ULX-2,HR,UVM2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,HR,UVM2,True,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_925_ULX-2,HR,UVM2,True,False
tab,16,16,11,5,0,NAME_NGC_925_ULX-2,SOFT,U,False,False
tab_5_sig,16,16,11,5,0,NAME_NGC_925_ULX-2,SOFT,U,False,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,U,False,False
tab_no_UL,16,16,11,5,0,NAME_NGC_925_ULX-2,SOFT,U,False,False
tab_BAD,11,11,11,0,0,NAME_NGC_925_ULX-2,SOFT,U,False,False
tab_no_BAD,5,5,0,5,0,NAME_NGC_925_ULX-2,SOFT,U,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,U,False,False
tab_no_UL_no_bad,5,5,0,5,0,NAME_NGC_925_ULX-2,SOFT,U,False,False
tab,16,16,11,5,0,NAME_NGC_925_ULX-2,SOFT,U,True,False
tab_5_sig,16,16,11,5,0,NAME_NGC_925_ULX-2,SOFT,U,True,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,U,True,False
tab_no_UL,16,16,11,5,0,NAME_NGC_925_ULX-2,SOFT,U,True,False
tab_BAD,11,11,11,0,0,NAME_NGC_925_ULX-2,SOFT,U,True,False
tab_no_BAD,5,5,0,5,0,NAME_NGC_925_ULX-2,SOFT,U,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,U,True,False
tab_no_UL_no_bad,5,5,0,5,0,NAME_NGC_925_ULX-2,SOFT,U,True,False
tab,29,29,14,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,False,False
tab_5_sig,29,29,14,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,False,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVM2,False,False
tab_no_UL,29,29,14,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,False,False
tab_BAD,14,14,14,0,0,NAME_NGC_925_ULX-2,SOFT,UVM2,False,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVM2,False,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,False,False
tab,29,29,14,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,True,False
tab_5_sig,29,29,14,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,True,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVM2,True,False
tab_no_UL,29,29,14,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,True,False
tab_BAD,14,14,14,0,0,NAME_NGC_925_ULX-2,SOFT,UVM2,True,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVM2,True,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_925_ULX-2,SOFT,UVM2,True,False
tab,27,27,17,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,False,False
tab_5_sig,27,27,17,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,False,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVW1,False,False
tab_no_UL,27,27,17,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,False,False
tab_BAD,17,17,17,0,0,NAME_NGC_925_ULX-2,SOFT,UVW1,False,False
tab_no_BAD,10,10,0,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVW1,False,False
tab_no_UL_no_bad,10,10,0,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,False,False
tab,27,27,17,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,True,False
tab_5_sig,27,27,17,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,True,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVW1,True,False
tab_no_UL,27,27,17,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,True,False
tab_BAD,17,17,17,0,0,NAME_NGC_925_ULX-2,SOFT,UVW1,True,False
tab_no_BAD,10,10,0,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVW1,True,False
tab_no_UL_no_bad,10,10,0,10,0,NAME_NGC_925_ULX-2,SOFT,UVW1,True,False
tab,26,26,17,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,False,False
tab_5_sig,26,26,17,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,False,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVW2,False,False
tab_no_UL,26,26,17,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,False,False
tab_BAD,17,17,17,0,0,NAME_NGC_925_ULX-2,SOFT,UVW2,False,False
tab_no_BAD,9,9,0,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVW2,False,False
tab_no_UL_no_bad,9,9,0,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,False,False
tab,26,26,17,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,True,False
tab_5_sig,26,26,17,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,True,False
tab_UL,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVW2,True,False
tab_no_UL,26,26,17,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,True,False
tab_BAD,17,17,17,0,0,NAME_NGC_925_ULX-2,SOFT,UVW2,True,False
tab_no_BAD,9,9,0,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_925_ULX-2,SOFT,UVW2,True,False
tab_no_UL_no_bad,9,9,0,9,0,NAME_NGC_925_ULX-2,SOFT,UVW2,True,False
tab,13,13,9,4,5,NAME_UGC_6456_ULX,FULL,UVM2,False,False
tab_5_sig,13,13,9,4,5,NAME_UGC_6456_ULX,FULL,UVM2,False,False
tab_UL,5,5,5,0,5,NAME_UGC_6456_ULX,FULL,UVM2,False,False
tab_no_UL,8,8,4,4,0,NAME_UGC_6456_ULX,FULL,UVM2,False,False
tab_BAD,9,9,9,0,5,NAME_UGC_6456_ULX,FULL,UVM2,False,False
tab_no_BAD,4,4,0,4,0,NAME_UGC_6456_ULX,FULL,UVM2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVM2,False,False
tab_no_UL_no_bad,4,4,0,4,0,NAME_UGC_6456_ULX,FULL,UVM2,False,False
tab,13,13,9,4,5,NAME_UGC_6456_ULX,FULL,UVM2,False,True
tab_5_sig,13,13,9,4,5,NAME_UGC_6456_ULX,FULL,UVM2,False,True
tab_UL,5,5,5,0,5,NAME_UGC_6456_ULX,FULL,UVM2,False,True
tab_no_UL,8,8,4,4,0,NAME_UGC_6456_ULX,FULL,UVM2,False,True
tab_BAD,9,9,9,0,5,NAME_UGC_6456_ULX,FULL,UVM2,False,True
tab_no_BAD,4,4,0,4,0,NAME_UGC_6456_ULX,FULL,UVM2,False,True
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVM2,False,True
tab_no_UL_no_bad,4,4,0,4,0,NAME_UGC_6456_ULX,FULL,UVM2,False,True
tab,13,13,9,4,5,NAME_UGC_6456_ULX,FULL,UVM2,True,False
tab_5_sig,13,13,9,4,5,NAME_UGC_6456_ULX,FULL,UVM2,True,False
tab_UL,5,5,5,0,5,NAME_UGC_6456_ULX,FULL,UVM2,True,False
tab_no_UL,8,8,4,4,0,NAME_UGC_6456_ULX,FULL,UVM2,True,False
tab_BAD,9,9,9,0,5,NAME_UGC_6456_ULX,FULL,UVM2,True,False
tab_no_BAD,4,4,0,4,0,NAME_UGC_6456_ULX,FULL,UVM2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVM2,True,False
tab_no_UL_no_bad,4,4,0,4,0,NAME_UGC_6456_ULX,FULL,UVM2,True,False
tab,13,13,9,4,5,NAME_UGC_6456_ULX,FULL,UVM2,True,True
tab_5_sig,13,13,9,4,5,NAME_UGC_6456_ULX,FULL,UVM2,True,True
tab_UL,5,5,5,0,5,NAME_UGC_6456_ULX,FULL,UVM2,True,True
tab_no_UL,8,8,4,4,0,NAME_UGC_6456_ULX,FULL,UVM2,True,True
tab_BAD,9,9,9,0,5,NAME_UGC_6456_ULX,FULL,UVM2,True,True
tab_no_BAD,4,4,0,4,0,NAME_UGC_6456_ULX,FULL,UVM2,True,True
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVM2,True,True
tab_no_UL_no_bad,4,4,0,4,0,NAME_UGC_6456_ULX,FULL,UVM2,True,True
tab,14,14,7,7,2,NAME_UGC_6456_ULX,FULL,UVW1,False,False
tab_5_sig,14,14,7,7,2,NAME_UGC_6456_ULX,FULL,UVW1,False,False
tab_UL,2,2,2,0,2,NAME_UGC_6456_ULX,FULL,UVW1,False,False
tab_no_UL,12,12,5,7,0,NAME_UGC_6456_ULX,FULL,UVW1,False,False
tab_BAD,7,7,7,0,2,NAME_UGC_6456_ULX,FULL,UVW1,False,False
tab_no_BAD,7,7,0,7,0,NAME_UGC_6456_ULX,FULL,UVW1,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVW1,False,False
tab_no_UL_no_bad,7,7,0,7,0,NAME_UGC_6456_ULX,FULL,UVW1,False,False
tab,14,14,7,7,2,NAME_UGC_6456_ULX,FULL,UVW1,False,True
tab_5_sig,14,14,7,7,2,NAME_UGC_6456_ULX,FULL,UVW1,False,True
tab_UL,2,2,2,0,2,NAME_UGC_6456_ULX,FULL,UVW1,False,True
tab_no_UL,12,12,5,7,0,NAME_UGC_6456_ULX,FULL,UVW1,False,True
tab_BAD,7,7,7,0,2,NAME_UGC_6456_ULX,FULL,UVW1,False,True
tab_no_BAD,7,7,0,7,0,NAME_UGC_6456_ULX,FULL,UVW1,False,True
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVW1,False,True
tab_no_UL_no_bad,7,7,0,7,0,NAME_UGC_6456_ULX,FULL,UVW1,False,True
tab,14,14,7,7,2,NAME_UGC_6456_ULX,FULL,UVW1,True,False
tab_5_sig,14,14,7,7,2,NAME_UGC_6456_ULX,FULL,UVW1,True,False
tab_UL,2,2,2,0,2,NAME_UGC_6456_ULX,FULL,UVW1,True,False
tab_no_UL,12,12,5,7,0,NAME_UGC_6456_ULX,FULL,UVW1,True,False
tab_BAD,7,7,7,0,2,NAME_UGC_6456_ULX,FULL,UVW1,True,False
tab_no_BAD,7,7,0,7,0,NAME_UGC_6456_ULX,FULL,UVW1,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVW1,True,False
tab_no_UL_no_bad,7,7,0,7,0,NAME_UGC_6456_ULX,FULL,UVW1,True,False
tab,14,14,7,7,2,NAME_UGC_6456_ULX,FULL,UVW1,True,True
tab_5_sig,14,14,7,7,2,NAME_UGC_6456_ULX,FULL,UVW1,True,True
tab_UL,2,2,2,0,2,NAME_UGC_6456_ULX,FULL,UVW1,True,True
tab_no_UL,12,12,5,7,0,NAME_UGC_6456_ULX,FULL,UVW1,True,True
tab_BAD,7,7,7,0,2,NAME_UGC_6456_ULX,FULL,UVW1,True,True
tab_no_BAD,7,7,0,7,0,NAME_UGC_6456_ULX,FULL,UVW1,True,True
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVW1,True,True
tab_no_UL_no_bad,7,7,0,7,0,NAME_UGC_6456_ULX,FULL,UVW1,True,True
tab,12,12,6,6,3,NAME_UGC_6456_ULX,FULL,UVW2,False,False
tab_5_sig,12,12,6,6,3,NAME_UGC_6456_ULX,FULL,UVW2,False,False
tab_UL,3,3,3,0,3,NAME_UGC_6456_ULX,FULL,UVW2,False,False
tab_no_UL,9,9,3,6,0,NAME_UGC_6456_ULX,FULL,UVW2,False,False
tab_BAD,6,6,6,0,3,NAME_UGC_6456_ULX,FULL,UVW2,False,False
tab_no_BAD,6,6,0,6,0,NAME_UGC_6456_ULX,FULL,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVW2,False,False
tab_no_UL_no_bad,6,6,0,6,0,NAME_UGC_6456_ULX,FULL,UVW2,False,False
tab,12,12,6,6,3,NAME_UGC_6456_ULX,FULL,UVW2,False,True
tab_5_sig,12,12,6,6,3,NAME_UGC_6456_ULX,FULL,UVW2,False,True
tab_UL,3,3,3,0,3,NAME_UGC_6456_ULX,FULL,UVW2,False,True
tab_no_UL,9,9,3,6,0,NAME_UGC_6456_ULX,FULL,UVW2,False,True
tab_BAD,6,6,6,0,3,NAME_UGC_6456_ULX,FULL,UVW2,False,True
tab_no_BAD,6,6,0,6,0,NAME_UGC_6456_ULX,FULL,UVW2,False,True
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVW2,False,True
tab_no_UL_no_bad,6,6,0,6,0,NAME_UGC_6456_ULX,FULL,UVW2,False,True
tab,12,12,6,6,3,NAME_UGC_6456_ULX,FULL,UVW2,True,False
tab_5_sig,12,12,6,6,3,NAME_UGC_6456_ULX,FULL,UVW2,True,False
tab_UL,3,3,3,0,3,NAME_UGC_6456_ULX,FULL,UVW2,True,False
tab_no_UL,9,9,3,6,0,NAME_UGC_6456_ULX,FULL,UVW2,True,False
tab_BAD,6,6,6,0,3,NAME_UGC_6456_ULX,FULL,UVW2,True,False
tab_no_BAD,6,6,0,6,0,NAME_UGC_6456_ULX,FULL,UVW2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVW2,True,False
tab_no_UL_no_bad,6,6,0,6,0,NAME_UGC_6456_ULX,FULL,UVW2,True,False
tab,12,12,6,6,3,NAME_UGC_6456_ULX,FULL,UVW2,True,True
tab_5_sig,12,12,6,6,3,NAME_UGC_6456_ULX,FULL,UVW2,True,True
tab_UL,3,3,3,0,3,NAME_UGC_6456_ULX,FULL,UVW2,True,True
tab_no_UL,9,9,3,6,0,NAME_UGC_6456_ULX,FULL,UVW2,True,True
tab_BAD,6,6,6,0,3,NAME_UGC_6456_ULX,FULL,UVW2,True,True
tab_no_BAD,6,6,0,6,0,NAME_UGC_6456_ULX,FULL,UVW2,True,True
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,FULL,UVW2,True,True
tab_no_UL_no_bad,6,6,0,6,0,NAME_UGC_6456_ULX,FULL,UVW2,True,True
tab,13,13,9,4,0,NAME_UGC_6456_ULX,HARD,UVM2,False,False
tab_5_sig,13,13,9,4,0,NAME_UGC_6456_ULX,HARD,UVM2,False,False
tab_UL,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVM2,False,False
tab_no_UL,13,13,9,4,0,NAME_UGC_6456_ULX,HARD,UVM2,False,False
tab_BAD,9,9,9,0,0,NAME_UGC_6456_ULX,HARD,UVM2,False,False
tab_no_BAD,4,4,0,4,0,NAME_UGC_6456_ULX,HARD,UVM2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVM2,False,False
tab_no_UL_no_bad,4,4,0,4,0,NAME_UGC_6456_ULX,HARD,UVM2,False,False
tab,13,13,9,4,0,NAME_UGC_6456_ULX,HARD,UVM2,True,False
tab_5_sig,13,13,9,4,0,NAME_UGC_6456_ULX,HARD,UVM2,True,False
tab_UL,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVM2,True,False
tab_no_UL,13,13,9,4,0,NAME_UGC_6456_ULX,HARD,UVM2,True,False
tab_BAD,9,9,9,0,0,NAME_UGC_6456_ULX,HARD,UVM2,True,False
tab_no_BAD,4,4,0,4,0,NAME_UGC_6456_ULX,HARD,UVM2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVM2,True,False
tab_no_UL_no_bad,4,4,0,4,0,NAME_UGC_6456_ULX,HARD,UVM2,True,False
tab,14,14,7,7,0,NAME_UGC_6456_ULX,HARD,UVW1,False,False
tab_5_sig,14,14,7,7,0,NAME_UGC_6456_ULX,HARD,UVW1,False,False
tab_UL,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVW1,False,False
tab_no_UL,14,14,7,7,0,NAME_UGC_6456_ULX,HARD,UVW1,False,False
tab_BAD,7,7,7,0,0,NAME_UGC_6456_ULX,HARD,UVW1,False,False
tab_no_BAD,7,7,0,7,0,NAME_UGC_6456_ULX,HARD,UVW1,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVW1,False,False
tab_no_UL_no_bad,7,7,0,7,0,NAME_UGC_6456_ULX,HARD,UVW1,False,False
tab,14,14,7,7,0,NAME_UGC_6456_ULX,HARD,UVW1,True,False
tab_5_sig,14,14,7,7,0,NAME_UGC_6456_ULX,HARD,UVW1,True,False
tab_UL,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVW1,True,False
tab_no_UL,14,14,7,7,0,NAME_UGC_6456_ULX,HARD,UVW1,True,False
tab_BAD,7,7,7,0,0,NAME_UGC_6456_ULX,HARD,UVW1,True,False
tab_no_BAD,7,7,0,7,0,NAME_UGC_6456_ULX,HARD,UVW1,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVW1,True,False
tab_no_UL_no_bad,7,7,0,7,0,NAME_UGC_6456_ULX,HARD,UVW1,True,False
tab,12,12,6,6,0,NAME_UGC_6456_ULX,HARD,UVW2,False,False
tab_5_sig,12,12,6,6,0,NAME_UGC_6456_ULX,HARD,UVW2,False,False
tab_UL,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVW2,False,False
tab_no_UL,12,12,6,6,0,NAME_UGC_6456_ULX,HARD,UVW2,False,False
tab_BAD,6,6,6,0,0,NAME_UGC_6456_ULX,HARD,UVW2,False,False
tab_no_BAD,6,6,0,6,0,NAME_UGC_6456_ULX,HARD,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVW2,False,False
tab_no_UL_no_bad,6,6,0,6,0,NAME_UGC_6456_ULX,HARD,UVW2,False,False
tab,12,12,6,6,0,NAME_UGC_6456_ULX,HARD,UVW2,True,False
tab_5_sig,12,12,6,6,0,NAME_UGC_6456_ULX,HARD,UVW2,True,False
tab_UL,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVW2,True,False
tab_no_UL,12,12,6,6,0,NAME_UGC_6456_ULX,HARD,UVW2,True,False
tab_BAD,6,6,6,0,0,NAME_UGC_6456_ULX,HARD,UVW2,True,False
tab_no_BAD,6,6,0,6,0,NAME_UGC_6456_ULX,HARD,UVW2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_UGC_6456_ULX,HARD,UVW2,True,False
tab_no_UL_no_bad,6,6,0,6,0,NAME_UGC_6456_ULX,HARD,UVW2,True,False
tab,13,13,9,4,0,NAME_UGC_6456_ULX,SOFT,UVM2,False,False
tab_5_sig,13,13,9,4,0,NAME_UGC_6456_ULX,SOFT,UVM2,False,False
tab_UL,0,0,0,0,0,NAME_UGC_6456_ULX,SOFT,UVM2,False,False
tab_no_UL,13,13,9,4,0,NAME_UGC_6456_ULX,SOFT,UVM2,False,False
