name,length,N_obs,N_bad,N_good,N_UL,simbad_name,xrt_curve,uvot_filter,include_bad,include_UL
tab_no_BAD,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW2,False,False
tab_no_UL_no_bad,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2,False,False
tab,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2,True,False
tab_5_sig,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2,True,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW2,True,False
tab_no_UL,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2,True,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW2,True,False
tab_no_BAD,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,UVW2,True,False
tab_no_UL_no_bad,32,32,0,32,0,NAME_NGC_300_ULX1,HARD,UVW2,True,False
tab,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,False,False
tab_5_sig,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,False,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,V,False,False
tab_no_UL,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,False,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,V,False,False
tab_no_BAD,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,V,False,False
tab_no_UL_no_bad,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,False,False
tab,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,True,False
tab_5_sig,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,True,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,V,True,False
tab_no_UL,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,True,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,V,True,False
tab_no_BAD,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,HARD,V,True,False
tab_no_UL_no_bad,43,43,0,43,0,NAME_NGC_300_ULX1,HARD,V,True,False
tab,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,False,False
tab_5_sig,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,False,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,B,False,False
tab_no_UL,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,False,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,B,False,False
tab_no_BAD,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,B,False,False
tab_no_UL_no_bad,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,False,False
tab,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,True,False
tab_5_sig,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,True,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,B,True,False
tab_no_UL,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,True,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,B,True,False
tab_no_BAD,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,B,True,False
tab_no_UL_no_bad,48,48,0,48,0,NAME_NGC_300_ULX1,SOFT,B,True,False
tab,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,False,False
tab_5_sig,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,False,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,U,False,False
tab_no_UL,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,False,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,U,False,False
tab_no_BAD,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,U,False,False
tab_no_UL_no_bad,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,False,False
tab,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,True,False
tab_5_sig,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,True,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,U,True,False
tab_no_UL,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,True,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,U,True,False
tab_no_BAD,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,U,True,False
tab_no_UL_no_bad,18,18,0,18,0,NAME_NGC_300_ULX1,SOFT,U,True,False
tab,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,False,False
tab_5_sig,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,False,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVM2,False,False
tab_no_UL,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,False,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVM2,False,False
tab_no_BAD,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVM2,False,False
tab_no_UL_no_bad,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,False,False
tab,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,True,False
tab_5_sig,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,True,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVM2,True,False
tab_no_UL,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,True,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVM2,True,False
tab_no_BAD,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVM2,True,False
tab_no_UL_no_bad,21,21,0,21,0,NAME_NGC_300_ULX1,SOFT,UVM2,True,False
tab,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,False,False
tab_5_sig,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,False,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW1,False,False
tab_no_UL,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,False,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW1,False,False
tab_no_BAD,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW1,False,False
tab_no_UL_no_bad,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,False,False
tab,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,True,False
tab_5_sig,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,True,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW1,True,False
tab_no_UL,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,True,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW1,True,False
tab_no_BAD,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW1,True,False
tab_no_UL_no_bad,28,28,0,28,0,NAME_NGC_300_ULX1,SOFT,UVW1,True,False
tab,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,False,False
tab_5_sig,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,False,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW2,False,False
tab_no_UL,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,False,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW2,False,False
tab_no_BAD,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW2,False,False
tab_no_UL_no_bad,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,False,False
tab,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,True,False
tab_5_sig,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,True,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW2,True,False
tab_no_UL,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,True,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW2,True,False
tab_no_BAD,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,UVW2,True,False
tab_no_UL_no_bad,32,32,0,32,0,NAME_NGC_300_ULX1,SOFT,UVW2,True,False
tab,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,False,False
tab_5_sig,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,False,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,V,False,False
tab_no_UL,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,False,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,V,False,False
tab_no_BAD,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,V,False,False
tab_no_UL_no_bad,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,False,False
tab,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,True,False
tab_5_sig,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,True,False
tab_UL,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,V,True,False
tab_no_UL,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,True,False
tab_BAD,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,V,True,False
tab_no_BAD,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_300_ULX1,SOFT,V,True,False
tab_no_UL_no_bad,43,43,0,43,0,NAME_NGC_300_ULX1,SOFT,V,True,False
tab,146,146,131,15,58,NAME_NGC_5907_ULX,FULL,U,False,False
tab_5_sig,145,145,130,15,57,NAME_NGC_5907_ULX,FULL,U,False,False
tab_UL,57,57,57,0,57,NAME_NGC_5907_ULX,FULL,U,False,False
tab_no_UL,88,88,73,15,0,NAME_NGC_5907_ULX,FULL,U,False,False
tab_BAD,130,130,130,0,57,NAME_NGC_5907_ULX,FULL,U,False,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,U,False,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U,False,False
tab,146,146,131,15,58,NAME_NGC_5907_ULX,FULL,U,False,True
tab_5_sig,145,145,130,15,57,NAME_NGC_5907_ULX,FULL,U,False,True
tab_UL,57,57,57,0,57,NAME_NGC_5907_ULX,FULL,U,False,True
tab_no_UL,88,88,73,15,0,NAME_NGC_5907_ULX,FULL,U,False,True
tab_BAD,130,130,130,0,57,NAME_NGC_5907_ULX,FULL,U,False,True
tab_no_BAD,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U,False,True
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,U,False,True
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U,False,True
tab,146,146,131,15,58,NAME_NGC_5907_ULX,FULL,U,True,False
tab_5_sig,145,145,130,15,57,NAME_NGC_5907_ULX,FULL,U,True,False
tab_UL,57,57,57,0,57,NAME_NGC_5907_ULX,FULL,U,True,False
tab_no_UL,88,88,73,15,0,NAME_NGC_5907_ULX,FULL,U,True,False
tab_BAD,130,130,130,0,57,NAME_NGC_5907_ULX,FULL,U,True,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,U,True,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U,True,False
tab,146,146,131,15,58,NAME_NGC_5907_ULX,FULL,U,True,True
tab_5_sig,145,145,130,15,57,NAME_NGC_5907_ULX,FULL,U,True,True
tab_UL,57,57,57,0,57,NAME_NGC_5907_ULX,FULL,U,True,True
tab_no_UL,88,88,73,15,0,NAME_NGC_5907_ULX,FULL,U,True,True
tab_BAD,130,130,130,0,57,NAME_NGC_5907_ULX,FULL,U,True,True
tab_no_BAD,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U,True,True
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,U,True,True
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_5907_ULX,FULL,U,True,True
tab,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2,False,False
tab_5_sig,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2,False,False
tab_UL,70,70,68,2,70,NAME_NGC_5907_ULX,FULL,UVM2,False,False
tab_no_UL,90,90,76,14,0,NAME_NGC_5907_ULX,FULL,UVM2,False,False
tab_BAD,144,144,144,0,68,NAME_NGC_5907_ULX,FULL,UVM2,False,False
tab_no_BAD,16,16,0,16,2,NAME_NGC_5907_ULX,FULL,UVM2,False,False
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVM2,False,False
tab_no_UL_no_bad,14,14,0,14,0,NAME_NGC_5907_ULX,FULL,UVM2,False,False
tab,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2,False,True
tab_5_sig,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2,False,True
tab_UL,70,70,68,2,70,NAME_NGC_5907_ULX,FULL,UVM2,False,True
tab_no_UL,90,90,76,14,0,NAME_NGC_5907_ULX,FULL,UVM2,False,True
tab_BAD,144,144,144,0,68,NAME_NGC_5907_ULX,FULL,UVM2,False,True
tab_no_BAD,16,16,0,16,2,NAME_NGC_5907_ULX,FULL,UVM2,False,True
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVM2,False,True
tab_no_UL_no_bad,14,14,0,14,0,NAME_NGC_5907_ULX,FULL,UVM2,False,True
tab,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2,True,False
tab_5_sig,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2,True,False
tab_UL,70,70,68,2,70,NAME_NGC_5907_ULX,FULL,UVM2,True,False
tab_no_UL,90,90,76,14,0,NAME_NGC_5907_ULX,FULL,UVM2,True,False
tab_BAD,144,144,144,0,68,NAME_NGC_5907_ULX,FULL,UVM2,True,False
tab_no_BAD,16,16,0,16,2,NAME_NGC_5907_ULX,FULL,UVM2,True,False
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVM2,True,False
tab_no_UL_no_bad,14,14,0,14,0,NAME_NGC_5907_ULX,FULL,UVM2,True,False
tab,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2,True,True
tab_5_sig,160,160,144,16,70,NAME_NGC_5907_ULX,FULL,UVM2,True,True
tab_UL,70,70,68,2,70,NAME_NGC_5907_ULX,FULL,UVM2,True,True
tab_no_UL,90,90,76,14,0,NAME_NGC_5907_ULX,FULL,UVM2,True,True
tab_BAD,144,144,144,0,68,NAME_NGC_5907_ULX,FULL,UVM2,True,True
tab_no_BAD,16,16,0,16,2,NAME_NGC_5907_ULX,FULL,UVM2,True,True
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVM2,True,True
tab_no_UL_no_bad,14,14,0,14,0,NAME_NGC_5907_ULX,FULL,UVM2,True,True
tab,96,96,75,21,33,NAME_NGC_5907_ULX,FULL,UVW1,False,False
tab_5_sig,94,94,73,21,32,NAME_NGC_5907_ULX,FULL,UVW1,False,False
tab_UL,32,32,30,2,32,NAME_NGC_5907_ULX,FULL,UVW1,False,False
tab_no_UL,62,62,43,19,0,NAME_NGC_5907_ULX,FULL,UVW1,False,False
tab_BAD,73,73,73,0,30,NAME_NGC_5907_ULX,FULL,UVW1,False,False
tab_no_BAD,21,21,0,21,2,NAME_NGC_5907_ULX,FULL,UVW1,False,False
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVW1,False,False
tab_no_UL_no_bad,19,19,0,19,0,NAME_NGC_5907_ULX,FULL,UVW1,False,False
tab,96,96,75,21,33,NAME_NGC_5907_ULX,FULL,UVW1,False,True
tab_5_sig,94,94,73,21,32,NAME_NGC_5907_ULX,FULL,UVW1,False,True
tab_UL,32,32,30,2,32,NAME_NGC_5907_ULX,FULL,UVW1,False,True
tab_no_UL,62,62,43,19,0,NAME_NGC_5907_ULX,FULL,UVW1,False,True
tab_BAD,73,73,73,0,30,NAME_NGC_5907_ULX,FULL,UVW1,False,True
tab_no_BAD,21,21,0,21,2,NAME_NGC_5907_ULX,FULL,UVW1,False,True
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVW1,False,True
tab_no_UL_no_bad,19,19,0,19,0,NAME_NGC_5907_ULX,FULL,UVW1,False,True
tab,96,96,75,21,33,NAME_NGC_5907_ULX,FULL,UVW1,True,False
tab_5_sig,94,94,73,21,32,NAME_NGC_5907_ULX,FULL,UVW1,True,False
tab_UL,32,32,30,2,32,NAME_NGC_5907_ULX,FULL,UVW1,True,False
tab_no_UL,62,62,43,19,0,NAME_NGC_5907_ULX,FULL,UVW1,True,False
tab_BAD,73,73,73,0,30,NAME_NGC_5907_ULX,FULL,UVW1,True,False
tab_no_BAD,21,21,0,21,2,NAME_NGC_5907_ULX,FULL,UVW1,True,False
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVW1,True,False
tab_no_UL_no_bad,19,19,0,19,0,NAME_NGC_5907_ULX,FULL,UVW1,True,False
tab,96,96,75,21,33,NAME_NGC_5907_ULX,FULL,UVW1,True,True
tab_5_sig,94,94,73,21,32,NAME_NGC_5907_ULX,FULL,UVW1,True,True
tab_UL,32,32,30,2,32,NAME_NGC_5907_ULX,FULL,UVW1,True,True
tab_no_UL,62,62,43,19,0,NAME_NGC_5907_ULX,FULL,UVW1,True,True
tab_BAD,73,73,73,0,30,NAME_NGC_5907_ULX,FULL,UVW1,True,True
tab_no_BAD,21,21,0,21,2,NAME_NGC_5907_ULX,FULL,UVW1,True,True
tab_UL_no_bad,2,2,0,2,2,NAME_NGC_5907_ULX,FULL,UVW1,True,True
tab_no_UL_no_bad,19,19,0,19,0,NAME_NGC_5907_ULX,FULL,UVW1,True,True
tab,103,103,86,17,39,NAME_NGC_5907_ULX,FULL,UVW2,False,False
tab_5_sig,102,102,86,16,39,NAME_NGC_5907_ULX,FULL,UVW2,False,False
tab_UL,39,39,39,0,39,NAME_NGC_5907_ULX,FULL,UVW2,False,False
tab_no_UL,63,63,47,16,0,NAME_NGC_5907_ULX,FULL,UVW2,False,False
tab_BAD,86,86,86,0,39,NAME_NGC_5907_ULX,FULL,UVW2,False,False
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,UVW2,False,False
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2,False,False
tab,103,103,86,17,39,NAME_NGC_5907_ULX,FULL,UVW2,False,True
tab_5_sig,102,102,86,16,39,NAME_NGC_5907_ULX,FULL,UVW2,False,True
tab_UL,39,39,39,0,39,NAME_NGC_5907_ULX,FULL,UVW2,False,True
tab_no_UL,63,63,47,16,0,NAME_NGC_5907_ULX,FULL,UVW2,False,True
tab_BAD,86,86,86,0,39,NAME_NGC_5907_ULX,FULL,UVW2,False,True
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2,False,True
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,UVW2,False,True
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2,False,True
tab,103,103,86,17,39,NAME_NGC_5907_ULX,FULL,UVW2,True,False
tab_5_sig,102,102,86,16,39,NAME_NGC_5907_ULX,FULL,UVW2,True,False
tab_UL,39,39,39,0,39,NAME_NGC_5907_ULX,FULL,UVW2,True,False
tab_no_UL,63,63,47,16,0,NAME_NGC_5907_ULX,FULL,UVW2,True,False
tab_BAD,86,86,86,0,39,NAME_NGC_5907_ULX,FULL,UVW2,True,False
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,UVW2,True,False
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2,True,False
tab,103,103,86,17,39,NAME_NGC_5907_ULX,FULL,UVW2,True,True
tab_5_sig,102,102,86,16,39,NAME_NGC_5907_ULX,FULL,UVW2,True,True
tab_UL,39,39,39,0,39,NAME_NGC_5907_ULX,FULL,UVW2,True,True
tab_no_UL,63,63,47,16,0,NAME_NGC_5907_ULX,FULL,UVW2,True,True
tab_BAD,86,86,86,0,39,NAME_NGC_5907_ULX,FULL,UVW2,True,True
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2,True,True
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,FULL,UVW2,True,True
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,FULL,UVW2,True,True
tab,146,146,131,15,0,NAME_NGC_5907_ULX,HARD,U,False,False
tab_5_sig,146,146,131,15,0,NAME_NGC_5907_ULX,HARD,U,False,False
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,U,False,False
tab_no_UL,146,146,131,15,0,NAME_NGC_5907_ULX,HARD,U,False,False
tab_BAD,131,131,131,0,0,NAME_NGC_5907_ULX,HARD,U,False,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_5907_ULX,HARD,U,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,U,False,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_5907_ULX,HARD,U,False,False
tab,146,146,131,15,0,NAME_NGC_5907_ULX,HARD,U,True,False
tab_5_sig,146,146,131,15,0,NAME_NGC_5907_ULX,HARD,U,True,False
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,U,True,False
tab_no_UL,146,146,131,15,0,NAME_NGC_5907_ULX,HARD,U,True,False
tab_BAD,131,131,131,0,0,NAME_NGC_5907_ULX,HARD,U,True,False
tab_no_BAD,15,15,0,15,0,NAME_NGC_5907_ULX,HARD,U,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,U,True,False
tab_no_UL_no_bad,15,15,0,15,0,NAME_NGC_5907_ULX,HARD,U,True,False
tab,160,160,144,16,0,NAME_NGC_5907_ULX,HARD,UVM2,False,False
tab_5_sig,160,160,144,16,0,NAME_NGC_5907_ULX,HARD,UVM2,False,False
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVM2,False,False
tab_no_UL,160,160,144,16,0,NAME_NGC_5907_ULX,HARD,UVM2,False,False
tab_BAD,144,144,144,0,0,NAME_NGC_5907_ULX,HARD,UVM2,False,False
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,HARD,UVM2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVM2,False,False
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,HARD,UVM2,False,False
tab,160,160,144,16,0,NAME_NGC_5907_ULX,HARD,UVM2,True,False
tab_5_sig,160,160,144,16,0,NAME_NGC_5907_ULX,HARD,UVM2,True,False
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVM2,True,False
tab_no_UL,160,160,144,16,0,NAME_NGC_5907_ULX,HARD,UVM2,True,False
tab_BAD,144,144,144,0,0,NAME_NGC_5907_ULX,HARD,UVM2,True,False
tab_no_BAD,16,16,0,16,0,NAME_NGC_5907_ULX,HARD,UVM2,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVM2,True,False
tab_no_UL_no_bad,16,16,0,16,0,NAME_NGC_5907_ULX,HARD,UVM2,True,False
tab,96,96,75,21,0,NAME_NGC_5907_ULX,HARD,UVW1,False,False
tab_5_sig,95,95,74,21,0,NAME_NGC_5907_ULX,HARD,UVW1,False,False
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW1,False,False
tab_no_UL,95,95,74,21,0,NAME_NGC_5907_ULX,HARD,UVW1,False,False
tab_BAD,74,74,74,0,0,NAME_NGC_5907_ULX,HARD,UVW1,False,False
tab_no_BAD,21,21,0,21,0,NAME_NGC_5907_ULX,HARD,UVW1,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW1,False,False
tab_no_UL_no_bad,21,21,0,21,0,NAME_NGC_5907_ULX,HARD,UVW1,False,False
tab,96,96,75,21,0,NAME_NGC_5907_ULX,HARD,UVW1,True,False
tab_5_sig,95,95,74,21,0,NAME_NGC_5907_ULX,HARD,UVW1,True,False
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW1,True,False
tab_no_UL,95,95,74,21,0,NAME_NGC_5907_ULX,HARD,UVW1,True,False
tab_BAD,74,74,74,0,0,NAME_NGC_5907_ULX,HARD,UVW1,True,False
tab_no_BAD,21,21,0,21,0,NAME_NGC_5907_ULX,HARD,UVW1,True,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW1,True,False
tab_no_UL_no_bad,21,21,0,21,0,NAME_NGC_5907_ULX,HARD,UVW1,True,False
tab,103,103,86,17,0,NAME_NGC_5907_ULX,HARD,UVW2,False,False
tab_5_sig,103,103,86,17,0,NAME_NGC_5907_ULX,HARD,UVW2,False,False
tab_UL,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW2,False,False
tab_no_UL,103,103,86,17,0,NAME_NGC_5907_ULX,HARD,UVW2,False,False
tab_BAD,86,86,86,0,0,NAME_NGC_5907_ULX,HARD,UVW2,False,False
tab_no_BAD,17,17,0,17,0,NAME_NGC_5907_ULX,HARD,UVW2,False,False
tab_UL_no_bad,0,0,0,0,0,NAME_NGC_5907_ULX,HARD,UVW2,False,False
tab_no_UL_no_bad,17,17,0,17,0,NAME_NGC_5907_ULX,HARD,UVW2,False,False
